Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7372,7433,0.08,0,0,0
2020-12-21T00:00:00.000Z,24871,32304,0.35,0,0,0
2020-12-22T00:00:00.000Z,44610,76914,0.83,0,0,0
2020-12-23T00:00:00.000Z,62814,139728,1.5,0,0,0
2020-12-24T00:00:00.000Z,73293,213021,2.29,0,0,0
2020-12-25T00:00:00.000Z,38438,251459,2.7,0,0,0
2020-12-26T00:00:00.000Z,32552,284011,3.05,0,0,0
2020-12-27T00:00:00.000Z,104280,388291,4.18,0,0,0
2020-12-28T00:00:00.000Z,134718,523009,5.62,0,0,0
2020-12-29T00:00:00.000Z,155830,678839,7.3,0,0,0
2020-12-30T00:00:00.000Z,152593,831432,8.94,0,0,0
2020-12-31T00:00:00.000Z,158002,989434,10.64,0,0,0
2021-01-01T00:00:00.000Z,71165,1060599,11.41,0,0,0
2021-01-02T00:00:00.000Z,71552,1132151,12.17,0,0,0
2021-01-03T00:00:00.000Z,149255,1281406,13.78,0,0,0
2021-01-04T00:00:00.000Z,151699,1433105,15.41,2,2,0
2021-01-05T00:00:00.000Z,124698,1557803,16.75,0,2,0
2021-01-06T00:00:00.000Z,102908,1660711,17.86,0,2,0
2021-01-07T00:00:00.000Z,115632,1776343,19.1,3,5,0
2021-01-08T00:00:00.000Z,66204,1842547,19.81,3,8,0
2021-01-09T00:00:00.000Z,44411,1886958,20.29,22,30,0
2021-01-10T00:00:00.000Z,37484,1924442,20.69,5985,6015,0.06
2021-01-11T00:00:00.000Z,20987,1945429,20.92,19223,25238,0.27
2021-01-12T00:00:00.000Z,23829,1969258,21.18,35625,60863,0.65
2021-01-13T00:00:00.000Z,51824,2021082,21.73,56794,117657,1.27
2021-01-14T00:00:00.000Z,56215,2077297,22.34,68716,186373,2
2021-01-15T00:00:00.000Z,30559,2107856,22.67,35864,222237,2.39
2021-01-16T00:00:00.000Z,29325,2137181,22.98,25958,248195,2.67
2021-01-17T00:00:00.000Z,68209,2205390,23.72,84392,332587,3.58
2021-01-18T00:00:00.000Z,69498,2274888,24.46,120151,452738,4.87
2021-01-19T00:00:00.000Z,72657,2347545,25.24,137444,590182,6.35
2021-01-20T00:00:00.000Z,76511,2424056,26.07,143323,733505,7.89
2021-01-21T00:00:00.000Z,69643,2493699,26.82,163833,897338,9.65
2021-01-22T00:00:00.000Z,37702,2531401,27.22,70877,968215,10.41
2021-01-23T00:00:00.000Z,39830,2571231,27.65,53451,1021666,10.99
2021-01-24T00:00:00.000Z,68916,2640147,28.39,140280,1161946,12.5
2021-01-25T00:00:00.000Z,80713,2720860,29.26,139098,1301044,13.99
2021-01-26T00:00:00.000Z,78471,2799331,30.1,125992,1427036,15.35
2021-01-27T00:00:00.000Z,77674,2877005,30.94,124640,1551676,16.69
2021-01-28T00:00:00.000Z,79371,2956376,31.79,130211,1681887,18.09
2021-01-29T00:00:00.000Z,36509,2992885,32.18,64583,1746470,18.78
2021-01-30T00:00:00.000Z,34273,3027158,32.55,42648,1789118,19.24
2021-01-31T00:00:00.000Z,73131,3100289,33.34,59305,1848423,19.88
2021-02-01T00:00:00.000Z,82193,3182482,34.22,35198,1883621,20.26
2021-02-02T00:00:00.000Z,69809,3252291,34.97,30901,1914522,20.59
2021-02-03T00:00:00.000Z,60034,3312325,35.62,51221,1965743,21.14
2021-02-04T00:00:00.000Z,72350,3384675,36.4,57877,2023620,21.76
2021-02-05T00:00:00.000Z,33757,3418432,36.76,28639,2052259,22.07
2021-02-06T00:00:00.000Z,21516,3439948,36.99,22126,2074385,22.31
2021-02-07T00:00:00.000Z,53910,3493858,37.57,68492,2142877,23.04
2021-02-08T00:00:00.000Z,58434,3552292,38.2,65164,2208041,23.74
2021-02-09T00:00:00.000Z,66113,3618405,38.91,67176,2275217,24.47
2021-02-10T00:00:00.000Z,70307,3688712,39.67,71849,2347066,25.24
2021-02-11T00:00:00.000Z,80916,3769628,40.54,71370,2418436,26.01
2021-02-12T00:00:00.000Z,38914,3808542,40.96,37396,2455832,26.41
2021-02-13T00:00:00.000Z,27367,3835909,41.25,30329,2486161,26.73
2021-02-14T00:00:00.000Z,74638,3910547,42.05,68819,2554980,27.47
2021-02-15T00:00:00.000Z,81304,3991851,42.93,75386,2630366,28.29
2021-02-16T00:00:00.000Z,83280,4075131,43.82,77985,2708351,29.12
2021-02-17T00:00:00.000Z,61761,4136892,44.49,75270,2783621,29.93
2021-02-18T00:00:00.000Z,68952,4205844,45.23,79419,2863040,30.79
2021-02-19T00:00:00.000Z,39542,4245386,45.65,37965,2901005,31.2
2021-02-20T00:00:00.000Z,31571,4276957,45.99,28625,2929630,31.5
2021-02-21T00:00:00.000Z,79276,4356233,46.84,78273,3007903,32.35
2021-02-22T00:00:00.000Z,84847,4441080,47.76,80252,3088155,33.21
2021-02-23T00:00:00.000Z,77165,4518245,48.59,70134,3158289,33.96
