period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10607,812,7.66
3_Month,0-9,21047,2870,13.64
6_Month,0-9,61250,16251,26.53
1_Year,0-9,1063677,480890,45.21
All,0-9,1717162,768152,44.73
1_Month,10-19,12204,2225,18.23
3_Month,10-19,28664,7654,26.7
6_Month,10-19,71465,19197,26.86
1_Year,10-19,942781,483626,51.3
All,10-19,1632705,811503,49.7
1_Month,20-29,18298,3743,20.46
3_Month,20-29,42676,11435,26.79
6_Month,20-29,102057,29533,28.94
1_Year,20-29,878931,362480,41.24
All,20-29,1479930,610042,41.22
1_Month,30-39,16873,3794,22.49
3_Month,30-39,40885,12088,29.57
6_Month,30-39,103648,34275,33.07
1_Year,30-39,877998,418265,47.64
All,30-39,1376830,618552,44.93
1_Month,40-49,17177,4133,24.06
3_Month,40-49,42375,13587,32.06
6_Month,40-49,102072,35926,35.2
1_Year,40-49,808022,393912,48.75
All,40-49,1223584,563007,46.01
1_Month,50-59,17615,4192,23.8
3_Month,50-59,43368,14005,32.29
6_Month,50-59,98984,36162,36.53
1_Year,50-59,644127,292304,45.38
All,50-59,959293,404786,42.2
1_Month,60-69,19855,4502,22.67
3_Month,60-69,48953,15324,31.3
6_Month,60-69,110087,41406,37.61
1_Year,60-69,549299,236014,42.97
All,60-69,793779,312257,39.34
1_Month,70-79,22241,4385,19.72
3_Month,70-79,51258,15021,29.3
6_Month,70-79,106852,40553,37.95
1_Year,70-79,373396,165252,44.26
All,70-79,520532,205947,39.56
1_Month,80-89,19817,2737,13.81
3_Month,80-89,36730,8271,22.52
6_Month,80-89,62445,20517,32.86
1_Year,80-89,149466,69463,46.47
All,80-89,223793,88056,39.35
1_Month,90+,7164,816,11.39
3_Month,90+,12562,2438,19.41
6_Month,90+,19237,5637,29.3
1_Year,90+,36647,17541,47.86
All,90+,59177,23005,38.87
