period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6684,1042,15.59
3_Month,0-9,21208,3836,18.09
6_Month,0-9,126848,47297,37.29
1_Year,0-9,1247818,540598,43.32
All,0-9,1713773,767020,44.76
1_Month,10-19,10106,2358,23.33
3_Month,10-19,28955,6168,21.3
6_Month,10-19,133885,48093,35.92
1_Year,10-19,1171293,577495,49.3
All,10-19,1630753,809066,49.61
1_Month,20-29,16215,3084,19.02
3_Month,20-29,43195,7519,17.41
6_Month,20-29,170329,60859,35.73
1_Year,20-29,1036876,426488,41.13
All,20-29,1474823,605247,41.04
1_Month,30-39,15917,3338,20.97
3_Month,30-39,42026,8952,21.3
6_Month,30-39,183165,75212,41.06
1_Year,30-39,1006099,470012,46.72
All,30-39,1373530,613815,44.69
1_Month,40-49,17019,3877,22.78
3_Month,40-49,43419,10181,23.45
6_Month,40-49,179796,76999,42.83
1_Year,40-49,918177,440440,47.97
All,40-49,1220350,557975,45.72
1_Month,50-59,17869,4094,22.91
3_Month,50-59,44036,10762,24.44
6_Month,50-59,167356,74153,44.31
1_Year,50-59,721448,318505,44.15
All,50-59,955949,398765,41.71
1_Month,60-69,20352,4653,22.86
3_Month,60-69,50385,13006,25.81
6_Month,60-69,178132,81764,45.9
1_Year,60-69,606995,252237,41.56
All,60-69,789861,304880,38.6
1_Month,70-79,22285,4646,20.85
3_Month,70-79,51783,13894,26.83
6_Month,70-79,158776,75258,47.4
1_Year,70-79,402711,169686,42.14
All,70-79,515419,197963,38.41
1_Month,80-89,18421,2359,12.81
3_Month,80-89,33320,6408,19.23
6_Month,80-89,78835,33066,41.94
1_Year,80-89,157666,68760,43.61
All,80-89,220209,83393,37.87
1_Month,90+,6597,652,9.88
3_Month,90+,11044,1650,14.94
6_Month,90+,21942,8179,37.28
1_Year,90+,37747,17062,45.2
All,90+,57652,21625,37.51
