Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,45,62,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7382,7444,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24898,32342,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44629,76971,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62869,139840,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73375,213215,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38477,251692,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32598,284290,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104462,388752,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134917,523669,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,156151,679820,7.31,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152957,832777,8.96,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158396,991173,10.66,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71328,1062501,11.43,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71670,1134171,12.2,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149576,1283747,13.8,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,152026,1435773,15.44,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,125023,1560796,16.78,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103203,1663999,17.89,1,2,0,0,0,0
2021-01-07T00:00:00.000Z,115936,1779935,19.14,5,7,0,0,0,0
2021-01-08T00:00:00.000Z,66379,1846314,19.85,3,10,0,0,0,0
2021-01-09T00:00:00.000Z,44490,1890804,20.33,23,33,0,0,0,0
2021-01-10T00:00:00.000Z,37579,1928383,20.74,5990,6023,0.06,0,0,0
2021-01-11T00:00:00.000Z,21079,1949462,20.96,19244,25267,0.27,0,0,0
2021-01-12T00:00:00.000Z,23965,1973427,21.22,35644,60911,0.66,0,0,0
2021-01-13T00:00:00.000Z,51973,2025400,21.78,56841,117752,1.27,0,0,0
2021-01-14T00:00:00.000Z,56366,2081766,22.39,68797,186549,2.01,0,0,0
2021-01-15T00:00:00.000Z,30679,2112445,22.72,35903,222452,2.39,0,0,0
2021-01-16T00:00:00.000Z,29406,2141851,23.03,25995,248447,2.67,0,0,0
2021-01-17T00:00:00.000Z,68332,2210183,23.77,84530,332977,3.58,0,0,0
2021-01-18T00:00:00.000Z,69632,2279815,24.52,120334,453311,4.87,0,0,0
2021-01-19T00:00:00.000Z,72727,2352542,25.3,137705,591016,6.36,0,0,0
2021-01-20T00:00:00.000Z,76690,2429232,26.12,143609,734625,7.9,0,0,0
2021-01-21T00:00:00.000Z,69809,2499041,26.87,164244,898869,9.67,0,0,0
2021-01-22T00:00:00.000Z,37793,2536834,27.28,71031,969900,10.43,0,0,0
2021-01-23T00:00:00.000Z,39898,2576732,27.71,53521,1023421,11.01,0,0,0
2021-01-24T00:00:00.000Z,68999,2645731,28.45,140540,1163961,12.52,0,0,0
2021-01-25T00:00:00.000Z,80793,2726524,29.32,139361,1303322,14.02,0,0,0
2021-01-26T00:00:00.000Z,78568,2805092,30.16,126261,1429583,15.37,0,0,0
2021-01-27T00:00:00.000Z,77789,2882881,31,124893,1554476,16.72,0,0,0
2021-01-28T00:00:00.000Z,79419,2962300,31.86,130467,1684943,18.12,0,0,0
2021-01-29T00:00:00.000Z,36570,2998870,32.25,64712,1749655,18.81,0,0,0
2021-01-30T00:00:00.000Z,34339,3033209,32.62,42703,1792358,19.27,0,0,0
2021-01-31T00:00:00.000Z,73219,3106428,33.41,59412,1851770,19.91,0,0,0
2021-02-01T00:00:00.000Z,82383,3188811,34.29,35273,1887043,20.29,0,0,0
2021-02-02T00:00:00.000Z,69941,3258752,35.04,30997,1918040,20.63,0,0,0
2021-02-03T00:00:00.000Z,60143,3318895,35.69,51330,1969370,21.18,0,0,0
2021-02-04T00:00:00.000Z,72484,3391379,36.47,58003,2027373,21.8,0,0,0
2021-02-05T00:00:00.000Z,33830,3425209,36.83,28715,2056088,22.11,0,0,0
2021-02-06T00:00:00.000Z,21562,3446771,37.06,22178,2078266,22.35,0,0,0
2021-02-07T00:00:00.000Z,53995,3500766,37.65,68618,2146884,23.09,0,0,0
2021-02-08T00:00:00.000Z,58534,3559300,38.27,65314,2212198,23.79,0,0,0
2021-02-09T00:00:00.000Z,66222,3625522,38.99,67432,2279630,24.51,0,0,0
2021-02-10T00:00:00.000Z,70404,3695926,39.74,72128,2351758,25.29,0,0,0
2021-02-11T00:00:00.000Z,81008,3776934,40.62,71943,2423701,26.06,0,0,0
2021-02-12T00:00:00.000Z,38992,3815926,41.03,37494,2461195,26.47,0,0,0
2021-02-13T00:00:00.000Z,27393,3843319,41.33,30382,2491577,26.79,0,0,0
2021-02-14T00:00:00.000Z,74793,3918112,42.13,68954,2560531,27.53,0,0,0
2021-02-15T00:00:00.000Z,81390,3999502,43.01,75581,2636112,28.35,0,0,0
2021-02-16T00:00:00.000Z,83317,4082819,43.9,78148,2714260,29.19,0,0,0
2021-02-17T00:00:00.000Z,61857,4144676,44.57,75479,2789739,30,0,0,0
2021-02-18T00:00:00.000Z,69027,4213703,45.31,79613,2869352,30.86,0,0,0
2021-02-19T00:00:00.000Z,39579,4253282,45.74,38054,2907406,31.26,0,0,0
2021-02-20T00:00:00.000Z,31592,4284874,46.08,28681,2936087,31.57,0,0,0
2021-02-21T00:00:00.000Z,79332,4364206,46.93,78331,3014418,32.42,0,0,0
2021-02-22T00:00:00.000Z,84937,4449143,47.84,80474,3094892,33.28,0,0,0
2021-02-23T00:00:00.000Z,77215,4526358,48.67,70334,3165226,34.04,0,0,0
2021-02-24T00:00:00.000Z,60944,4587302,49.33,62970,3228196,34.71,0,0,0
2021-02-25T00:00:00.000Z,51599,4638901,49.88,64667,3292863,35.41,0,0,0
2021-02-26T00:00:00.000Z,25800,4664701,50.16,31940,3324803,35.75,0,0,0
2021-02-27T00:00:00.000Z,18280,4682981,50.36,21160,3345963,35.98,0,0,0
2021-02-28T00:00:00.000Z,40217,4723198,50.79,55798,3401761,36.58,0,0,0
2021-03-01T00:00:00.000Z,45563,4768761,51.28,61325,3463086,37.24,0,0,0
2021-03-02T00:00:00.000Z,41051,4809812,51.72,64648,3527734,37.94,0,0,0
2021-03-03T00:00:00.000Z,41866,4851678,52.17,66649,3594383,38.65,0,0,0
2021-03-04T00:00:00.000Z,39533,4891211,52.6,78968,3673351,39.5,0,0,0
2021-03-05T00:00:00.000Z,17204,4908415,52.78,40365,3713716,39.94,0,0,0
2021-03-06T00:00:00.000Z,10606,4919021,52.9,25298,3739014,40.21,0,0,0
2021-03-07T00:00:00.000Z,31022,4950043,53.23,72748,3811762,40.99,0,0,0
2021-03-08T00:00:00.000Z,27210,4977253,53.52,73166,3884928,41.78,0,0,0
2021-03-09T00:00:00.000Z,26587,5003840,53.81,76495,3961423,42.6,0,0,0
2021-03-10T00:00:00.000Z,23173,5027013,54.06,58565,4019988,43.23,0,0,0
2021-03-11T00:00:00.000Z,23115,5050128,54.31,68949,4088937,43.97,0,0,0
2021-03-12T00:00:00.000Z,11142,5061270,54.43,41328,4130265,44.41,0,0,0
