age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,345937,310979,1538337,22.5,20.2
20-29,998770,913265,1300361,76.8,70.2
30-39,967768,901181,1197026,80.8,75.3
40-49,930420,874189,1098556,84.7,79.6
50-59,758537,714479,849966,89.2,84.1
60-69,668684,638872,741639,90.2,86.1
70-79,483469,467636,490784,98.5,95.3
80-89,216538,209191,225538,96,92.8
90+,51229,48717,51496,99.5,94.6
