period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7140,1072,15.01
3_Month,0-9,19313,3585,18.56
6_Month,0-9,106739,45460,42.59
1_Year,0-9,1233186,538190,43.64
All,0-9,1714440,767382,44.76
1_Month,10-19,11736,3127,26.64
3_Month,10-19,28840,7053,24.46
6_Month,10-19,116242,46489,39.99
1_Year,10-19,1156426,576395,49.84
All,10-19,1631248,809966,49.65
1_Month,20-29,17702,4532,25.6
3_Month,20-29,41465,8758,21.12
6_Month,20-29,155059,60118,38.77
1_Year,20-29,1020006,427788,41.94
All,20-29,1476253,606930,41.11
1_Month,30-39,17708,4850,27.39
3_Month,30-39,41042,10189,24.83
6_Month,30-39,168406,73790,43.82
1_Year,30-39,990642,471148,47.56
All,30-39,1374503,615569,44.78
1_Month,40-49,19127,5546,29
3_Month,40-49,42849,11563,26.99
6_Month,40-49,165844,75593,45.58
1_Year,40-49,904542,441880,48.85
All,40-49,1221281,559819,45.84
1_Month,50-59,19792,5704,28.82
3_Month,50-59,43485,12213,28.09
6_Month,50-59,154198,72846,47.24
1_Year,50-59,710435,320691,45.14
All,50-59,956924,401001,41.91
1_Month,60-69,21849,6052,27.7
3_Month,60-69,49537,14223,28.71
6_Month,60-69,165681,80267,48.45
1_Year,60-69,599343,254976,42.54
All,60-69,791082,307597,38.88
1_Month,70-79,23516,5961,25.35
3_Month,70-79,51571,15003,29.09
6_Month,70-79,151107,74147,49.07
1_Year,70-79,399506,172640,43.21
All,70-79,517002,200896,38.86
1_Month,80-89,19423,3149,16.21
3_Month,80-89,33976,7224,21.26
6_Month,80-89,77438,33296,43
1_Year,80-89,157223,70326,44.73
All,80-89,221243,84944,38.39
1_Month,90+,7135,948,13.29
3_Month,90+,11324,1919,16.95
6_Month,90+,21857,8364,38.27
1_Year,90+,37759,17508,46.37
All,90+,58067,22054,37.98
