age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,279264,167485,1538337,18.2,10.9
20-29,841899,480291,1300361,64.7,36.9
30-39,857216,542920,1197026,71.6,45.4
40-49,859894,656306,1098556,78.3,59.7
50-59,712191,585724,849966,83.8,68.9
60-69,638545,572452,741639,86.1,77.2
70-79,467194,435196,490784,95.2,88.7
80-89,208289,193256,225538,92.4,85.7
90+,48824,44763,51496,94.8,86.9
