section,female,male,period,order_period
0-9,"{'amount': 14144, 'percentage': 13.8}","{'amount': 13183, 'percentage': 12.9}",3 חודשים,4
0-9,"{'amount': 73478, 'percentage': 13.4}","{'amount': 73186, 'percentage': 13.4}",6 חודשים,3
0-9,"{'amount': 111833, 'percentage': 11.7}","{'amount': 112293, 'percentage': 11.8}",שנה,2
0-9,"{'amount': 136335, 'percentage': 9.8}","{'amount': 137252, 'percentage': 9.9}",מתחילת קורונה,1
0-9,"{'amount': 5472, 'percentage': 10.2}","{'amount': 4902, 'percentage': 9.2}",חודש אחרון,5
10-19,"{'amount': 154366, 'percentage': 11.1}","{'amount': 147102, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 112783, 'percentage': 11.8}","{'amount': 97995, 'percentage': 10.3}",שנה,2
10-19,"{'amount': 7737, 'percentage': 14.5}","{'amount': 5845, 'percentage': 10.9}",חודש אחרון,5
10-19,"{'amount': 63975, 'percentage': 11.7}","{'amount': 54835, 'percentage': 10}",6 חודשים,3
10-19,"{'amount': 14783, 'percentage': 14.4}","{'amount': 11542, 'percentage': 11.3}",3 חודשים,4
20-29,"{'amount': 7526, 'percentage': 7.3}","{'amount': 4592, 'percentage': 4.5}",3 חודשים,4
20-29,"{'amount': 4444, 'percentage': 8.3}","{'amount': 2835, 'percentage': 5.3}",חודש אחרון,5
20-29,"{'amount': 126114, 'percentage': 9.1}","{'amount': 103176, 'percentage': 7.5}",מתחילת קורונה,1
20-29,"{'amount': 83098, 'percentage': 8.7}","{'amount': 63010, 'percentage': 6.6}",שנה,2
20-29,"{'amount': 42910, 'percentage': 7.8}","{'amount': 31568, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 106930, 'percentage': 7.7}","{'amount': 85427, 'percentage': 6.2}",מתחילת קורונה,1
30-39,"{'amount': 8319, 'percentage': 8.1}","{'amount': 4888, 'percentage': 4.8}",3 חודשים,4
30-39,"{'amount': 4501, 'percentage': 8.4}","{'amount': 2805, 'percentage': 5.2}",חודש אחרון,5
30-39,"{'amount': 75410, 'percentage': 7.9}","{'amount': 56718, 'percentage': 6}",שנה,2
30-39,"{'amount': 45271, 'percentage': 8.3}","{'amount': 31565, 'percentage': 5.8}",6 חודשים,3
40-49,"{'amount': 33644, 'percentage': 6.1}","{'amount': 26041, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 4010, 'percentage': 7.5}","{'amount': 2718, 'percentage': 5.1}",חודש אחרון,5
40-49,"{'amount': 6564, 'percentage': 6.4}","{'amount': 4500, 'percentage': 4.4}",3 חודשים,4
40-49,"{'amount': 87230, 'percentage': 6.3}","{'amount': 71208, 'percentage': 5.1}",מתחילת קורונה,1
40-49,"{'amount': 57788, 'percentage': 6.1}","{'amount': 46135, 'percentage': 4.8}",שנה,2
50-59,"{'amount': 2233, 'percentage': 4.2}","{'amount': 1689, 'percentage': 3.2}",חודש אחרון,5
50-59,"{'amount': 56846, 'percentage': 4.1}","{'amount': 48150, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 3369, 'percentage': 3.3}","{'amount': 2538, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 18523, 'percentage': 3.4}","{'amount': 14581, 'percentage': 2.7}",6 חודשים,3
50-59,"{'amount': 34733, 'percentage': 3.6}","{'amount': 28358, 'percentage': 3}",שנה,2
60-69,"{'amount': 2161, 'percentage': 2.1}","{'amount': 1611, 'percentage': 1.6}",3 חודשים,4
60-69,"{'amount': 1394, 'percentage': 2.6}","{'amount': 1109, 'percentage': 2.1}",חודש אחרון,5
60-69,"{'amount': 34956, 'percentage': 2.5}","{'amount': 32223, 'percentage': 2.3}",מתחילת קורונה,1
60-69,"{'amount': 21014, 'percentage': 2.2}","{'amount': 17710, 'percentage': 1.9}",שנה,2
60-69,"{'amount': 11349, 'percentage': 2.1}","{'amount': 9285, 'percentage': 1.7}",6 חודשים,3
70-79,"{'amount': 17921, 'percentage': 1.3}","{'amount': 16462, 'percentage': 1.2}",מתחילת קורונה,1
70-79,"{'amount': 1094, 'percentage': 1.1}","{'amount': 884, 'percentage': 0.9}",3 חודשים,4
70-79,"{'amount': 708, 'percentage': 1.3}","{'amount': 596, 'percentage': 1.1}",חודש אחרון,5
70-79,"{'amount': 10927, 'percentage': 1.1}","{'amount': 9136, 'percentage': 1}",שנה,2
70-79,"{'amount': 5979, 'percentage': 1.1}","{'amount': 5037, 'percentage': 0.9}",6 חודשים,3
80-89,"{'amount': 10059, 'percentage': 0.7}","{'amount': 7335, 'percentage': 0.5}",מתחילת קורונה,1
80-89,"{'amount': 6018, 'percentage': 0.6}","{'amount': 4265, 'percentage': 0.4}",שנה,2
80-89,"{'amount': 2890, 'percentage': 0.5}","{'amount': 2217, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 237, 'percentage': 0.4}","{'amount': 171, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 414, 'percentage': 0.4}","{'amount': 309, 'percentage': 0.3}",3 חודשים,4
90+,"{'amount': 1980, 'percentage': 0.2}","{'amount': 1046, 'percentage': 0.1}",שנה,2
90+,"{'amount': 3648, 'percentage': 0.3}","{'amount': 1787, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 57, 'percentage': 0.1}","{'amount': 38, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 105, 'percentage': 0.1}","{'amount': 64, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 867, 'percentage': 0.2}","{'amount': 484, 'percentage': 0.1}",6 חודשים,3
