name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,40
אוגוסטה ויקטוריה,,,0
שמיר,,75.4208755493164,15
הלל יפה,,,0
נהריה,,,0
ברזילי,,,0
פוריה,,76.05633544921875,2
בני ציון,,81.75519561767578,5
רבין ק. בילינסון,,90.34564971923828,20
סורוקה,,75.44757080078125,15
מאיר,,87.01799774169922,37
קפלן,,86.04240417480469,15
המרכזי בעמק,,76.54723358154297,7
הכרמל,,80.98159790039062,8
הדסה עין כרם,,99.0740737915039,47
"רמב""ם",,92.93032836914062,16
שערי צדק,,100.8505477905273,19
מעייני הישועה,,,0
סוראסקי,,118.7019653320313,15
אסותא אשדוד,,,5
המשפחה הקדושה,,,0
רבין ק. השרון,,,0
וולפסון,,75.5490493774414,19
יוספטל,,,0
לניאדו,,,0
סנט וינסנט,,,0
זיו צפת,,80.97982788085938,5
סנט ג'וזף,,,0
אל מקאסד,,,0
הסקוטי,,,0
