actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
144,נתיבות,279,"נדרשת הידברות, הסברה ואכיפה",850,72
136,כפר קרע,186,"נדרשת הידברות, הסברה ואכיפה",482,30
135,גבעתיים,215,"נדרשת הידברות, הסברה ואכיפה",818,35
131,הוד השרון,205,"נדרשת הידברות, הסברה ואכיפה",1151,39
126,נהריה,214,"נדרשת הידברות, הסברה ואכיפה",961,31
125,אופקים,197,"נדרשת הידברות, הסברה ואכיפה",668,36
124,גבעת זאב,190,"נדרשת הידברות, הסברה ואכיפה",389,47
121,רמת השרון,182,"נדרשת הידברות, הסברה ואכיפה",719,34
120,כסיפה,150,"נדרשת הידברות, הסברה ואכיפה",179,20
118,מעלה אדומים,182,"נדרשת הידברות, הסברה ואכיפה",678,36
117,פרדס חנה-כרכור,154,"נדרשת הידברות, הסברה ואכיפה",694,38
117,ערערה-בנגב,304,"נדרשת הידברות, הסברה ואכיפה",106, קטן מ-15 
115,אור עקיבא,126,"נדרשת הידברות, הסברה ואכיפה",710,55
113,בית שאן,154,"נדרשת הידברות, הסברה ואכיפה",246,33
104,קרית אונו,179,"נדרשת הידברות, הסברה ואכיפה",696,23
100,אום אל-פחם,215,"נדרשת הידברות, הסברה ואכיפה",540,35
99,ערד,132,"נדרשת הידברות, הסברה ואכיפה",587,26
88,יהוד,180,"נדרשת הידברות, הסברה ואכיפה",485,31
87,באר יעקב,136,"נדרשת הידברות, הסברה ואכיפה",601,20
85,גבעת שמואל,145,"נדרשת הידברות, הסברה ואכיפה",502,39
77,טירה,103,"נדרשת הידברות, הסברה ואכיפה",476,28
75,צפת,185,"נדרשת הידברות, הסברה ואכיפה",286,15
74,גדרה,142,"נדרשת הידברות, הסברה ואכיפה",670,17
66,גני תקווה,129,"נדרשת הידברות, הסברה ואכיפה",343,18
65,ג'סר א-זרקא,113,"נדרשת הידברות, הסברה ואכיפה",644,27
60,ערערה,81,"נדרשת הידברות, הסברה ואכיפה",318, קטן מ-15 
60,קרית שמונה,82,"נדרשת הידברות, הסברה ואכיפה",272, קטן מ-15 
60,עכו,104,"נדרשת הידברות, הסברה ואכיפה",841,31
59,קרית מוצקין,88,"נדרשת הידברות, הסברה ואכיפה",1083,28
59,מזכרת בתיה,86,"נדרשת הידברות, הסברה ואכיפה",325,30
58,שוהם,108,"נדרשת הידברות, הסברה ואכיפה",329,16
56,ג'ת,97,"נדרשת הידברות, הסברה ואכיפה",301,25
55,ג'לג'וליה,77,"נדרשת הידברות, הסברה ואכיפה",139, קטן מ-15 
52,קרית יערים,101,"נדרשת הידברות, הסברה ואכיפה",147,16
50,"כפר חב""ד",98,"נדרשת הידברות, הסברה ואכיפה",152, קטן מ-15 
48,עפולה,134,"נדרשת הידברות, הסברה ואכיפה",484,18
46,חורה,260,"נדרשת הידברות, הסברה ואכיפה",111, קטן מ-15 
46,טירת כרמל,67,"נדרשת הידברות, הסברה ואכיפה",353,15
44,שדרות,118,"נדרשת הידברות, הסברה ואכיפה",286, קטן מ-15 
43,נחף,66,"נדרשת הידברות, הסברה ואכיפה",233, קטן מ-15 
43,קרית ביאליק,65,"נדרשת הידברות, הסברה ואכיפה",599,23
40,קרית ים,71,"נדרשת הידברות, הסברה ואכיפה",544,17
39,מבשרת ציון,67,"נדרשת הידברות, הסברה ואכיפה",373, קטן מ-15 
39,טמרה,65,"נדרשת הידברות, הסברה ואכיפה",405, קטן מ-15 
37,נוף הגליל,73,"נדרשת הידברות, הסברה ואכיפה",467,21
34,קדימה-צורן,56,"נדרשת הידברות, הסברה ואכיפה",283, קטן מ-15 
34,מגדל העמק,136,"נדרשת הידברות, הסברה ואכיפה",237,18
32,כפר יונה,50,"נדרשת הידברות, הסברה ואכיפה",329, קטן מ-15 
31,אכסאל,41,"נדרשת הידברות, הסברה ואכיפה",228, קטן מ-15 
31,ירוחם,44,"נדרשת הידברות, הסברה ואכיפה",178,15
30,שפרעם,52,"נדרשת הידברות, הסברה ואכיפה",524, קטן מ-15 
30,חריש,46,"נדרשת הידברות, הסברה ואכיפה",175, קטן מ-15 
27,כרמיאל,85,"נדרשת הידברות, הסברה ואכיפה",745, קטן מ-15 
27,כוכב יעקב,96,"נדרשת הידברות, הסברה ואכיפה",57, קטן מ-15 
26,זכרון יעקב,66,"נדרשת הידברות, הסברה ואכיפה",231, קטן מ-15 
26,אלפי מנשה,37,"נדרשת הידברות, הסברה ואכיפה",92, קטן מ-15 
24,בית אריה,39,"נדרשת הידברות, הסברה ואכיפה",54, קטן מ-15 
24,אריאל,49,"נדרשת הידברות, הסברה ואכיפה",245, קטן מ-15 
24,בית דגן,38,"נדרשת הידברות, הסברה ואכיפה",153, קטן מ-15 
23,סביון,33,"נדרשת הידברות, הסברה ואכיפה",73, קטן מ-15 
22,עמנואל,38,"נדרשת הידברות, הסברה ואכיפה",33,0
21,יד בנימין,34,"נדרשת הידברות, הסברה ואכיפה",85, קטן מ-15 
21,סח'נין,41,"נדרשת הידברות, הסברה ואכיפה",442, קטן מ-15 
21,קרית עקרון,34,"נדרשת הידברות, הסברה ואכיפה",161, קטן מ-15 
20,נשר,27,"נדרשת הידברות, הסברה ואכיפה",268, קטן מ-15 
19,"בני עי""ש",25,"נדרשת הידברות, הסברה ואכיפה",92, קטן מ-15 
19,תפרח,28,"נדרשת הידברות, הסברה ואכיפה",22, קטן מ-15 
18,לקיה,36,"נדרשת הידברות, הסברה ואכיפה",179, קטן מ-15 
17,עומר,38,"נדרשת הידברות, הסברה ואכיפה",149, קטן מ-15 
17,עתלית,24,"נדרשת הידברות, הסברה ואכיפה",82, קטן מ-15 
17,עספיא,23,"נדרשת הידברות, הסברה ואכיפה",117, קטן מ-15 
17,להבים,39,"נדרשת הידברות, הסברה ואכיפה",108, קטן מ-15 
17,חצור הגלילית,23,"נדרשת הידברות, הסברה ואכיפה",126, קטן מ-15 
17,חשמונאים,21,"נדרשת הידברות, הסברה ואכיפה",85, קטן מ-15 
17,קרית טבעון,23,"נדרשת הידברות, הסברה ואכיפה",213, קטן מ-15 
17,יקנעם עילית,38,"נדרשת הידברות, הסברה ואכיפה",241, קטן מ-15 
16,עראבה,24,"נדרשת הידברות, הסברה ואכיפה",240, קטן מ-15 
16,אבן יהודה,58,"נדרשת הידברות, הסברה ואכיפה",194, קטן מ-15 
16,מג'ד אל-כרום,39,"נדרשת הידברות, הסברה ואכיפה",143, קטן מ-15 
16,שערי תקווה,21,"נדרשת הידברות, הסברה ואכיפה",96, קטן מ-15 
16,בית אל,30,"נדרשת הידברות, הסברה ואכיפה",63, קטן מ-15 
15,תל שבע,22,"נדרשת הידברות, הסברה ואכיפה",106, קטן מ-15 
 קטן מ-15 ,קרית ארבע,23,"נדרשת הידברות, הסברה ואכיפה",62, קטן מ-15 
 קטן מ-15 ,כפר מצר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",29, קטן מ-15 
 קטן מ-15 ,בית ג'ן,18,"נדרשת הידברות, הסברה ואכיפה",72, קטן מ-15 
 קטן מ-15 ,מרכז שפירא,26,"נדרשת הידברות, הסברה ואכיפה",47, קטן מ-15 
 קטן מ-15 ,ראמה,21,"נדרשת הידברות, הסברה ואכיפה",65, קטן מ-15 
 קטן מ-15 ,מעלות-תרשיחא,27,"נדרשת הידברות, הסברה ואכיפה",298, קטן מ-15 
 קטן מ-15 ,בת חפר, קטן מ-15 ,"נדרשת הידברות, הסברה ואכיפה",53, קטן מ-15 
