city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130537,337,117,26183,4
תל אביב - יפו,26354,119,57,21023,3
אשדוד,25592,91,45,7019,4
רהט,4985,85,49,975,12
באר שבע,15129,84,33,7521,4
פתח תקווה,21645,62,36,8551,3
חיפה,16648,62,19,9768,2
נתניה,16983,59,27,8193,3
טייבה,4574,49,23,1049,11
לקיה,796,46,22,310,29
נצרת,9033,45,16,1393,6
אום אל-פחם,6156,43,20,726,8
חולון,14644,40, 11-14 ,5277,2
בית שמש,20250,39,23,2473,3
בת ים,9669,29,  6-10  ,4270,2
אשקלון,11833,29,  6-10  ,4413,2
לוד,8632,26,  1-5  ,8721,3
כסיפה,915,26, 11-14 ,178,14
מגאר,2109,25, 11-14 ,814,11
תל שבע,578,24,17,257,11
רחובות,11313,23,  6-10  ,7553,2
ערערה-בנגב,1006,22,  6-10  ,207,12
אבו גוש,1280,22,  1-5  ,545,27
מעלה עירון,1893,22,  6-10  ,224,14
בני ברק,48225,21,15,2871,1
רמת גן,7899,21, 11-14 ,20160,1
ראשון לציון,14866,20,  1-5  ,8285,1
הרצליה,4238,20,  6-10  ,4389,2
טמרה,3882,19, 11-14 ,696,5
רעננה,3850,18,  6-10  ,3686,2
אילת,2515,16,  1-5  ,8736,3
בוקעאתא,972,16,  6-10  ,59,24
מסעודין אל-עזאזמה,113,16,  1-5  ,85,9
רמלה,9520,16,  6-10  ,2680,2
באקה אל-גרביה,2764,16,  1-5  ,487,5
שגב-שלום,337,15,  6-10  ,150,13
כפר קאסם,3373,15,  1-5  ,509,6
צפת,4818,15,  1-5  ,835,4
עראבה,2312, קטן מ-15 ,  1-5  ,400,4
עספיא,1404, קטן מ-15 ,  1-5  ,161,2
עלי,390, קטן מ-15 ,  1-5  ,1046,2
ראמה,946, קטן מ-15 ,  1-5  ,247,7
אופקים,4306, קטן מ-15 ,  1-5  ,800,1
ג'סר א-זרקא,979, קטן מ-15 ,  0  ,396,1
נתיבות,7023, קטן מ-15 ,  6-10  ,862,3
ניצן,229, קטן מ-15 ,  1-5  ,120,17
גבעת שמואל,1725, קטן מ-15 ,  6-10  ,1179,4
בסמת טבעון,489, קטן מ-15 ,  0  ,140,1
שילה,405, קטן מ-15 ,  1-5  ,332,9
אריאל,1041, קטן מ-15 ,  1-5  ,684,3
בית אל,531, קטן מ-15 ,  0  ,172,2
קודייראת א-צאנע(שבט),15, קטן מ-15 ,  1-5  ,11,4
אורנית,360, קטן מ-15 , 11-14 ,803,12
חשמונאים,466, קטן מ-15 ,  0  ,158,3
ראש פינה,154, קטן מ-15 ,  1-5  ,93,3
קרית גת,7310, קטן מ-15 ,  0  ,1540,2
יבנאל,312, קטן מ-15 ,  1-5  ,67,2
תל מונד,494, קטן מ-15 ,  1-5  ,488,1
כפר יונה,1424, קטן מ-15 ,  1-5  ,759,1
פרדסיה,262, קטן מ-15 ,  0  ,194,1
אבו סנאן,1343, קטן מ-15 ,  1-5  ,2460,10
דייר חנא,1473, קטן מ-15 ,  1-5  ,143,2
כאבול,1299, קטן מ-15 ,  1-5  ,243,1
גדרה,1826, קטן מ-15 ,  1-5  ,1085,1
כפר מנדא,1683, קטן מ-15 ,  1-5  ,231,3
נשר,998, קטן מ-15 ,  1-5  ,717,3
מזרעה,305, קטן מ-15 ,  0  ,60,5
מעיליא,268, קטן מ-15 ,  0  ,117,3
אבו תלול,27, קטן מ-15 ,  1-5  ,27,5
עיילבון,604, קטן מ-15 ,  0  ,136,2
עין מאהל,1652, קטן מ-15 ,  0  ,144,7
נס ציונה,2469, קטן מ-15 ,  1-5  ,1962,3
אזור,1133, קטן מ-15 ,  1-5  ,377,1
אבו רובייעה (שבט),52, קטן מ-15 ,  1-5  ,53,10
סח'נין,4364, קטן מ-15 ,  1-5  ,470,2
קלנסווה,2501, קטן מ-15 ,  6-10  ,476,6
כפר קרע,1674, קטן מ-15 ,  0  ,364,2
עפולה,3788, קטן מ-15 ,  1-5  ,1637,1
רכסים,3123, קטן מ-15 ,  1-5  ,134,1
כרמיאל,2468, קטן מ-15 ,  1-5  ,1245,1
טורעאן,1302, קטן מ-15 ,  1-5  ,269,4
יפיע,2219, קטן מ-15 ,  0  ,247,4
עוזייר,165, קטן מ-15 ,  0  ,37,9
תפרח,709, קטן מ-15 ,  0  ,23,4
"בסמ""ה",918, קטן מ-15 ,  1-5  ,163,5
עכו,4068, קטן מ-15 ,  1-5  ,1644,0
כעביה-טבאש-חג'אג'רה,574, קטן מ-15 ,  1-5  ,52,3
עילוט,667, קטן מ-15 ,  0  ,93,4
נאעורה,179, קטן מ-15 ,  1-5  ,37,25
סאג'ור,508, קטן מ-15 ,  6-10  ,113,24
סולם,260, קטן מ-15 ,  0  ,53,3
יקנעם עילית,1164, קטן מ-15 ,  0  ,707,3
סייד (שבט), קטן מ-15 , קטן מ-15 ,  1-5  ,6,5
יאנוח-ג'ת,1152, קטן מ-15 ,  0  ,64,2
שדרות,2879, קטן מ-15 ,  0  ,627,1
משהד,798, קטן מ-15 ,  1-5  ,84,12
ריינה,1708, קטן מ-15 ,  6-10  ,226,8
עין קנייא,303, קטן מ-15 ,  1-5  ,11,12
רמת ישי,282, קטן מ-15 ,  1-5  ,260,1
גן יבנה,1657, קטן מ-15 ,  0  ,714,1
בית דגן,528, קטן מ-15 ,  1-5  ,193,3
בית ג'ן,1892, קטן מ-15 ,  1-5  ,155,5
דבוריה,1202, קטן מ-15 ,  0  ,498,1
ביר הדאג',21, קטן מ-15 ,  1-5  ,15,7
פוריידיס,1251, קטן מ-15 ,  1-5  ,150,5
ג'דיידה-מכר,2044, קטן מ-15 ,  1-5  ,349,4
"כפר חב""ד",1373, קטן מ-15 ,  1-5  ,304,4
טירת כרמל,1390, קטן מ-15 ,  1-5  ,534,2
קרני שומרון,730, קטן מ-15 ,  1-5  ,375,2
צור הדסה,708, קטן מ-15 ,  1-5  ,328,2
צור יצחק,227, קטן מ-15 ,  1-5  ,228,2
באר יעקב,2260, קטן מ-15 ,  0  ,981,0
ראש העין,5433, קטן מ-15 ,  6-10  ,2939,1
מזכרת בתיה,751, קטן מ-15 ,  1-5  ,586,2
תקוע,285, קטן מ-15 ,  1-5  ,258,14
אלעזר,191, קטן מ-15 ,  6-10  ,196,29
אפרת,1043, קטן מ-15 ,  1-5  ,748,5
מעלה אדומים,3814, קטן מ-15 ,  1-5  ,3608,2
הוד השרון,2796, קטן מ-15 ,  1-5  ,3962,2
קרית ביאליק,2239, קטן מ-15 ,  1-5  ,1529,2
קרית מוצקין,2363, קטן מ-15 ,  1-5  ,1542,2
מג'דל שמס,1733, קטן מ-15 ,  1-5  ,81,4
אלעד,11574, קטן מ-15 ,  1-5  ,681,1
אלפי מנשה,321, קטן מ-15 ,  0  ,266,1
שוהם,1100, קטן מ-15 ,  1-5  ,677,2
כוכב יעקב,1895, קטן מ-15 ,  1-5  ,169,1
אעצם (שבט),79, קטן מ-15 ,  1-5  ,59,10
אטרש (שבט),47, קטן מ-15 ,  6-10  ,28,25
חורה,866, קטן מ-15 ,  6-10  ,156,5
זמר,588, קטן מ-15 ,  1-5  ,98,4
מיתר,372, קטן מ-15 ,  0  ,317,2
כאוכב אבו אל-היג'א,462, קטן מ-15 ,  0  ,61,8
שבלי - אום אל-גנם,566, קטן מ-15 ,  0  ,106,3
טובא-זנגריה,493, קטן מ-15 ,  0  ,111,9
מבשרת ציון,1915, קטן מ-15 ,  1-5  ,2417,1
מעלות-תרשיחא,1587, קטן מ-15 ,  1-5  ,942,1
מודיעין-מכבים-רעות,4821, קטן מ-15 ,  6-10  ,4130,1
גני תקווה,1324, קטן מ-15 ,  0  ,1244,0
כוכב השחר,289, קטן מ-15 ,  1-5  ,121,4
אלון שבות,378, קטן מ-15 ,  0  ,184,3
הושעיה,149, קטן מ-15 ,  0  ,57,5
רמת השרון,1919, קטן מ-15 ,  1-5  ,3791,0
ביתר עילית,12874, קטן מ-15 ,  6-10  ,618,2
קרית ארבע,856, קטן מ-15 ,  1-5  ,309,9
ג'ש (גוש חלב),297, קטן מ-15 ,  1-5  ,46,6
מצפה רמון,280, קטן מ-15 ,  1-5  ,174,2
מודיעין עילית,25182, קטן מ-15 ,  1-5  ,585,1
קדימה-צורן,1155, קטן מ-15 ,  0  ,735,0
קרית עקרון,897, קטן מ-15 ,  0  ,328,2
בועיינה-נוג'ידאת,917, קטן מ-15 ,  0  ,116,6
זרזיר,500, קטן מ-15 ,  0  ,102,9
ערערה,2029, קטן מ-15 ,  6-10  ,332,6
יד בנימין,669, קטן מ-15 ,  0  ,177,2
ג'לג'וליה,969, קטן מ-15 ,  0  ,176,1
מגדל העמק,2107, קטן מ-15 ,  1-5  ,951,0
אבו רוקייק (שבט),89, קטן מ-15 ,  1-5  ,53,6
אבו ג'ווייעד (שבט),64, קטן מ-15 ,  1-5  ,290,9
אבו קורינאת (שבט),54, קטן מ-15 ,  1-5  ,75,12
קרית מלאכי,4096, קטן מ-15 ,  1-5  ,546,2
נוף הגליל,2866, קטן מ-15 ,  1-5  ,6585,2
דייר אל-אסד,1379, קטן מ-15 ,  1-5  ,159,2
מוקייבלה,415, קטן מ-15 ,  0  ,52,14
ג'ת,1256, קטן מ-15 ,  1-5  ,187,2
פרדס חנה-כרכור,2350, קטן מ-15 ,  6-10  ,1342,3
כסרא-סמיע,971, קטן מ-15 ,  1-5  ,56,2
