name,value
פראמדיקים,1
ריפוי בעיסוק,6
פסיכולוגיה,7
שירות סוציאלי,7
פיזיותרפיה,9
קלינאות תקשורת,9
מעבדה,19
רוקחות,20
מערך לוגיסטי,36
חובשי רפואת חירום,39
כוח עזר,46
מינהל ומשק,277
סקטורים אחרים,475
