coronaOccupancy,isolatedTeam,name,normalOccupancy
100,40,שערי צדק,96.31449890136719
96.72131147540983,74,נהריה,68.46472930908203
92.45283018867924,68,הדסה עין כרם,109.7165985107422
88.52459016393442,16,שמיר (אסף הרופא),61.61616134643555
83.33333333333334,4,הסקוטי,103.5460968017578
78.78787878787878,54,"רמב""ם",88.6597900390625
78.57142857142857,81,לניאדו,72.42340087890625
74.07407407407408,6,אסותא אשדוד,
70,25,הלל יפה,79.22330474853516
65.38461538461539,17,זיו צפת,69.16426849365234
65,46,שיבא,93.35443115234375
65,92,ברזילי,61.33333206176758
63.04347826086957,21,בני ציון,85.21939849853516
59.45945945945946,0,סנט ג'וזף,
55.00000000000001,47,רבין ק. בילינסון,82.87425231933594
52,20,קפלן,84.8375473022461
46.42857142857143,21,הכרמל,69.93865203857422
44.11764705882353,27,וולפסון,57.9795036315918
43.47826086956522,0,אל מקאסד,
40.909090909090914,3,המשפחה הקדושה,136.6666717529297
40.74074074074074,25,מעייני הישועה,95.52715301513672
40.35087719298245,108,מאיר,64.01028442382812
38.271604938271594,47,המרכזי בעמק,69.48275756835938
36.66666666666666,53,סוראסקי,102.8181076049805
35,29,פוריה,66.47887420654297
33.33333333333333,0,אוגוסטה ויקטוריה,
28.947368421052634,4,השרון ק. גולדה,53.11203384399414
28.20512820512821,39,סורוקה,68.46220397949219
12.5,13,שניידר,83.54430389404297
0,2,סנט וינסנט,58.95522308349609
