section,male,female,period,order_period
0-9,"{'amount': 6, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 8, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 2, 'percentage': 0.6}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 14, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 0.5}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 10, 'percentage': 0.3}","{'amount': 6, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 2, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 29, 'percentage': 0.8}","{'amount': 31, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 33, 'percentage': 0.8}","{'amount': 38, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 12, 'percentage': 1.3}","{'amount': 7, 'percentage': 0.7}",6 חודשים,3
30-39,"{'amount': 66, 'percentage': 1.6}","{'amount': 77, 'percentage': 1.9}",מתחילת קורונה,1
30-39,"{'amount': 49, 'percentage': 1.4}","{'amount': 67, 'percentage': 2}",שנה,2
30-39,"{'amount': 6, 'percentage': 1.7}","{'amount': 9, 'percentage': 2.5}",חודש אחרון,5
30-39,"{'amount': 8, 'percentage': 1.9}","{'amount': 10, 'percentage': 2.4}",3 חודשים,4
30-39,"{'amount': 19, 'percentage': 2}","{'amount': 35, 'percentage': 3.7}",6 חודשים,3
40-49,"{'amount': 61, 'percentage': 6.5}","{'amount': 27, 'percentage': 2.9}",6 חודשים,3
40-49,"{'amount': 22, 'percentage': 5.2}","{'amount': 10, 'percentage': 2.4}",3 חודשים,4
40-49,"{'amount': 15, 'percentage': 4.2}","{'amount': 9, 'percentage': 2.5}",חודש אחרון,5
40-49,"{'amount': 151, 'percentage': 4.4}","{'amount': 82, 'percentage': 2.4}",שנה,2
40-49,"{'amount': 174, 'percentage': 4.2}","{'amount': 95, 'percentage': 2.3}",מתחילת קורונה,1
50-59,"{'amount': 25, 'percentage': 6}","{'amount': 21, 'percentage': 5}",3 חודשים,4
50-59,"{'amount': 21, 'percentage': 5.8}","{'amount': 18, 'percentage': 5}",חודש אחרון,5
50-59,"{'amount': 321, 'percentage': 9.4}","{'amount': 140, 'percentage': 4.1}",שנה,2
50-59,"{'amount': 380, 'percentage': 9.2}","{'amount': 163, 'percentage': 4}",מתחילת קורונה,1
50-59,"{'amount': 95, 'percentage': 10.1}","{'amount': 58, 'percentage': 6.2}",6 חודשים,3
60-69,"{'amount': 123, 'percentage': 13}","{'amount': 91, 'percentage': 9.7}",6 חודשים,3
60-69,"{'amount': 55, 'percentage': 13.1}","{'amount': 42, 'percentage': 10}",3 חודשים,4
60-69,"{'amount': 48, 'percentage': 13.3}","{'amount': 36, 'percentage': 10}",חודש אחרון,5
60-69,"{'amount': 680, 'percentage': 16.5}","{'amount': 323, 'percentage': 7.8}",מתחילת קורונה,1
60-69,"{'amount': 571, 'percentage': 16.6}","{'amount': 284, 'percentage': 8.3}",שנה,2
70-79,"{'amount': 131, 'percentage': 13.9}","{'amount': 87, 'percentage': 9.2}",6 חודשים,3
70-79,"{'amount': 67, 'percentage': 18.6}","{'amount': 25, 'percentage': 6.9}",חודש אחרון,5
70-79,"{'amount': 747, 'percentage': 18.2}","{'amount': 376, 'percentage': 9.1}",מתחילת קורונה,1
70-79,"{'amount': 615, 'percentage': 17.9}","{'amount': 319, 'percentage': 9.3}",שנה,2
70-79,"{'amount': 75, 'percentage': 17.9}","{'amount': 32, 'percentage': 7.6}",3 חודשים,4
80-89,"{'amount': 439, 'percentage': 10.7}","{'amount': 310, 'percentage': 7.5}",מתחילת קורונה,1
80-89,"{'amount': 80, 'percentage': 8.5}","{'amount': 71, 'percentage': 7.5}",6 חודשים,3
80-89,"{'amount': 42, 'percentage': 11.7}","{'amount': 41, 'percentage': 11.4}",חודש אחרון,5
80-89,"{'amount': 45, 'percentage': 10.7}","{'amount': 45, 'percentage': 10.7}",3 חודשים,4
80-89,"{'amount': 353, 'percentage': 10.3}","{'amount': 257, 'percentage': 7.5}",שנה,2
90+,"{'amount': 92, 'percentage': 2.2}","{'amount': 81, 'percentage': 2}",מתחילת קורונה,1
90+,"{'amount': 19, 'percentage': 2}","{'amount': 17, 'percentage': 1.8}",6 חודשים,3
90+,"{'amount': 13, 'percentage': 3.1}","{'amount': 8, 'percentage': 1.9}",3 חודשים,4
90+,"{'amount': 9, 'percentage': 2.5}","{'amount': 7, 'percentage': 1.9}",חודש אחרון,5
90+,"{'amount': 72, 'percentage': 2.1}","{'amount': 60, 'percentage': 1.7}",שנה,2
