period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,50848,25532,50.21
3_Month,0-9,176174,45219,25.67
6_Month,0-9,776257,357391,46.04
1_Year,0-9,1482247,650334,43.87
All,0-9,1707659,760687,44.55
1_Month,10-19,47232,21206,44.9
3_Month,10-19,181926,44422,24.42
6_Month,10-19,716843,339484,47.36
1_Year,10-19,1377186,654903,47.55
All,10-19,1625902,802493,49.36
1_Month,20-29,64189,29213,45.51
3_Month,20-29,250648,52166,20.81
6_Month,20-29,722701,257534,35.63
1_Year,20-29,1215757,473391,38.94
All,20-29,1465021,594374,40.57
1_Month,30-39,76511,36525,47.74
3_Month,30-39,252451,65477,25.94
6_Month,30-39,729338,308627,42.32
1_Year,30-39,1159340,515057,44.43
All,30-39,1364946,600699,44.01
1_Month,40-49,75487,35852,47.49
3_Month,40-49,240153,66319,27.62
6_Month,40-49,678099,291343,42.96
1_Year,40-49,1039841,469943,45.19
All,40-49,1212397,543868,44.86
1_Month,50-59,69029,33730,48.86
3_Month,50-59,216979,62008,28.58
6_Month,50-59,550292,216664,39.37
1_Year,50-59,809556,326775,40.36
All,50-59,947274,382996,40.43
1_Month,60-69,73592,36419,49.49
3_Month,60-69,208822,66366,31.78
6_Month,60-69,471391,173530,36.81
1_Year,60-69,671487,246528,36.71
All,60-69,779731,284621,36.5
1_Month,70-79,67194,31810,47.34
3_Month,70-79,160274,58241,36.34
6_Month,70-79,315889,118106,37.39
1_Year,70-79,434116,156035,35.94
All,70-79,502680,176459,35.1
1_Month,80-89,39621,14263,36
3_Month,80-89,69776,24044,34.46
6_Month,80-89,121837,47434,38.93
1_Year,80-89,169092,62288,36.84
All,80-89,212534,73161,34.42
1_Month,90+,12191,3534,28.99
3_Month,90+,18550,5680,30.62
6_Month,90+,28969,11555,39.89
1_Year,90+,40160,15426,38.41
All,90+,55087,19029,34.54
