age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,338719,300841,1538337,22,19.6
20-29,985606,890884,1300361,75.8,68.5
30-39,957297,884310,1197026,80,73.9
40-49,923545,864293,1098556,84.1,78.7
50-59,753829,708406,849966,88.7,83.3
60-69,665810,634964,741639,89.8,85.6
70-79,481863,465305,490784,98.2,94.8
80-89,215740,207719,225538,95.7,92.1
90+,51011,48154,51496,99.1,93.5
