section,female,male,period
0-9,"{'amount': 3, 'percentage': 0}","{'amount': 3, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 20, 'percentage': 0}","{'amount': 22, 'percentage': 0}",שנה
0-9,"{'amount': 15, 'percentage': 0}","{'amount': 14, 'percentage': 0}",6 חודשים
0-9,"{'amount': 13, 'percentage': 0}","{'amount': 9, 'percentage': 0}",3 חודשים
0-9,"{'amount': 20, 'percentage': 0}","{'amount': 24, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 43, 'percentage': 0}","{'amount': 29, 'percentage': 0}",מתחילת קורונה
10-19,"{'amount': 3, 'percentage': 0}","{'amount': 1, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 19, 'percentage': 0}","{'amount': 11, 'percentage': 0}",3 חודשים
10-19,"{'amount': 26, 'percentage': 0}","{'amount': 19, 'percentage': 0}",6 חודשים
10-19,"{'amount': 43, 'percentage': 0}","{'amount': 28, 'percentage': 0}",שנה
20-29,"{'amount': 108, 'percentage': 1}","{'amount': 110, 'percentage': 1}",6 חודשים
20-29,"{'amount': 84, 'percentage': 1}","{'amount': 85, 'percentage': 1}",3 חודשים
20-29,"{'amount': 10, 'percentage': 1}","{'amount': 13, 'percentage': 2}",חודש אחרון
20-29,"{'amount': 156, 'percentage': 1}","{'amount': 146, 'percentage': 1}",מתחילת קורונה
20-29,"{'amount': 154, 'percentage': 1}","{'amount': 146, 'percentage': 1}",שנה
30-39,"{'amount': 338, 'percentage': 2}","{'amount': 417, 'percentage': 3}",שנה
30-39,"{'amount': 242, 'percentage': 2}","{'amount': 280, 'percentage': 3}",6 חודשים
30-39,"{'amount': 196, 'percentage': 3}","{'amount': 212, 'percentage': 3}",3 חודשים
30-39,"{'amount': 30, 'percentage': 4}","{'amount': 20, 'percentage': 3}",חודש אחרון
30-39,"{'amount': 340, 'percentage': 2}","{'amount': 423, 'percentage': 3}",מתחילת קורונה
40-49,"{'amount': 571, 'percentage': 4}","{'amount': 938, 'percentage': 6}",שנה
40-49,"{'amount': 416, 'percentage': 4}","{'amount': 638, 'percentage': 6}",6 חודשים
40-49,"{'amount': 290, 'percentage': 5}","{'amount': 433, 'percentage': 7}",3 חודשים
40-49,"{'amount': 40, 'percentage': 5}","{'amount': 50, 'percentage': 6}",חודש אחרון
40-49,"{'amount': 578, 'percentage': 4}","{'amount': 944, 'percentage': 6}",מתחילת קורונה
50-59,"{'amount': 655, 'percentage': 6}","{'amount': 984, 'percentage': 9}",6 חודשים
50-59,"{'amount': 408, 'percentage': 7}","{'amount': 598, 'percentage': 10}",3 חודשים
50-59,"{'amount': 973, 'percentage': 6}","{'amount': 1500, 'percentage': 9}",שנה
50-59,"{'amount': 976, 'percentage': 6}","{'amount': 1521, 'percentage': 9}",מתחילת קורונה
50-59,"{'amount': 55, 'percentage': 7}","{'amount': 77, 'percentage': 10}",חודש אחרון
60-69,"{'amount': 501, 'percentage': 8}","{'amount': 651, 'percentage': 10}",3 חודשים
60-69,"{'amount': 826, 'percentage': 8}","{'amount': 1222, 'percentage': 12}",6 חודשים
60-69,"{'amount': 82, 'percentage': 10}","{'amount': 82, 'percentage': 10}",חודש אחרון
60-69,"{'amount': 1277, 'percentage': 8}","{'amount': 2119, 'percentage': 13}",מתחילת קורונה
60-69,"{'amount': 1265, 'percentage': 8}","{'amount': 2093, 'percentage': 13}",שנה
70-79,"{'amount': 74, 'percentage': 9}","{'amount': 78, 'percentage': 10}",חודש אחרון
70-79,"{'amount': 572, 'percentage': 9}","{'amount': 682, 'percentage': 11}",3 חודשים
70-79,"{'amount': 1007, 'percentage': 10}","{'amount': 1315, 'percentage': 12}",6 חודשים
70-79,"{'amount': 1507, 'percentage': 9}","{'amount': 2149, 'percentage': 13}",שנה
70-79,"{'amount': 1527, 'percentage': 9}","{'amount': 2195, 'percentage': 13}",מתחילת קורונה
80-89,"{'amount': 595, 'percentage': 10}","{'amount': 506, 'percentage': 8}",3 חודשים
80-89,"{'amount': 1560, 'percentage': 10}","{'amount': 1526, 'percentage': 9}",שנה
80-89,"{'amount': 1042, 'percentage': 10}","{'amount': 956, 'percentage': 9}",6 חודשים
80-89,"{'amount': 73, 'percentage': 9}","{'amount': 56, 'percentage': 7}",חודש אחרון
80-89,"{'amount': 1594, 'percentage': 10}","{'amount': 1554, 'percentage': 9}",מתחילת קורונה
90+,"{'amount': 742, 'percentage': 4}","{'amount': 500, 'percentage': 3}",מתחילת קורונה
90+,"{'amount': 22, 'percentage': 3}","{'amount': 18, 'percentage': 2}",חודש אחרון
90+,"{'amount': 235, 'percentage': 4}","{'amount': 184, 'percentage': 3}",3 חודשים
90+,"{'amount': 455, 'percentage': 4}","{'amount': 322, 'percentage': 3}",6 חודשים
90+,"{'amount': 722, 'percentage': 4}","{'amount': 484, 'percentage': 3}",שנה
