section,female,male,period
0-9,"{'amount': 363691, 'percentage': 7.9}","{'amount': 441962, 'percentage': 9.6}",מתחילת קורונה
0-9,"{'amount': 24718, 'percentage': 4}","{'amount': 28405, 'percentage': 4.6}",6 חודשים
0-9,"{'amount': 441, 'percentage': 1.8}","{'amount': 364, 'percentage': 1.5}",חודש אחרון
0-9,"{'amount': 244573, 'percentage': 7.4}","{'amount': 306101, 'percentage': 9.2}",שנה
0-9,"{'amount': 4659, 'percentage': 3.3}","{'amount': 5184, 'percentage': 3.6}",3 חודשים
10-19,"{'amount': 27129, 'percentage': 4.4}","{'amount': 25426, 'percentage': 4.1}",6 חודשים
10-19,"{'amount': 900, 'percentage': 3.7}","{'amount': 611, 'percentage': 2.5}",חודש אחרון
10-19,"{'amount': 294931, 'percentage': 8.9}","{'amount': 293920, 'percentage': 8.9}",שנה
10-19,"{'amount': 5026, 'percentage': 3.5}","{'amount': 4231, 'percentage': 3}",3 חודשים
10-19,"{'amount': 430680, 'percentage': 9.3}","{'amount': 439857, 'percentage': 9.5}",מתחילת קורונה
20-29,"{'amount': 382346, 'percentage': 8.3}","{'amount': 269471, 'percentage': 5.8}",מתחילת קורונה
20-29,"{'amount': 261642, 'percentage': 7.9}","{'amount': 170065, 'percentage': 5.1}",שנה
20-29,"{'amount': 37804, 'percentage': 6.1}","{'amount': 26647, 'percentage': 4.3}",6 חודשים
20-29,"{'amount': 1234, 'percentage': 5.1}","{'amount': 723, 'percentage': 3}",חודש אחרון
20-29,"{'amount': 8439, 'percentage': 5.9}","{'amount': 5847, 'percentage': 4.1}",3 חודשים
30-39,"{'amount': 389795, 'percentage': 8.4}","{'amount': 269964, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 47160, 'percentage': 7.6}","{'amount': 34038, 'percentage': 5.5}",6 חודשים
30-39,"{'amount': 1430, 'percentage': 5.9}","{'amount': 1035, 'percentage': 4.2}",חודש אחרון
30-39,"{'amount': 288201, 'percentage': 8.7}","{'amount': 189501, 'percentage': 5.7}",שנה
30-39,"{'amount': 10327, 'percentage': 7.2}","{'amount': 7341, 'percentage': 5.1}",3 חודשים
40-49,"{'amount': 351129, 'percentage': 7.6}","{'amount': 244574, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 268219, 'percentage': 8.1}","{'amount': 178014, 'percentage': 5.4}",שנה
40-49,"{'amount': 49217, 'percentage': 8}","{'amount': 33355, 'percentage': 5.4}",6 חודשים
40-49,"{'amount': 1746, 'percentage': 7.2}","{'amount': 1060, 'percentage': 4.3}",חודש אחרון
40-49,"{'amount': 10765, 'percentage': 7.5}","{'amount': 7194, 'percentage': 5}",3 חודשים
50-59,"{'amount': 247528, 'percentage': 5.4}","{'amount': 172162, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 48098, 'percentage': 7.8}","{'amount': 30183, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 1983, 'percentage': 8.1}","{'amount': 1170, 'percentage': 4.8}",חודש אחרון
50-59,"{'amount': 192752, 'percentage': 5.8}","{'amount': 126747, 'percentage': 3.8}",שנה
50-59,"{'amount': 11232, 'percentage': 7.8}","{'amount': 6881, 'percentage': 4.8}",3 חודשים
60-69,"{'amount': 181218, 'percentage': 3.9}","{'amount': 134074, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 50976, 'percentage': 8.3}","{'amount': 34754, 'percentage': 5.6}",6 חודשים
60-69,"{'amount': 2498, 'percentage': 10.2}","{'amount': 1626, 'percentage': 6.7}",חודש אחרון
60-69,"{'amount': 147657, 'percentage': 4.5}","{'amount': 103528, 'percentage': 3.1}",שנה
60-69,"{'amount': 12731, 'percentage': 8.9}","{'amount': 8769, 'percentage': 6.1}",3 חודשים
70-79,"{'amount': 110051, 'percentage': 2.4}","{'amount': 90172, 'percentage': 1.9}",מתחילת קורונה
70-79,"{'amount': 43485, 'percentage': 7}","{'amount': 34122, 'percentage': 5.5}",6 חודשים
70-79,"{'amount': 2753, 'percentage': 11.3}","{'amount': 2120, 'percentage': 8.7}",חודש אחרון
70-79,"{'amount': 92860, 'percentage': 2.8}","{'amount': 74605, 'percentage': 2.2}",שנה
70-79,"{'amount': 12193, 'percentage': 8.5}","{'amount': 9339, 'percentage': 6.5}",3 חודשים
80-89,"{'amount': 48942, 'percentage': 1.1}","{'amount': 35648, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 19164, 'percentage': 3.1}","{'amount': 14166, 'percentage': 2.3}",6 חודשים
80-89,"{'amount': 1270, 'percentage': 5.2}","{'amount': 937, 'percentage': 3.8}",חודש אחרון
80-89,"{'amount': 39112, 'percentage': 1.2}","{'amount': 28605, 'percentage': 0.9}",שנה
80-89,"{'amount': 6107, 'percentage': 4.3}","{'amount': 4282, 'percentage': 3}",3 חודשים
90+,"{'amount': 11065, 'percentage': 0.3}","{'amount': 5874, 'percentage': 0.2}",שנה
90+,"{'amount': 5380, 'percentage': 0.9}","{'amount': 2787, 'percentage': 0.5}",6 חודשים
90+,"{'amount': 1828, 'percentage': 1.3}","{'amount': 923, 'percentage': 0.6}",3 חודשים
90+,"{'amount': 332, 'percentage': 1.4}","{'amount': 176, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 14646, 'percentage': 0.3}","{'amount': 7602, 'percentage': 0.2}",מתחילת קורונה
