period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7963,831,10.44
3_Month,0-9,40561,11490,28.33
6_Month,0-9,223228,55410,24.82
1_Year,0-9,1280516,546206,42.66
All,0-9,1712663,766362,44.75
1_Month,10-19,11861,1492,12.58
3_Month,10-19,45246,10259,22.67
6_Month,10-19,236125,53942,22.84
1_Year,10-19,1200677,580984,48.39
All,10-19,1629929,807746,49.56
1_Month,20-29,16223,1920,11.84
3_Month,20-29,64667,16051,24.82
6_Month,20-29,313477,66043,21.07
1_Year,20-29,1075933,425977,39.59
All,20-29,1472599,603220,40.96
1_Month,30-39,15939,2433,15.26
3_Month,30-39,68024,19782,29.08
6_Month,30-39,311913,83428,26.75
1_Year,30-39,1040950,469876,45.14
All,30-39,1371954,611646,44.58
1_Month,40-49,17036,2765,16.23
3_Month,40-49,66460,20021,30.12
6_Month,40-49,299790,84624,28.23
1_Year,40-49,946416,439382,46.43
All,40-49,1218835,555484,45.57
1_Month,50-59,17165,3101,18.07
3_Month,50-59,64023,20039,31.3
6_Month,50-59,271525,80100,29.5
1_Year,50-59,744977,315953,42.41
All,50-59,954274,395789,41.48
1_Month,60-69,19382,4051,20.9
3_Month,60-69,71657,23679,33.04
6_Month,60-69,261911,87651,33.47
1_Year,60-69,625053,248600,39.77
All,60-69,787784,300975,38.21
1_Month,70-79,20829,4821,23.15
3_Month,70-79,69888,23495,33.62
6_Month,70-79,203987,79100,38.78
1_Year,70-79,411505,165639,40.25
All,70-79,512677,193755,37.79
1_Month,80-89,15583,2167,13.91
3_Month,80-89,42166,11366,26.96
6_Month,80-89,88442,33887,38.32
1_Year,80-89,160032,66642,41.64
All,80-89,218533,81232,37.17
1_Month,90+,5297,499,9.42
3_Month,90+,13214,2985,22.59
6_Month,90+,23050,8319,36.09
1_Year,90+,38054,16506,43.38
All,90+,56970,21065,36.98
