name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Yavne,4.3,צהוב,4.8,9,0,32,ירוק,2022-10-17T00:00:00.000Z,74.88,70.12,52.50,6.4
Elqana,3.8,ירוק,5.1,33,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,81.51,76.79,61.00,
Kefar Haoranim,3.8,ירוק,3.8,33,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,84.77,82.49,67.11,
Tel Aviv - Yafo,5,ירוק,5.7,12,30,371,צהוב,2022-10-17T00:00:00.000Z,76.96,73.54,59.55,7.4
Baqa Al-Gharbiyye,2.1,ירוק,0.7,1,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,66.99,59.43,35.04,
Kefar Weradim,4.3,צהוב,7.3,25,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,88.86,86.24,72.36,
Mas'ade,2.8,ירוק,2.7,7,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,78.16,68.02,42.05,
Afula,4.8,צהוב,4.2,11,-14,33,צהוב,2022-10-17T00:00:00.000Z,71.27,66.76,50.80,5.8
Pardes Hanna-Karkur,5.4,ירוק,7.3,13,113,41,צהוב,2022-10-17T00:00:00.000Z,72.71,68.95,52.23,9.4
Petah Tiqwa,4.8,צהוב,6.6,13,15,247,צהוב,2022-10-17T00:00:00.000Z,79.07,73.98,57.21,9.9
Zefat,5,צהוב,4.1,20,50,קטן מ-15,צהוב,2022-10-17T00:00:00.000Z,45.16,40.04,26.88,
Beit Jann,3.9,ירוק,0.8,4,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,72.82,60.76,42.34,
Hawashla,1.7,אפור,0.0,0,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,13.87,12.04,4.17,0.0
Mughar,1.9,ירוק,0.9,1,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,72.36,64.45,41.11,
Bi'ne,3.9,ירוק,5.9,5,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,61.37,51.54,28.89,
Tur'an,2.2,ירוק,1.4,3,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,70.58,61.27,35.08,
Qedumim,2.4,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,73.82,68.49,50.10,
Bet El,2.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,67.80,61.34,44.53,
Qarne Shomeron,4.9,צהוב,4.2,19,0,קטן מ-15,צהוב,2022-10-17T00:00:00.000Z,70.92,66.00,49.10,
Newe Daniyyel,0.6,ירוק,0.0,0,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,83.02,76.47,57.54,0.0
Zufim,4.4,ירוק,12.3,16,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,71.69,67.02,49.18,
Ganne Modi'in,3.4,ירוק,0.0,0,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,38.19,33.09,20.67,0.0
Bene Ayish,3.2,ירוק,1.4,2,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,72.15,68.23,53.35,
Modi'in-Makkabbim-Re'ut,4.8,צהוב,5.3,18,16,66,צהוב,2022-10-17T00:00:00.000Z,87.00,83.51,67.25,7.0
Metar,6.3,צהוב,11.0,19,10,16,כתום,2022-10-17T00:00:00.000Z,מעל 90%,מעל 90%,70.73,16.1
Bat Hefer,3.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,88.31,85.16,70.61,
Zur Yizhaq,3.2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,76.57,72.65,53.23,
Kafar Kanna,2.7,ירוק,2.6,1,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,69.30,60.08,35.07,
Yad Binyamin,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,59.21,53.19,36.27,0.0
Qalansawe,1.6,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,63.17,53.12,28.24,
Zur Hadassa,4.5,ירוק,3.5,29,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,64.59,60.86,46.63,
Muqeible,2.7,ירוק,2.4,16,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,73.06,62.46,34.68,
Tayibe,1.5,ירוק,0.2,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,58.38,50.23,28.13,
Ma'ale Adummim,3.6,ירוק,2.6,7,0,22,ירוק,2022-10-17T00:00:00.000Z,77.63,72.15,55.48,5.8
Ein Qiniyye,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,83.95,72.84,50.72,
Kaokab Abu Al-Hija,2.2,ירוק,0.0,4,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,71.73,62.46,38.20,0.0
Qiryat Yam,6.9,צהוב,14.5,10,67,41,כתום,2022-10-17T00:00:00.000Z,77.79,74.14,58.61,10.4
Hod Hasharon,3.9,צהוב,5.4,7,-7,67,ירוק,2022-10-17T00:00:00.000Z,83.31,80.45,65.65,10.3
Binyamina-Giv'at Ada,7,כתום,5.6,22,-23,קטן מ-15,כתום,2022-10-17T00:00:00.000Z,78.67,75.25,59.41,
Basma,3.3,ירוק,2.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,66.34,57.21,31.93,
Umm Batin,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-17T00:00:00.000Z,19.37,15.71,5.78,0.0
Be'er Ya'aqov,5.1,ירוק,3.1,10,0,קטן מ-15,צהוב,2022-10-17T00:00:00.000Z,69.03,64.40,46.88,
Majd Al-Kurum,2.1,ירוק,1.3,4,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,74.23,60.20,33.71,
Kokhav Ya'aqov,2.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-17T00:00:00.000Z,39.40,30.83,18.71,
Sha'are Tiqwa,5.1,ירוק,5.0,21,0,קטן מ-15,צהוב,2022-10-17T00:00:00.000Z,74.36,70.36,54.90,
