section,female,male,period,order_period
0-9,"{'amount': 7, 'percentage': 0.6}","{'amount': 15, 'percentage': 1.3}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.8}",שנה,2
0-9,"{'amount': 7, 'percentage': 0.4}","{'amount': 19, 'percentage': 1.1}",6 חודשים,3
0-9,"{'amount': 5, 'percentage': 0.7}","{'amount': 12, 'percentage': 1.6}",חודש אחרון,5
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.5}",מתחילת קורונה,1
10-19,"{'amount': 13, 'percentage': 0.7}","{'amount': 13, 'percentage': 0.7}",6 חודשים,3
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.6}",שנה,2
10-19,"{'amount': 8, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.8}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 0.5}","{'amount': 7, 'percentage': 1}",חודש אחרון,5
10-19,"{'amount': 20, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה,1
20-29,"{'amount': 15, 'percentage': 0.9}","{'amount': 19, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 54, 'percentage': 0.9}","{'amount': 50, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 6, 'percentage': 0.8}","{'amount': 5, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 12, 'percentage': 1.1}","{'amount': 9, 'percentage': 0.8}",3 חודשים,4
20-29,"{'amount': 22, 'percentage': 0.8}","{'amount': 30, 'percentage': 1.1}",שנה,2
30-39,"{'amount': 9, 'percentage': 0.8}","{'amount': 22, 'percentage': 2}",3 חודשים,4
30-39,"{'amount': 5, 'percentage': 0.7}","{'amount': 16, 'percentage': 2.2}",חודש אחרון,5
30-39,"{'amount': 25, 'percentage': 1.4}","{'amount': 35, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 92, 'percentage': 1.6}","{'amount': 94, 'percentage': 1.6}",מתחילת קורונה,1
30-39,"{'amount': 51, 'percentage': 2}","{'amount': 52, 'percentage': 2}",שנה,2
40-49,"{'amount': 139, 'percentage': 2.4}","{'amount': 242, 'percentage': 4.2}",מתחילת קורונה,1
40-49,"{'amount': 14, 'percentage': 1.9}","{'amount': 25, 'percentage': 3.4}",חודש אחרון,5
40-49,"{'amount': 20, 'percentage': 1.8}","{'amount': 45, 'percentage': 4}",3 חודשים,4
40-49,"{'amount': 42, 'percentage': 2.4}","{'amount': 84, 'percentage': 4.8}",6 חודשים,3
40-49,"{'amount': 68, 'percentage': 2.6}","{'amount': 131, 'percentage': 5}",שנה,2
50-59,"{'amount': 138, 'percentage': 5.3}","{'amount': 241, 'percentage': 9.2}",שנה,2
50-59,"{'amount': 51, 'percentage': 4.5}","{'amount': 90, 'percentage': 8}",3 חודשים,4
50-59,"{'amount': 85, 'percentage': 4.9}","{'amount': 154, 'percentage': 8.8}",6 חודשים,3
50-59,"{'amount': 28, 'percentage': 3.8}","{'amount': 59, 'percentage': 8}",חודש אחרון,5
50-59,"{'amount': 248, 'percentage': 4.3}","{'amount': 521, 'percentage': 9}",מתחילת קורונה,1
60-69,"{'amount': 154, 'percentage': 8.8}","{'amount': 218, 'percentage': 12.5}",6 חודשים,3
60-69,"{'amount': 470, 'percentage': 8.1}","{'amount': 892, 'percentage': 15.4}",מתחילת קורונה,1
60-69,"{'amount': 55, 'percentage': 7.5}","{'amount': 98, 'percentage': 13.4}",חודש אחרון,5
60-69,"{'amount': 76, 'percentage': 6.8}","{'amount': 131, 'percentage': 11.6}",3 חודשים,4
60-69,"{'amount': 235, 'percentage': 9}","{'amount': 332, 'percentage': 12.7}",שנה,2
70-79,"{'amount': 70, 'percentage': 9.5}","{'amount': 111, 'percentage': 15.1}",חודש אחרון,5
70-79,"{'amount': 276, 'percentage': 10.6}","{'amount': 370, 'percentage': 14.2}",שנה,2
70-79,"{'amount': 185, 'percentage': 10.6}","{'amount': 250, 'percentage': 14.3}",6 חודשים,3
70-79,"{'amount': 114, 'percentage': 10.1}","{'amount': 173, 'percentage': 15.4}",3 חודשים,4
70-79,"{'amount': 564, 'percentage': 9.7}","{'amount': 996, 'percentage': 17.2}",מתחילת קורונה,1
80-89,"{'amount': 470, 'percentage': 8.1}","{'amount': 619, 'percentage': 10.7}",מתחילת קורונה,1
80-89,"{'amount': 227, 'percentage': 8.7}","{'amount': 259, 'percentage': 9.9}",שנה,2
80-89,"{'amount': 161, 'percentage': 9.2}","{'amount': 179, 'percentage': 10.2}",6 חודשים,3
80-89,"{'amount': 122, 'percentage': 10.8}","{'amount': 138, 'percentage': 12.3}",3 חודשים,4
80-89,"{'amount': 82, 'percentage': 11.2}","{'amount': 91, 'percentage': 12.4}",חודש אחרון,5
90+,"{'amount': 38, 'percentage': 3.4}","{'amount': 36, 'percentage': 3.2}",3 חודשים,4
90+,"{'amount': 63, 'percentage': 2.4}","{'amount': 58, 'percentage': 2.2}",שנה,2
90+,"{'amount': 130, 'percentage': 2.2}","{'amount': 133, 'percentage': 2.3}",מתחילת קורונה,1
90+,"{'amount': 48, 'percentage': 2.7}","{'amount': 43, 'percentage': 2.5}",6 חודשים,3
90+,"{'amount': 22, 'percentage': 3}","{'amount': 19, 'percentage': 2.6}",חודש אחרון,5
