section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.1}",6 חודשים,3
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.2}",חודש אחרון,5
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
20-29,"{'amount': 6, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 21, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.2}",מתחילת קורונה,1
20-29,"{'amount': 3, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים,4
20-29,"{'amount': 9, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
30-39,"{'amount': 4, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.3}",3 חודשים,4
30-39,"{'amount': 3, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.3}",חודש אחרון,5
30-39,"{'amount': 11, 'percentage': 0.4}","{'amount': 17, 'percentage': 0.6}",6 חודשים,3
30-39,"{'amount': 36, 'percentage': 0.4}","{'amount': 49, 'percentage': 0.5}",מתחילת קורונה,1
30-39,"{'amount': 18, 'percentage': 0.4}","{'amount': 26, 'percentage': 0.6}",שנה,2
40-49,"{'amount': 74, 'percentage': 0.7}","{'amount': 115, 'percentage': 1.1}",מתחילת קורונה,1
40-49,"{'amount': 3, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.6}",חודש אחרון,5
40-49,"{'amount': 10, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.7}",3 חודשים,4
40-49,"{'amount': 19, 'percentage': 0.6}","{'amount': 40, 'percentage': 1.3}",6 חודשים,3
40-49,"{'amount': 32, 'percentage': 0.7}","{'amount': 60, 'percentage': 1.4}",שנה,2
50-59,"{'amount': 88, 'percentage': 2}","{'amount': 159, 'percentage': 3.6}",שנה,2
50-59,"{'amount': 32, 'percentage': 1.6}","{'amount': 52, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 54, 'percentage': 1.8}","{'amount': 100, 'percentage': 3.4}",6 חודשים,3
50-59,"{'amount': 13, 'percentage': 1.2}","{'amount': 24, 'percentage': 2.2}",חודש אחרון,5
50-59,"{'amount': 191, 'percentage': 1.9}","{'amount': 369, 'percentage': 3.6}",מתחילת קורונה,1
60-69,"{'amount': 167, 'percentage': 5.6}","{'amount': 233, 'percentage': 7.8}",6 חודשים,3
60-69,"{'amount': 529, 'percentage': 5.1}","{'amount': 949, 'percentage': 9.2}",מתחילת קורונה,1
60-69,"{'amount': 44, 'percentage': 4.1}","{'amount': 67, 'percentage': 6.2}",חודש אחרון,5
60-69,"{'amount': 79, 'percentage': 3.8}","{'amount': 130, 'percentage': 6.3}",3 חודשים,4
60-69,"{'amount': 276, 'percentage': 6.2}","{'amount': 371, 'percentage': 8.4}",שנה,2
70-79,"{'amount': 104, 'percentage': 9.6}","{'amount': 144, 'percentage': 13.3}",חודש אחרון,5
70-79,"{'amount': 459, 'percentage': 10.4}","{'amount': 601, 'percentage': 13.6}",שנה,2
70-79,"{'amount': 302, 'percentage': 10.2}","{'amount': 391, 'percentage': 13.2}",6 חודשים,3
70-79,"{'amount': 191, 'percentage': 9.3}","{'amount': 269, 'percentage': 13}",3 חודשים,4
70-79,"{'amount': 980, 'percentage': 9.5}","{'amount': 1561, 'percentage': 15.2}",מתחילת קורונה,1
80-89,"{'amount': 1658, 'percentage': 16.1}","{'amount': 1808, 'percentage': 17.6}",מתחילת קורונה,1
80-89,"{'amount': 742, 'percentage': 16.8}","{'amount': 762, 'percentage': 17.2}",שנה,2
80-89,"{'amount': 509, 'percentage': 17.1}","{'amount': 523, 'percentage': 17.6}",6 חודשים,3
80-89,"{'amount': 392, 'percentage': 19}","{'amount': 401, 'percentage': 19.4}",3 חודשים,4
80-89,"{'amount': 201, 'percentage': 18.6}","{'amount': 228, 'percentage': 21.1}",חודש אחרון,5
90+,"{'amount': 245, 'percentage': 11.9}","{'amount': 218, 'percentage': 10.6}",3 חודשים,4
90+,"{'amount': 445, 'percentage': 10.1}","{'amount': 349, 'percentage': 7.9}",שנה,2
90+,"{'amount': 1078, 'percentage': 10.5}","{'amount': 809, 'percentage': 7.9}",מתחילת קורונה,1
90+,"{'amount': 325, 'percentage': 10.9}","{'amount': 257, 'percentage': 8.6}",6 חודשים,3
90+,"{'amount': 115, 'percentage': 10.6}","{'amount': 115, 'percentage': 10.6}",חודש אחרון,5
