section,female,male,period,order_period
0-9,"{'amount': 17, 'percentage': 0.8}","{'amount': 16, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 59, 'percentage': 0.5}","{'amount': 76, 'percentage': 0.6}",שנה,2
0-9,"{'amount': 32, 'percentage': 0.6}","{'amount': 45, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 42, 'percentage': 0.5}","{'amount': 57, 'percentage': 0.7}",6 חודשים,3
0-9,"{'amount': 69, 'percentage': 0.2}","{'amount': 101, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 8, 'percentage': 0.4}","{'amount': 7, 'percentage': 0.3}",חודש אחרון,5
10-19,"{'amount': 33, 'percentage': 0.3}","{'amount': 39, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 23, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 14, 'percentage': 0.2}","{'amount': 21, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 62, 'percentage': 0.2}","{'amount': 69, 'percentage': 0.2}",מתחילת קורונה,1
20-29,"{'amount': 61, 'percentage': 0.8}","{'amount': 65, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 22, 'percentage': 0.4}","{'amount': 37, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 6, 'percentage': 0.3}","{'amount': 13, 'percentage': 0.6}",חודש אחרון,5
20-29,"{'amount': 108, 'percentage': 0.9}","{'amount': 107, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 244, 'percentage': 0.9}","{'amount': 213, 'percentage': 0.8}",מתחילת קורונה,1
30-39,"{'amount': 13, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.7}",חודש אחרון,5
30-39,"{'amount': 548, 'percentage': 2}","{'amount': 565, 'percentage': 2}",מתחילת קורונה,1
30-39,"{'amount': 254, 'percentage': 2.1}","{'amount': 237, 'percentage': 1.9}",שנה,2
30-39,"{'amount': 52, 'percentage': 0.9}","{'amount': 46, 'percentage': 0.8}",3 חודשים,4
30-39,"{'amount': 133, 'percentage': 1.7}","{'amount': 136, 'percentage': 1.7}",6 חודשים,3
40-49,"{'amount': 28, 'percentage': 1.2}","{'amount': 55, 'percentage': 2.5}",חודש אחרון,5
40-49,"{'amount': 394, 'percentage': 3.2}","{'amount': 538, 'percentage': 4.3}",שנה,2
40-49,"{'amount': 73, 'percentage': 1.3}","{'amount': 129, 'percentage': 2.3}",3 חודשים,4
40-49,"{'amount': 206, 'percentage': 2.6}","{'amount': 294, 'percentage': 3.7}",6 חודשים,3
40-49,"{'amount': 900, 'percentage': 3.2}","{'amount': 1306, 'percentage': 4.7}",מתחילת קורונה,1
50-59,"{'amount': 345, 'percentage': 4.3}","{'amount': 474, 'percentage': 5.9}",6 חודשים,3
50-59,"{'amount': 610, 'percentage': 4.9}","{'amount': 796, 'percentage': 6.4}",שנה,2
50-59,"{'amount': 183, 'percentage': 3.2}","{'amount': 269, 'percentage': 4.7}",3 חודשים,4
50-59,"{'amount': 59, 'percentage': 2.6}","{'amount': 110, 'percentage': 4.9}",חודש אחרון,5
50-59,"{'amount': 1495, 'percentage': 5.4}","{'amount': 2164, 'percentage': 7.8}",מתחילת קורונה,1
60-69,"{'amount': 554, 'percentage': 6.9}","{'amount': 756, 'percentage': 9.5}",6 חודשים,3
60-69,"{'amount': 924, 'percentage': 7.5}","{'amount': 1204, 'percentage': 9.7}",שנה,2
60-69,"{'amount': 357, 'percentage': 6.3}","{'amount': 507, 'percentage': 8.9}",3 חודשים,4
60-69,"{'amount': 152, 'percentage': 6.8}","{'amount': 202, 'percentage': 9}",חודש אחרון,5
60-69,"{'amount': 2118, 'percentage': 7.6}","{'amount': 3175, 'percentage': 11.4}",מתחילת קורונה,1
70-79,"{'amount': 257, 'percentage': 11.5}","{'amount': 310, 'percentage': 13.8}",חודש אחרון,5
70-79,"{'amount': 2665, 'percentage': 9.6}","{'amount': 3643, 'percentage': 13.1}",מתחילת קורונה,1
70-79,"{'amount': 1238, 'percentage': 10}","{'amount': 1530, 'percentage': 12.4}",שנה,2
70-79,"{'amount': 602, 'percentage': 10.6}","{'amount': 795, 'percentage': 14}",3 חודשים,4
70-79,"{'amount': 821, 'percentage': 10.3}","{'amount': 1001, 'percentage': 12.5}",6 חודשים,3
80-89,"{'amount': 1513, 'percentage': 12.2}","{'amount': 1461, 'percentage': 11.8}",שנה,2
80-89,"{'amount': 306, 'percentage': 13.7}","{'amount': 342, 'percentage': 15.3}",חודש אחרון,5
80-89,"{'amount': 858, 'percentage': 15.1}","{'amount': 846, 'percentage': 14.9}",3 חודשים,4
80-89,"{'amount': 1053, 'percentage': 13.2}","{'amount': 1007, 'percentage': 12.6}",6 חודשים,3
80-89,"{'amount': 3042, 'percentage': 10.9}","{'amount': 2975, 'percentage': 10.7}",מתחילת קורונה,1
90+,"{'amount': 169, 'percentage': 7.5}","{'amount': 156, 'percentage': 7}",חודש אחרון,5
90+,"{'amount': 751, 'percentage': 6.1}","{'amount': 509, 'percentage': 4.1}",שנה,2
90+,"{'amount': 450, 'percentage': 7.9}","{'amount': 343, 'percentage': 6}",3 חודשים,4
90+,"{'amount': 542, 'percentage': 6.8}","{'amount': 391, 'percentage': 4.9}",6 חודשים,3
90+,"{'amount': 1502, 'percentage': 5.4}","{'amount': 1010, 'percentage': 3.6}",מתחילת קורונה,1
