name,coronaOccupancy,normalOccupancy,isolatedTeam
סוראסקי,28.999999999999996,,0
סורוקה,28.000000000000004,,0
שיבא,25,,0
המרכזי בעמק,23,,0
הכרמל,20,,0
הלל יפה,17,,0
קפלן,16,,0
שניידר,14.000000000000002,,0
נהריה,13,,0
פוריה,13,,0
הסקוטי,13,,0
וולפסון,12,,0
זיו צפת,11,,0
ברזילי,11,,0
אסותא אשדוד,11,,0
"רמב""ם",10,,0
שמיר,9,,0
רבין ק. בילינסון,9,,0
הדסה עין כרם,9,,0
הדסה הר הצופים,9,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
בני ציון,8,,0
מאיר,8,,0
לניאדו,7.000000000000001,,0
סנט ג'וזף,4,,0
רבין ק. השרון,3,,0
יוספטל,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
אוגוסטה ויקטוריה,0,,0
מעייני הישועה,0,,0
