gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,287203,11.5,4,0.1,19,1.1,57,0.7
זכר,0-9,3 חודשים,257130,11,4,0.2,15,1.3,45,0.8
זכר,0-9,שנה,334708,11.7,5,0.1,21,0.8,76,0.6
זכר,0-9,מתחילת קורונה,401222,10.9,7,0.1,29,0.5,101,0.4
זכר,0-9,חודש אחרון,43244,11.6,1,0.1,8,1.3,16,0.7
נקבה,0-9,מתחילת קורונה,310035,8.4,4,0,14,0.2,69,0.2
נקבה,0-9,6 חודשים,214415,8.6,1,0,7,0.4,42,0.5
נקבה,0-9,חודש אחרון,30288,8.1,0,0,3,0.5,17,0.8
נקבה,0-9,3 חודשים,188290,8.1,1,0,7,0.6,32,0.6
נקבה,0-9,שנה,255688,8.9,2,0,9,0.4,59,0.5
זכר,10-19,מתחילת קורונה,405190,11,7,0.1,22,0.4,69,0.2
זכר,10-19,3 חודשים,253061,10.8,4,0.2,8,0.7,21,0.4
זכר,10-19,6 חודשים,273421,10.9,5,0.2,12,0.7,29,0.4
זכר,10-19,שנה,310819,10.8,5,0.1,14,0.5,39,0.3
זכר,10-19,חודש אחרון,37297,10,2,0.2,4,0.7,7,0.3
נקבה,10-19,3 חודשים,235770,10.1,2,0.1,8,0.7,14,0.2
נקבה,10-19,מתחילת קורונה,373569,10.2,7,0.1,20,0.3,62,0.2
נקבה,10-19,חודש אחרון,32115,8.6,0,0,3,0.5,8,0.4
נקבה,10-19,6 חודשים,255961,10.2,3,0.1,12,0.7,23,0.3
נקבה,10-19,שנה,292530,10.2,4,0.1,14,0.5,33,0.3
זכר,20-29,מתחילת קורונה,227056,6.2,24,0.2,51,0.9,213,0.8
זכר,20-29,שנה,156920,5.5,8,0.2,31,1.2,107,0.9
זכר,20-29,חודש אחרון,17292,4.6,0,0,3,0.5,13,0.6
זכר,20-29,3 חודשים,125804,5.4,1,0,9,0.8,37,0.7
זכר,20-29,6 חודשים,133639,5.3,5,0.2,20,1.2,65,0.8
נקבה,20-29,מתחילת קורונה,314234,8.6,21,0.2,54,0.9,244,0.9
נקבה,20-29,חודש אחרון,26686,7.2,1,0.1,2,0.3,6,0.3
נקבה,20-29,3 חודשים,192794,8.3,5,0.2,12,1.1,22,0.4
נקבה,20-29,6 חודשים,204761,8.2,6,0.2,15,0.9,61,0.8
נקבה,20-29,שנה,233205,8.1,9,0.2,22,0.9,108,0.9
זכר,30-39,6 חודשים,141646,5.6,13,0.4,33,1.9,136,1.7
זכר,30-39,שנה,163677,5.7,26,0.6,50,1.9,237,1.9
זכר,30-39,מתחילת קורונה,215525,5.9,49,0.5,93,1.6,565,2
זכר,30-39,חודש אחרון,22004,5.9,1,0.1,16,2.7,15,0.7
זכר,30-39,3 חודשים,133141,5.7,7,0.3,23,2,46,0.8
נקבה,30-39,6 חודשים,221236,8.8,10,0.3,24,1.4,133,1.7
נקבה,30-39,3 חודשים,206814,8.9,4,0.2,8,0.7,52,0.9
נקבה,30-39,שנה,250032,8.7,17,0.4,48,1.9,254,2.1
נקבה,30-39,מתחילת קורונה,310187,8.4,36,0.3,91,1.6,548,2
נקבה,30-39,חודש אחרון,33379,9,2,0.2,5,0.8,13,0.6
זכר,40-49,מתחילת קורונה,192884,5.2,117,1.1,241,4.1,1306,4.7
זכר,40-49,שנה,149367,5.2,59,1.3,120,4.7,538,4.3
זכר,40-49,חודש אחרון,21056,5.7,7,0.9,18,3,55,2.5
זכר,40-49,3 חודשים,124466,5.3,15,0.7,44,3.9,129,2.3
זכר,40-49,6 חודשים,131212,5.2,38,1.3,76,4.4,294,3.7
נקבה,40-49,מתחילת קורונה,270199,7.4,74,0.7,139,2.4,900,3.2
נקבה,40-49,6 חודשים,195341,7.8,19,0.7,41,2.4,206,2.6
נקבה,40-49,3 חודשים,186348,8,10,0.5,19,1.7,73,1.3
נקבה,40-49,שנה,217936,7.6,27,0.6,62,2.4,394,3.2
נקבה,40-49,חודש אחרון,31332,8.4,2,0.2,12,2,28,1.2
זכר,50-59,מתחילת קורונה,127796,3.5,371,3.6,530,9.1,2164,7.8
זכר,50-59,חודש אחרון,13618,3.7,18,2.2,53,8.9,110,4.9
זכר,50-59,3 חודשים,81479,3.5,50,2.3,92,8.1,269,4.7
זכר,50-59,שנה,95316,3.3,156,3.5,244,9.5,796,6.4
זכר,50-59,6 חודשים,84587,3.4,100,3.4,155,9,474,5.9
נקבה,50-59,מתחילת קורונה,174186,4.7,192,1.9,248,4.3,1495,5.4
נקבה,50-59,חודש אחרון,21207,5.7,9,1.1,24,4,59,2.6
נקבה,50-59,3 חודשים,119160,5.1,33,1.5,51,4.5,183,3.2
נקבה,50-59,6 חודשים,123350,4.9,54,1.9,84,4.9,345,4.3
נקבה,50-59,שנה,136602,4.8,87,2,135,5.3,610,4.9
זכר,60-69,מתחילת קורונה,86235,2.3,960,9.3,897,15.4,3175,11.4
זכר,60-69,שנה,64128,2.2,374,8.5,329,12.8,1204,9.7
זכר,60-69,חודש אחרון,9311,2.5,59,7.3,85,14.3,202,9
זכר,60-69,3 חודשים,55226,2.4,139,6.5,134,11.8,507,8.9
זכר,60-69,6 חודשים,57001,2.3,232,8,215,12.5,756,9.5
נקבה,60-69,מתחילת קורונה,110352,3,530,5.1,470,8.1,2118,7.6
נקבה,60-69,חודש אחרון,14060,3.8,36,4.5,50,8.4,152,6.8
נקבה,60-69,3 חודשים,76533,3.3,79,3.7,76,6.7,357,6.3
נקבה,60-69,שנה,87320,3,268,6.1,233,9.1,924,7.5
נקבה,60-69,6 חודשים,79047,3.2,159,5.5,151,8.8,554,6.9
זכר,70-79,3 חודשים,30420,1.3,279,13.1,175,15.4,795,14
זכר,70-79,מתחילת קורונה,46270,1.3,1572,15.2,1000,17.2,3643,13.1
זכר,70-79,חודש אחרון,5577,1.5,111,13.8,92,15.5,310,13.8
זכר,70-79,6 חודשים,31338,1.2,385,13.2,244,14.2,1001,12.5
זכר,70-79,שנה,35243,1.2,591,13.4,362,14.1,1530,12.4
נקבה,70-79,6 חודשים,38289,1.5,293,10.1,180,10.5,821,10.3
נקבה,70-79,3 חודשים,37120,1.6,203,9.5,115,10.1,602,10.6
נקבה,70-79,שנה,42867,1.5,457,10.4,267,10.4,1238,10
נקבה,70-79,מתחילת קורונה,54441,1.5,992,9.6,567,9.7,2665,9.6
נקבה,70-79,חודש אחרון,7424,2,85,10.6,58,9.7,257,11.5
זכר,80-89,מתחילת קורונה,18069,0.5,1825,17.6,623,10.7,2975,10.7
זכר,80-89,6 חודשים,11296,0.5,511,17.5,176,10.3,1007,12.6
זכר,80-89,חודש אחרון,2045,0.5,162,20.2,65,10.9,342,15.3
זכר,80-89,3 חודשים,10880,0.5,417,19.5,143,12.6,846,14.9
זכר,80-89,שנה,13120,0.5,771,17.5,262,10.2,1461,11.8
נקבה,80-89,3 חודשים,15444,0.7,406,19,123,10.8,858,15.1
נקבה,80-89,מתחילת קורונה,25297,0.7,1672,16.1,470,8.1,3042,10.9
נקבה,80-89,חודש אחרון,3100,0.8,140,17.4,63,10.6,306,13.7
נקבה,80-89,6 חודשים,16042,0.6,507,17.4,160,9.3,1053,13.2
