section,female,male,period,order_period
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 6, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.1}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.1}",שנה,2
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 2, 'percentage': 0}","{'amount': 2, 'percentage': 0}",שנה,2
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",6 חודשים,3
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים,4
20-29,"{'amount': 19, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.3}",מתחילת קורונה,1
20-29,"{'amount': 10, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",שנה,2
30-39,"{'amount': 2, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.2}",חודש אחרון,5
30-39,"{'amount': 2, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.4}",3 חודשים,4
30-39,"{'amount': 11, 'percentage': 0.4}","{'amount': 16, 'percentage': 0.6}",6 חודשים,3
30-39,"{'amount': 19, 'percentage': 0.5}","{'amount': 29, 'percentage': 0.7}",שנה,2
30-39,"{'amount': 33, 'percentage': 0.3}","{'amount': 47, 'percentage': 0.5}",מתחילת קורונה,1
40-49,"{'amount': 39, 'percentage': 0.9}","{'amount': 67, 'percentage': 1.6}",שנה,2
40-49,"{'amount': 16, 'percentage': 0.6}","{'amount': 41, 'percentage': 1.5}",6 חודשים,3
40-49,"{'amount': 9, 'percentage': 0.7}","{'amount': 12, 'percentage': 0.9}",3 חודשים,4
40-49,"{'amount': 5, 'percentage': 0.4}","{'amount': 7, 'percentage': 0.6}",חודש אחרון,5
40-49,"{'amount': 71, 'percentage': 0.7}","{'amount': 111, 'percentage': 1.2}",מתחילת קורונה,1
50-59,"{'amount': 182, 'percentage': 1.9}","{'amount': 349, 'percentage': 3.7}",מתחילת קורונה,1
50-59,"{'amount': 18, 'percentage': 1.5}","{'amount': 24, 'percentage': 2}",חודש אחרון,5
50-59,"{'amount': 24, 'percentage': 1.7}","{'amount': 34, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 54, 'percentage': 1.9}","{'amount': 93, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 97, 'percentage': 2.3}","{'amount': 165, 'percentage': 3.9}",שנה,2
60-69,"{'amount': 52, 'percentage': 3.8}","{'amount': 87, 'percentage': 6.3}",3 חודשים,4
60-69,"{'amount': 493, 'percentage': 5.2}","{'amount': 899, 'percentage': 9.4}",מתחילת קורונה,1
60-69,"{'amount': 39, 'percentage': 3.2}","{'amount': 69, 'percentage': 5.7}",חודש אחרון,5
60-69,"{'amount': 176, 'percentage': 6.3}","{'amount': 228, 'percentage': 8.1}",6 חודשים,3
60-69,"{'amount': 260, 'percentage': 6.2}","{'amount': 378, 'percentage': 9}",שנה,2
70-79,"{'amount': 136, 'percentage': 9.9}","{'amount': 167, 'percentage': 12.1}",3 חודשים,4
70-79,"{'amount': 459, 'percentage': 10.9}","{'amount': 582, 'percentage': 13.8}",שנה,2
70-79,"{'amount': 115, 'percentage': 9.4}","{'amount': 151, 'percentage': 12.4}",חודש אחרון,5
70-79,"{'amount': 918, 'percentage': 9.6}","{'amount': 1454, 'percentage': 15.2}",מתחילת קורונה,1
70-79,"{'amount': 288, 'percentage': 10.3}","{'amount': 375, 'percentage': 13.4}",6 חודשים,3
80-89,"{'amount': 482, 'percentage': 17.2}","{'amount': 481, 'percentage': 17.2}",6 חודשים,3
80-89,"{'amount': 266, 'percentage': 19.3}","{'amount': 257, 'percentage': 18.7}",3 חודשים,4
80-89,"{'amount': 246, 'percentage': 20.2}","{'amount': 240, 'percentage': 19.7}",חודש אחרון,5
80-89,"{'amount': 697, 'percentage': 16.6}","{'amount': 692, 'percentage': 16.4}",שנה,2
80-89,"{'amount': 1530, 'percentage': 16}","{'amount': 1658, 'percentage': 17.4}",מתחילת קורונה,1
90+,"{'amount': 406, 'percentage': 9.7}","{'amount': 284, 'percentage': 6.8}",שנה,2
90+,"{'amount': 303, 'percentage': 10.8}","{'amount': 217, 'percentage': 7.8}",6 חודשים,3
90+,"{'amount': 173, 'percentage': 12.6}","{'amount': 142, 'percentage': 10.3}",3 חודשים,4
90+,"{'amount': 154, 'percentage': 12.6}","{'amount': 139, 'percentage': 11.4}",חודש אחרון,5
90+,"{'amount': 999, 'percentage': 10.5}","{'amount': 733, 'percentage': 7.7}",מתחילת קורונה,1
