period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
All,0-9,1658740,640546,38.62
1_Year,0-9,1507738,553470,36.71
6_Month,0-9,1387140,513101,36.99
3_Month,0-9,1142486,406003,35.54
1_Month,0-9,910344,349192,38.36
1_Month,10-19,725101,355384,49.01
3_Month,10-19,1037118,446298,43.03
6_Month,10-19,1252766,524035,41.83
1_Year,10-19,1381195,558498,40.44
All,10-19,1566463,687373,43.88
3_Month,20-29,789669,288069,36.48
6_Month,20-29,1019742,341017,33.44
1_Year,20-29,1168913,368288,31.51
All,20-29,1353912,477875,35.3
1_Month,20-29,522816,223418,42.73
3_Month,30-39,772405,302986,39.23
All,30-39,1247069,458867,36.8
1_Month,30-39,549541,249695,45.44
1_Year,30-39,1096148,381181,34.77
6_Month,30-39,968202,356846,36.86
All,40-49,1102780,404034,36.64
1_Year,40-49,969095,335404,34.61
6_Month,40-49,865391,315164,36.42
3_Month,40-49,709379,275902,38.89
1_Month,40-49,508131,226762,44.63
All,50-59,833936,264692,31.74
1_Year,50-59,720218,210788,29.27
6_Month,50-59,637644,197145,30.92
3_Month,50-59,512786,176454,34.41
1_Month,50-59,354756,145997,41.15
All,60-69,669013,173060,25.87
1_Year,60-69,576243,136664,23.72
6_Month,60-69,508988,126725,24.9
1_Month,60-69,279514,93128,33.32
3_Month,60-69,407730,115247,28.27
3_Month,70-79,242250,58145,24
1_Month,70-79,162657,46340,28.49
6_Month,70-79,306720,63836,20.81
1_Year,70-79,352625,69714,19.77
All,70-79,412604,88863,21.54
All,80-89,178307,38533,21.61
1_Year,80-89,142111,28315,19.92
6_Month,80-89,119393,25547,21.4
3_Month,80-89,94578,22656,23.95
1_Month,80-89,67889,18820,27.72
1_Month,90+,18203,5138,28.23
3_Month,90+,23722,6079,25.63
6_Month,90+,29279,6847,23.39
1_Year,90+,35621,7606,21.35
All,90+,47267,11053,23.38
