dayDate,newHospitalized,countHospitalized,countHospitalizedWithoutRelease,countHardStatus,countMediumStatus,countEasyStatus,countBreath,countDeath,totalBeds,standardOccupancy,numVisits,patientsHome,patientsHotel,countBreathCum,countDeathCum,countCriticalStatus,countSeriousCriticalCum,seriousCriticalNew,countEcmo,countDeadAvg7days,mediumNew,easyNew
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,,,5429,-184,0,0,0,0,0,0,,,0,3
2020-03-03T00:00:00.000Z,0,11,10,0,0,10,0,0,,,7589,-181,0,0,0,0,0,0,,0,0,1
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,,,6755,-182,0,0,0,0,0,0,,0,0,3
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,,,6836,-175,0,0,0,0,1,1,0,0,0,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,,,4978,-174,0,1,0,0,2,1,0,0,0,3
2020-03-07T00:00:00.000Z,3,19,19,3,0,16,2,0,,,4682,-173,0,2,0,0,3,1,0,0,0,2
2020-03-08T00:00:00.000Z,8,27,27,5,0,21,4,0,,,7075,-172,0,4,0,0,5,2,,0,0,5
2020-03-09T00:00:00.000Z,16,43,43,5,0,35,4,0,,,6009,-184,0,4,0,0,5,0,0,0,0,14
2020-03-10T00:00:00.000Z,19,63,63,6,0,55,5,0,,,5803,-171,0,5,0,0,6,1,0,0,0,21
2020-03-11T00:00:00.000Z,25,87,86,7,1,76,6,0,,,5719,-176,0,6,0,0,7,1,0,0,1,21
2020-03-12T00:00:00.000Z,23,110,107,7,1,99,6,0,,,5769,-174,0,6,0,0,7,0,0,0,0,24
2020-03-13T00:00:00.000Z,23,129,128,7,5,114,6,0,,,3985,-161,0,6,0,0,7,0,0,0,4,19
2020-03-14T00:00:00.000Z,40,169,167,6,5,155,4,0,,,3550,-171,0,6,0,0,8,1,0,0,0,42
2020-03-15T00:00:00.000Z,41,208,206,9,7,189,6,0,,,5336,-170,0,8,0,0,11,3,0,0,3,36
2020-03-16T00:00:00.000Z,24,230,222,11,6,207,7,0,,,4620,-113,0,9,0,0,13,2,0,0,0,22
2020-03-17T00:00:00.000Z,48,272,269,12,7,243,7,0,,,4223,-68,0,9,0,0,14,1,0,0,1,46
2020-03-18T00:00:00.000Z,54,324,284,16,12,287,7,0,,,3764,40,0,9,0,0,18,4,0,0,5,46
2020-03-19T00:00:00.000Z,30,313,277,21,12,270,12,0,,,3927,177,0,14,0,0,23,5,0,0,1,24
2020-03-20T00:00:00.000Z,30,307,263,23,15,258,12,1,,,3096,357,0,14,1,0,26,3,0,0,3,24
2020-03-21T00:00:00.000Z,34,298,290,27,22,238,15,0,,,2791,539,0,17,1,0,30,4,0,0,7,24
2020-03-22T00:00:00.000Z,54,344,323,38,33,265,22,0,,,4359,753,0,24,1,0,41,11,0,0,12,33
2020-03-23T00:00:00.000Z,58,380,341,44,37,285,24,0,,,3905,1079,0,28,1,0,48,7,0,0,6,48
2020-03-24T00:00:00.000Z,81,424,363,48,49,314,26,3,,,3835,1469,0,30,4,0,55,7,0,0,12,68
2020-03-25T00:00:00.000Z,81,443,420,52,54,325,28,1,,,3533,1828,0,33,5,0,60,5,0,0,7,70
2020-03-26T00:00:00.000Z,81,501,439,56,67,364,31,5,,,3789,2314,0,39,10,0,69,10,0,0,16,67
2020-03-27T00:00:00.000Z,110,546,490,66,71,398,37,2,,,3129,2674,0,46,12,0,82,13,0,1,10,92
2020-03-28T00:00:00.000Z,52,542,506,70,83,378,41,1,,,2721,3124,0,51,13,0,87,5,0,1,15,36
2020-03-29T00:00:00.000Z,69,575,536,80,88,392,50,3,,,4118,3605,0,62,16,0,101,14,0,1,18,54
2020-03-30T00:00:00.000Z,122,657,596,90,106,441,55,1,,,3750,4061,0,70,17,0,113,13,0,2,30,100
2020-03-31T00:00:00.000Z,109,706,651,99,117,470,64,4,,,3849,4697,0,81,21,0,128,15,0,2,36,97
2020-04-01T00:00:00.000Z,148,800,740,111,143,522,73,8,,,3912,5261,0,95,29,0,148,21,0,2,47,117
2020-04-02T00:00:00.000Z,115,854,740,113,145,563,79,9,,,4149,5897,0,106,38,0,160,12,0,3,29,111
2020-04-03T00:00:00.000Z,98,837,737,131,159,529,93,5,,,3373,6441,0,126,43,1,182,24,1,4,45,91
2020-04-04T00:00:00.000Z,71,810,758,140,170,483,107,6,,,3031,6789,0,143,49,1,197,17,1,4,23,56
2020-04-05T00:00:00.000Z,99,856,746,135,193,501,107,7,,,4356,7278,0,150,56,1,203,6,1,5,35,85
2020-04-06T00:00:00.000Z,93,840,699,147,208,455,110,8,,,3937,7648,0,164,64,1,223,21,1,5,66,101
2020-04-07T00:00:00.000Z,73,768,662,160,204,388,106,8,,,4155,7933,0,171,72,2,241,18,1,6,39,70
2020-04-08T00:00:00.000Z,58,720,623,166,196,338,115,8,,,3369,8199,0,178,80,1,258,22,1,7,34,70
2020-04-09T00:00:00.000Z,64,688,641,166,189,319,117,9,,,3232,8402,0,185,89,1,274,19,1,7,35,69
2020-04-10T00:00:00.000Z,55,696,612,170,173,337,128,8,,,3947,8655,0,196,97,1,284,13,1,7,23,68
2020-04-11T00:00:00.000Z,40,652,608,182,163,290,130,6,,,3084,8875,0,205,103,1,308,26,1,7,42,59
2020-04-12T00:00:00.000Z,90,697,635,177,175,326,130,6,,,4797,9135,0,212,109,1,326,21,1,7,60,100
2020-04-13T00:00:00.000Z,91,724,641,192,169,343,137,9,,,4515,9279,0,224,118,1,352,34,1,7,47,100
2020-04-14T00:00:00.000Z,70,712,650,178,173,342,134,8,,,4209,9370,0,228,126,1,359,8,1,7,38,83
2020-04-15T00:00:00.000Z,69,722,678,179,175,346,133,13,,,3368,9358,0,241,139,1,380,26,1,7,42,75
2020-04-16T00:00:00.000Z,51,729,651,182,163,366,137,7,,,5208,9346,0,251,146,1,393,19,1,8,37,72
2020-04-17T00:00:00.000Z,48,700,627,165,163,348,124,9,,,4060,9302,0,254,155,1,401,13,1,8,33,59
2020-04-18T00:00:00.000Z,41,673,627,174,141,332,118,11,,,3696,9330,0,260,166,1,417,28,1,8,29,57
2020-04-19T00:00:00.000Z,40,661,587,157,148,328,118,8,,,5597,9256,0,267,174,1,425,8,2,9,32,48
2020-04-20T00:00:00.000Z,49,635,556,154,135,321,123,6,,,4910,9130,0,276,180,2,430,11,3,9,31,66
2020-04-21T00:00:00.000Z,27,583,522,145,146,265,119,10,,,4731,9062,0,279,190,3,436,8,4,8,36,35
2020-04-22T00:00:00.000Z,36,555,501,149,122,262,110,3,,,4648,8915,0,279,193,3,444,10,5,9,14,46
2020-04-23T00:00:00.000Z,32,532,459,146,106,251,115,4,,,5175,8902,0,283,197,3,449,11,5,7,21,51
2020-04-24T00:00:00.000Z,26,486,452,144,109,219,110,3,,,4255,8819,0,287,200,3,456,9,5,7,24,35
2020-04-25T00:00:00.000Z,8,459,436,136,105,204,107,3,,,3527,8616,0,288,203,3,459,7,5,6,18,21
2020-04-26T00:00:00.000Z,32,467,415,142,91,208,111,2,,,5560,8286,0,292,205,3,466,10,4,5,10,40
2020-04-27T00:00:00.000Z,21,436,387,132,89,197,101,4,,,5124,7970,0,293,209,3,468,3,4,4,20,27
2020-04-28T00:00:00.000Z,28,414,372,127,85,186,100,5,,,4682,7577,0,296,214,3,472,6,5,4,17,35
2020-04-29T00:00:00.000Z,22,394,374,122,86,178,96,6,,,4068,7301,0,296,220,3,477,6,5,3,17,25
2020-04-30T00:00:00.000Z,19,393,348,112,87,182,90,6,,,5461,7038,0,296,226,3,480,5,5,3,28,35
2020-05-01T00:00:00.000Z,20,368,330,109,81,159,89,4,,,4405,6745,0,299,230,3,484,5,5,4,16,28
2020-05-02T00:00:00.000Z,14,344,334,111,67,163,90,3,,,3828,6519,0,300,233,3,486,7,5,4,10,29
2020-05-03T00:00:00.000Z,14,347,305,101,71,158,84,3,,,5779,6285,0,300,236,3,486,2,5,4,21,22
2020-05-04T00:00:00.000Z,18,323,282,97,71,144,78,3,,,5315,6103,0,300,239,2,487,2,4,4,12,24
