gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,3 חודשים,234092,11.2,3,0.2,12,1.2,38,0.8
זכר,0-9,מתחילת קורונה,375179,11,6,0.1,26,0.5,94,0.3
זכר,0-9,6 חודשים,293014,11.9,4,0.1,17,1,62,0.7
זכר,0-9,שנה,320794,11.9,4,0.1,19,0.7,73,0.5
זכר,0-9,חודש אחרון,202348,12.1,1,0.1,11,1.3,34,0.8
נקבה,0-9,מתחילת קורונה,287954,8.4,4,0,13,0.2,62,0.2
נקבה,0-9,6 חודשים,219380,8.9,1,0,6,0.3,40,0.4
נקבה,0-9,שנה,243214,9,3,0.1,10,0.4,51,0.4
נקבה,0-9,3 חודשים,168276,8,1,0.1,6,0.6,26,0.6
נקבה,0-9,חודש אחרון,137636,8.3,1,0.1,6,0.7,22,0.5
זכר,10-19,מתחילת קורונה,382720,11.2,4,0,23,0.4,66,0.2
זכר,10-19,6 חודשים,274079,11.1,2,0.1,13,0.7,32,0.4
זכר,10-19,3 חודשים,232247,11.1,1,0.1,8,0.8,20,0.4
זכר,10-19,חודש אחרון,186310,11.2,1,0.1,8,1,14,0.3
זכר,10-19,שנה,298279,11.1,2,0,14,0.5,44,0.3
נקבה,10-19,מתחילת קורונה,349151,10.2,5,0.1,19,0.3,62,0.2
נקבה,10-19,שנה,277978,10.3,2,0,15,0.5,40,0.3
נקבה,10-19,חודש אחרון,159925,9.6,1,0.1,7,0.8,9,0.2
נקבה,10-19,3 חודשים,213438,10.2,1,0.1,7,0.7,13,0.3
נקבה,10-19,6 חודשים,254839,10.3,2,0.1,12,0.7,25,0.3
זכר,20-29,6 חודשים,136400,5.5,5,0.2,20,1.1,73,0.8
זכר,20-29,מתחילת קורונה,214869,6.3,24,0.2,49,0.9,206,0.8
זכר,20-29,חודש אחרון,84457,5.1,1,0.1,7,0.8,21,0.5
זכר,20-29,שנה,151686,5.6,12,0.3,37,1.4,135,1
זכר,20-29,3 חודשים,114074,5.5,2,0.1,9,0.9,28,0.6
נקבה,20-29,3 חודשים,173733,8.3,3,0.2,12,1.2,23,0.5
נקבה,20-29,6 חודשים,203252,8.2,5,0.2,16,0.9,83,0.9
נקבה,20-29,שנה,223472,8.3,10,0.2,28,1,144,1.1
נקבה,20-29,חודש אחרון,132089,7.9,3,0.2,9,1.1,14,0.3
נקבה,20-29,מתחילת קורונה,294547,8.6,19,0.2,55,1,245,0.9
זכר,30-39,3 חודשים,118036,5.6,5,0.3,14,1.4,41,0.9
זכר,30-39,מתחילת קורונה,199803,5.8,47,0.5,86,1.5,564,2.1
זכר,30-39,חודש אחרון,93610,5.6,2,0.2,9,1.1,35,0.8
זכר,30-39,6 חודשים,139657,5.7,16,0.6,30,1.7,180,2
זכר,30-39,שנה,153669,5.7,29,0.7,50,1.8,320,2.4
נקבה,30-39,6 חודשים,215855,8.8,11,0.4,28,1.6,183,2
נקבה,30-39,3 חודשים,184437,8.8,2,0.1,11,1.1,54,1.1
נקבה,30-39,חודש אחרון,149571,9,2,0.2,6,0.7,41,1
נקבה,30-39,שנה,234082,8.7,18,0.4,58,2.1,326,2.4
נקבה,30-39,מתחילת קורונה,286820,8.4,33,0.3,89,1.6,546,2
זכר,40-49,מתחילת קורונה,178040,5.2,112,1.2,234,4.2,1294,4.8
זכר,40-49,שנה,138534,5.1,68,1.6,142,5.2,666,5
זכר,40-49,6 חודשים,126795,5.1,42,1.5,82,4.7,373,4.2
זכר,40-49,חודש אחרון,87866,5.3,7,0.5,28,3.4,83,2
זכר,40-49,3 חודשים,110250,5.3,13,0.9,41,4.2,107,2.3
נקבה,40-49,חודש אחרון,133074,8,7,0.5,16,1.9,52,1.2
נקבה,40-49,שנה,201224,7.5,41,1,81,3,499,3.7
נקבה,40-49,מתחילת קורונה,248450,7.3,73,0.8,139,2.5,885,3.3
נקבה,40-49,3 חודשים,165261,7.9,10,0.7,21,2.2,67,1.4
נקבה,40-49,6 חודשים,186590,7.6,18,0.6,47,2.7,283,3.2
זכר,50-59,שנה,87973,3.3,166,3.9,254,9.3,951,7.1
זכר,50-59,3 חודשים,72064,3.4,35,2.4,79,8.2,219,4.6
זכר,50-59,חודש אחרון,57302,3.4,26,2,64,7.7,193,4.6
זכר,50-59,מתחילת קורונה,118076,3.5,351,3.6,509,9.1,2122,7.9
זכר,50-59,6 חודשים,80369,3.3,94,3.3,153,8.7,579,6.5
נקבה,50-59,שנה,124444,4.6,96,2.3,153,5.6,750,5.6
נקבה,50-59,חודש אחרון,84543,5.1,19,1.5,43,5.2,133,3.2
נקבה,50-59,6 חודשים,114844,4.7,55,1.9,91,5.2,422,4.7
נקבה,50-59,מתחילת קורונה,158864,4.7,183,1.9,248,4.4,1471,5.5
נקבה,50-59,3 חודשים,104072,5,25,1.7,51,5.3,157,3.3
זכר,60-69,חודש אחרון,36979,2.2,71,5.5,90,10.8,370,8.9
זכר,60-69,3 חודשים,48450,2.3,90,6.2,113,11.7,427,9.1
זכר,60-69,שנה,58454,2.2,378,8.9,361,13.2,1324,9.9
זכר,60-69,מתחילת קורונה,79282,2.3,902,9.4,866,15.4,3080,11.5
זכר,60-69,6 חודשים,53005,2.2,231,8.1,218,12.5,874,9.8
נקבה,60-69,חודש אחרון,52604,3.2,42,3.3,58,7,263,6.3
נקבה,60-69,3 חודשים,66454,3.2,55,3.8,70,7.2,302,6.4
נקבה,60-69,6 חודשים,72219,2.9,177,6.2,161,9.2,659,7.4
נקבה,60-69,שנה,78770,2.9,262,6.2,251,9.2,1034,7.7
נקבה,60-69,מתחילת קורונה,100102,2.9,496,5.2,454,8.1,2063,7.7
זכר,70-79,3 חודשים,25981,1.2,179,12.3,142,14.7,651,13.8
זכר,70-79,6 חודשים,28169,1.1,385,13.5,248,14.2,1094,12.3
זכר,70-79,שנה,31327,1.2,590,13.9,382,14,1574,11.8
זכר,70-79,מתחילת קורונה,41757,1.2,1467,15.2,964,17.2,3484,13
זכר,70-79,חודש אחרון,19486,1.2,162,12.6,131,15.7,588,14.1
נקבה,70-79,שנה,38405,1.4,462,10.8,274,10,1295,9.7
נקבה,70-79,3 חודשים,31917,1.5,140,9.6,91,9.4,490,10.4
נקבה,70-79,מתחילת קורונה,49132,1.4,923,9.6,539,9.6,2544,9.5
נקבה,70-79,6 חודשים,34689,1.4,292,10.2,175,10,876,9.8
נקבה,70-79,חודש אחרון,24819,1.5,118,9.1,78,9.4,430,10.3
זכר,80-89,מתחילת קורונה,16473,0.5,1672,17.4,599,10.7,2833,10.5
זכר,80-89,3 חודשים,9325,0.4,270,18.6,121,12.5,699,14.8
זכר,80-89,שנה,11786,0.4,700,16.4,266,9.7,1443,10.8
זכר,80-89,6 חודשים,10397,0.4,489,17.1,190,10.9,1066,11.9
זכר,80-89,חודש אחרון,7367,0.4,253,19.6,112,13.5,629,15.1
נקבה,80-89,מתחילת קורונה,23079,0.7,1544,16,449,8,2901,10.8
נקבה,80-89,חודש אחרון,10775,0.6,260,20.2,94,11.3,658,15.8
נקבה,80-89,שנה,16597,0.6,706,16.6,229,8.4,1540,11.5
נקבה,80-89,6 חודשים,14753,0.6,492,17.2,160,9.1,1103,12.4
נקבה,80-89,3 חודשים,13273,0.6,280,19.3,100,10.3,721,15.3
זכר,90+,3 חודשים,2088,0.1,152,10.5,27,2.8,258,5.5
זכר,90+,מתחילת קורונה,3846,0.1,743,7.7,125,2.2,937,3.5
זכר,90+,שנה,2645,0.1,294,6.9,51,1.9,456,3.4
זכר,90+,חודש אחרון,1682,0.1,149,11.6,26,3.1,242,5.8
זכר,90+,6 חודשים,2331,0.1,226,7.9,39,2.2,354,4
נקבה,90+,3 חודשים,3988,0.2,186,12.8,32,3.3,376,8
נקבה,90+,6 חודשים,4445,0.2,314,11,44,2.5,569,6.4
נקבה,90+,חודש אחרון,3301,0.2,164,12.7,29,3.5,345,8.3
נקבה,90+,שנה,5018,0.2,416,9.8,58,2.1,724,5.4
נקבה,90+,מתחילת קורונה,7564,0.2,1012,10.5,122,2.2,1420,5.3
