section,female,male,period,order_period
0-9,"{'amount': 22, 'percentage': 0.5}","{'amount': 33, 'percentage': 0.8}",חודש אחרון,5
0-9,"{'amount': 51, 'percentage': 0.4}","{'amount': 72, 'percentage': 0.5}",שנה,2
0-9,"{'amount': 40, 'percentage': 0.4}","{'amount': 61, 'percentage': 0.7}",6 חודשים,3
0-9,"{'amount': 26, 'percentage': 0.6}","{'amount': 37, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 62, 'percentage': 0.2}","{'amount': 94, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 40, 'percentage': 0.3}","{'amount': 44, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 13, 'percentage': 0.3}","{'amount': 20, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 9, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.3}",חודש אחרון,5
10-19,"{'amount': 62, 'percentage': 0.2}","{'amount': 66, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 25, 'percentage': 0.3}","{'amount': 32, 'percentage': 0.4}",6 חודשים,3
20-29,"{'amount': 23, 'percentage': 0.5}","{'amount': 28, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 83, 'percentage': 0.9}","{'amount': 73, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 14, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 144, 'percentage': 1.1}","{'amount': 135, 'percentage': 1}",שנה,2
20-29,"{'amount': 245, 'percentage': 0.9}","{'amount': 206, 'percentage': 0.8}",מתחילת קורונה,1
30-39,"{'amount': 546, 'percentage': 2}","{'amount': 563, 'percentage': 2.1}",מתחילת קורונה,1
30-39,"{'amount': 54, 'percentage': 1.1}","{'amount': 41, 'percentage': 0.9}",3 חודשים,4
30-39,"{'amount': 183, 'percentage': 2}","{'amount': 180, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 326, 'percentage': 2.4}","{'amount': 320, 'percentage': 2.4}",שנה,2
30-39,"{'amount': 41, 'percentage': 1}","{'amount': 35, 'percentage': 0.8}",חודש אחרון,5
40-49,"{'amount': 499, 'percentage': 3.7}","{'amount': 666, 'percentage': 5}",שנה,2
40-49,"{'amount': 283, 'percentage': 3.2}","{'amount': 373, 'percentage': 4.2}",6 חודשים,3
40-49,"{'amount': 67, 'percentage': 1.4}","{'amount': 107, 'percentage': 2.3}",3 חודשים,4
40-49,"{'amount': 52, 'percentage': 1.2}","{'amount': 83, 'percentage': 2}",חודש אחרון,5
40-49,"{'amount': 885, 'percentage': 3.3}","{'amount': 1293, 'percentage': 4.8}",מתחילת קורונה,1
50-59,"{'amount': 157, 'percentage': 3.3}","{'amount': 219, 'percentage': 4.6}",3 חודשים,4
50-59,"{'amount': 422, 'percentage': 4.7}","{'amount': 579, 'percentage': 6.5}",6 חודשים,3
50-59,"{'amount': 133, 'percentage': 3.2}","{'amount': 193, 'percentage': 4.6}",חודש אחרון,5
50-59,"{'amount': 1472, 'percentage': 5.5}","{'amount': 2120, 'percentage': 7.9}",מתחילת קורונה,1
50-59,"{'amount': 750, 'percentage': 5.6}","{'amount': 951, 'percentage': 7.1}",שנה,2
60-69,"{'amount': 263, 'percentage': 6.3}","{'amount': 370, 'percentage': 8.9}",חודש אחרון,5
60-69,"{'amount': 660, 'percentage': 7.4}","{'amount': 873, 'percentage': 9.8}",6 חודשים,3
60-69,"{'amount': 302, 'percentage': 6.4}","{'amount': 427, 'percentage': 9.1}",3 חודשים,4
60-69,"{'amount': 2062, 'percentage': 7.7}","{'amount': 3081, 'percentage': 11.5}",מתחילת קורונה,1
60-69,"{'amount': 1035, 'percentage': 7.7}","{'amount': 1323, 'percentage': 9.9}",שנה,2
70-79,"{'amount': 1295, 'percentage': 9.7}","{'amount': 1574, 'percentage': 11.8}",שנה,2
70-79,"{'amount': 490, 'percentage': 10.4}","{'amount': 651, 'percentage': 13.8}",3 חודשים,4
70-79,"{'amount': 430, 'percentage': 10.3}","{'amount': 588, 'percentage': 14.1}",חודש אחרון,5
70-79,"{'amount': 876, 'percentage': 9.8}","{'amount': 1094, 'percentage': 12.3}",6 חודשים,3
70-79,"{'amount': 2544, 'percentage': 9.5}","{'amount': 3480, 'percentage': 13}",מתחילת קורונה,1
80-89,"{'amount': 1540, 'percentage': 11.5}","{'amount': 1443, 'percentage': 10.8}",שנה,2
80-89,"{'amount': 1103, 'percentage': 12.4}","{'amount': 1066, 'percentage': 11.9}",6 חודשים,3
80-89,"{'amount': 721, 'percentage': 15.3}","{'amount': 699, 'percentage': 14.8}",3 חודשים,4
80-89,"{'amount': 658, 'percentage': 15.8}","{'amount': 629, 'percentage': 15.1}",חודש אחרון,5
80-89,"{'amount': 2900, 'percentage': 10.8}","{'amount': 2827, 'percentage': 10.5}",מתחילת קורונה,1
90+,"{'amount': 569, 'percentage': 6.4}","{'amount': 354, 'percentage': 4}",6 חודשים,3
90+,"{'amount': 376, 'percentage': 8}","{'amount': 258, 'percentage': 5.5}",3 חודשים,4
90+,"{'amount': 724, 'percentage': 5.4}","{'amount': 456, 'percentage': 3.4}",שנה,2
90+,"{'amount': 1416, 'percentage': 5.3}","{'amount': 936, 'percentage': 3.5}",מתחילת קורונה,1
90+,"{'amount': 345, 'percentage': 8.3}","{'amount': 242, 'percentage': 5.8}",חודש אחרון,5
