period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10189,1030,10.11
3_Month,0-9,19876,2834,14.26
6_Month,0-9,80085,28246,35.27
1_Year,0-9,1194588,529195,44.3
All,0-9,1716377,768001,44.75
1_Month,10-19,13374,2935,21.95
3_Month,10-19,28517,7212,25.29
6_Month,10-19,86615,27423,31.66
1_Year,10-19,1108209,565367,51.02
All,10-19,1632341,811165,49.69
1_Month,20-29,19444,4636,23.84
3_Month,20-29,41744,10757,25.77
6_Month,20-29,121864,41359,33.94
1_Year,20-29,979104,423756,43.28
All,20-29,1478858,609313,41.2
1_Month,30-39,18713,4899,26.18
3_Month,30-39,40556,11722,28.9
6_Month,30-39,128703,49762,38.66
1_Year,30-39,956754,467164,48.83
All,30-39,1376192,617965,44.9
1_Month,40-49,19193,5315,27.69
3_Month,40-49,42315,13143,31.06
6_Month,40-49,125606,50716,40.38
1_Year,40-49,876727,438740,50.04
All,40-49,1222940,562353,45.98
1_Month,50-59,19802,5429,27.42
3_Month,50-59,43604,13717,31.46
6_Month,50-59,119336,50035,41.93
1_Year,50-59,690219,320470,46.43
All,50-59,958657,403997,42.14
1_Month,60-69,22114,5824,26.34
3_Month,60-69,49593,15454,31.16
6_Month,60-69,131045,56328,42.98
1_Year,60-69,585496,256720,43.85
All,60-69,793116,311304,39.25
1_Month,70-79,24242,5669,23.39
3_Month,70-79,51811,15503,29.92
6_Month,70-79,123570,53429,43.24
1_Year,70-79,392857,175784,44.75
All,70-79,519615,204963,39.45
1_Month,80-89,20900,3263,15.61
3_Month,80-89,36443,8199,22.5
6_Month,80-89,68920,26153,37.95
1_Year,80-89,155663,72489,46.57
All,80-89,223073,87367,39.17
1_Month,90+,7713,1031,13.37
3_Month,90+,12431,2378,19.13
6_Month,90+,20549,7065,34.38
1_Year,90+,37721,18229,48.33
All,90+,58868,22826,38.77
