name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Abu Rubei'a,2,אפור,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,10.09,8.22,3.03,0.0
Abu Qureinat,2,אפור,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,9.83,8.44,3.21,0.0
Petah Tiqwa,6.2,כתום,10.6,14,-26,414,כתום,2023-01-02T00:00:00.000Z,79.09,74.01,57.32,16.5
Zefat,6.2,כתום,6.6,16,9,31,כתום,2023-01-02T00:00:00.000Z,45.18,40.06,26.93,8.5
Jish(Gush Halav),3.8,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,76.06,69.87,50.96,0.0
Daliyat Al-Karmel,4.8,צהוב,2.8,10,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,64.54,54.90,38.28,
Eilabun,4.6,צהוב,8.6,14,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,71.89,64.85,46.03,
Savyon,4.5,צהוב,7.4,15,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,מעל 90%,83.98,
Ma'agan Mikha'el,4.5,ירוק,9.6,40,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,81.05,78.84,62.87,
Tuba-Zangariyye,3,צהוב,1.5,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,65.47,59.02,32.19,
Bir El-Maksur,3.3,ירוק,1.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,68.38,61.79,36.81,
Kefar Tavor,4.3,ירוק,2.3,6,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,87.80,83.57,66.53,
Hawashla,2,אפור,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,13.87,12.04,4.17,0.0
Hosha'aya,4.5,ירוק,9.6,20,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,84.39,63.81,
Mevo Horon,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,59.12,51.36,32.67,0.0
Noqedim,4.5,ירוק,3.9,25,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,54.76,48.22,34.13,
Giv'atayim,5.4,כתום,9.5,16,-29,94,צהוב,2023-01-02T00:00:00.000Z,79.82,77.51,65.02,15.4
Herzliyya,5,כתום,9.6,11,-16,152,צהוב,2023-01-02T00:00:00.000Z,87.54,84.41,69.60,15.3
Hadera,6.6,צהוב,10.9,13,11,143,כתום,2023-01-02T00:00:00.000Z,72.77,68.78,52.76,14.5
Deir Hanna,4.8,ירוק,2.9,4,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,73.29,62.15,38.04,
Na'ura,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,73.05,63.50,37.61,
Reine,3.9,צהוב,1.6,7,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,54.23,46.89,25.84,
Migdal Haemeq,6.9,אדום,15.1,25,-18,60,כתום,2023-01-02T00:00:00.000Z,73.73,68.86,52.45,23.3
Bet Dagan,5.4,צהוב,6.9,11,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,74.97,70.42,55.69,
Mughar,4.7,צהוב,6.0,10,7,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,72.36,64.45,41.14,
Bi'ne,5,צהוב,10.7,7,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,61.38,51.56,28.90,
Tur'an,3.8,צהוב,2.1,4,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,70.59,61.28,35.11,
Mazra'a,4.3,ירוק,15.0,9,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,67.47,61.63,38.22,
Ein Mahel,3.3,ירוק,3.0,5,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,74.51,60.57,35.46,
Isifya,4.3,ירוק,5.5,4,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,67.65,59.63,39.84,
Daburiyya,3.9,ירוק,6.6,9,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,68.77,59.32,37.63,
Kafar Yasif,4.9,צהוב,6.8,3,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,74.18,65.83,41.97,
Sajur,4.5,ירוק,4.6,8,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,78.21,68.10,48.42,
Zarzir,3.8,ירוק,7.2,1,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,62.77,56.77,30.32,
Kabul,4.4,צהוב,2.8,2,-23,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,65.53,55.24,34.31,
Nofit,5.3,ירוק,15.3,30,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,מעל 90%,89.20,77.03,
Segev-Shalom,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,31.58,26.82,11.50,
Hura,1.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,25.10,21.07,9.01,
Nof Ayyalon,4.5,ירוק,4.8,10,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,מעל 90%,74.62,
Qiryat Ono,6.4,כתום,11.0,20,-16,83,כתום,2023-01-02T00:00:00.000Z,83.52,80.16,64.24,20.4
Tire,3.4,ירוק,1.9,5,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,65.05,56.49,34.01,
Shilo,4.1,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,55.29,48.82,29.57,0.0
Qasr A-Sir,1.4,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,18.38,16.91,7.08,0.0
Mizpe Yeriho,4.5,ירוק,3.9,25,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,59.88,53.41,36.53,
Berakha,3.4,ירוק,6.9,100,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,62.53,53.98,32.41,
Rosh Haayin,6,כתום,6.7,15,-36,71,כתום,2023-01-02T00:00:00.000Z,72.30,67.95,52.37,10.5
Qedumim,4.5,ירוק,4.4,22,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,73.82,68.49,50.12,
Bet El,4,ירוק,1.7,5,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,67.80,61.37,44.62,
Qarne Shomeron,4.5,צהוב,4.2,16,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,70.93,66.02,49.17,
Sallama,3.6,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,68.81,58.96,36.19,0.0
Zur Yizhaq,4.5,ירוק,7.6,25,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,76.57,72.67,53.27,
Judeide-Maker,4.6,ירוק,7.5,6,45,21,צהוב,2023-01-02T00:00:00.000Z,66.70,58.12,34.47,9.8
Lappid,4.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,89.89,87.38,73.39,
Kokhav Hashahar,0.3,ירוק,0.0,0,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,62.37,54.54,37.67,0.0
Efrat,4.5,ירוק,2.6,16,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,85.68,79.51,58.73,
Alfe Menashe,5.1,צהוב,10.0,42,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,83.66,80.96,64.96,
Pedu'el,4.5,ירוק,9.8,28,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,82.21,75.28,51.35,0.0
Haifa,5.4,צהוב,11.2,10,3,533,צהוב,2023-01-02T00:00:00.000Z,79.17,75.26,61.09,18.7
Qazrin,5.5,צהוב,2.7,11,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,72.85,69.56,54.63,
Shibli-Umm Al-Ghanam,4.5,ירוק,6.5,10,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,73.57,65.37,41.55,
Ez Efrayim,4.5,ירוק,8.1,40,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,70.36,65.51,45.30,
Ashdod,5.6,צהוב,10.5,10,-18,342,צהוב,2023-01-02T00:00:00.000Z,71.00,64.33,47.69,15.1
Yirka,4.4,ירוק,4.0,4,-28,19,ירוק,2023-01-02T00:00:00.000Z,65.42,54.46,34.52,10.9
Immanu'el,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,29.10,23.25,12.41,
Oranit,6.4,צהוב,14.4,36,30,קטן מ-15,כתום,2023-01-02T00:00:00.000Z,88.02,84.74,67.24,
Bene Beraq,5.2,צהוב,3.7,14,18,132,צהוב,2023-01-02T00:00:00.000Z,45.36,33.53,19.93,6.3
Ahuzzat Baraq,4.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,88.12,69.14,
Bet She'an,7.4,כתום,10.5,20,-4,28,כתום,2023-01-02T00:00:00.000Z,74.45,68.44,48.76,14.8
Zikhron Ya'aqov,7.2,כתום,9.4,20,29,33,כתום,2023-01-02T00:00:00.000Z,80.71,77.01,62.60,14.0
Mas'udin Al-'azazme,2,אפור,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,7.84,6.46,2.35,
Ka'abiyye-Tabbash-Hajajre,2.5,ירוק,3.6,2,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,60.63,52.06,26.85,
Qiryat Shemona,8.1,כתום,18.2,16,13,71,אדום,2023-01-02T00:00:00.000Z,77.73,73.36,57.53,31.6
Jerusalem,4.2,צהוב,4.5,8,-19,741,ירוק,2023-01-02T00:00:00.000Z,61.77,53.22,34.39,7.8
Allon Shevut,4.5,ירוק,6.4,18,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,84.76,66.44,
Modi'in Illit,3.2,ירוק,1.3,15,0,23,ירוק,2023-01-02T00:00:00.000Z,42.30,25.58,12.99,2.9
Betar Illit,3.6,ירוק,1.1,10,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,34.39,24.15,11.94,
Na'ale,4.5,ירוק,8.5,22,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,71.33,65.92,50.40,
Hazor Hagelilit,6.1,כתום,8.4,13,-9,קטן מ-15,כתום,2023-01-02T00:00:00.000Z,69.94,62.14,45.62,
Netivot,4.9,צהוב,5.8,11,9,40,צהוב,2023-01-02T00:00:00.000Z,55.66,47.50,30.20,10.1
Beit Jann,4.1,ירוק,4.1,3,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,72.82,60.76,42.36,
Afula,7.5,כתום,13.9,19,-26,120,כתום,2023-01-02T00:00:00.000Z,71.29,66.80,50.88,21.1
Rishon Leziyyon,5.8,צהוב,9.8,13,-11,371,צהוב,2023-01-02T00:00:00.000Z,78.22,74.93,60.33,14.5
Rehovot,5.7,כתום,9.9,14,-12,211,צהוב,2023-01-02T00:00:00.000Z,74.30,70.00,54.08,14.4
Zur Moshe,4.4,ירוק,3.0,6,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,70.49,67.89,54.96,
Qiryat Eqron,4.6,צהוב,5.4,6,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,69.66,65.60,48.23,
Kaokab Abu Al-Hija,4.8,צהוב,2.7,3,0,קטן מ-15,צהוב,2023-01-02T00:00:00.000Z,71.73,62.46,38.23,
Kafar Misr,4.1,ירוק,3.6,9,0, 0 ,ירוק,2023-01-02T00:00:00.000Z,68.72,58.46,33.84,0.0
Fureidis,2.1,ירוק,0.7,3,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,69.63,60.67,37.93,
Ar'ara,3.7,ירוק,0.8,3,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,51.82,45.23,25.26,
Shimshit,4.1,ירוק,11.9,60,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,מעל 90%,מעל 90%,77.76,
Bir Hadage,3.1,ירוק,0.0,0,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,3.50,2.64,0.95,
Rekhasim,4.5,ירוק,3.0,21,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,47.67,35.10,20.17,
Shetulim,4.5,ירוק,14.3,20,0,קטן מ-15,ירוק,2023-01-02T00:00:00.000Z,72.91,68.37,52.08,
