gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,298096,8.9,5,0.1,21,1,69,0.6,2006,4.9
זכר,0-9,חודש אחרון,501,1.3,0,0,1,0.6,4,0.7,73,2.7
זכר,0-9,מתחילת קורונה,443028,9.4,8,0.1,35,0.5,128,0.4,3406,3.7
זכר,0-9,6 חודשים,12538,3.6,0,0,4,0.6,10,0.3,473,3.4
זכר,0-9,3 חודשים,1309,1.3,0,0,1,0.4,4,0.4,125,2.4
נקבה,0-9,חודש אחרון,463,1.2,0,0,1,0.6,2,0.3,47,1.7
נקבה,0-9,מתחילת קורונה,365094,7.7,4,0,18,0.3,80,0.2,2738,2.9
נקבה,0-9,6 חודשים,11203,3.2,0,0,2,0.3,6,0.2,344,2.4
נקבה,0-9,3 חודשים,1371,1.4,0,0,1,0.4,2,0.2,78,1.5
נקבה,0-9,שנה,236507,7.1,2,0.1,11,0.5,43,0.4,1602,3.9
זכר,10-19,חודש אחרון,1251,3.1,0,0,0,0,2,0.3,13,0.5
זכר,10-19,מתחילת קורונה,442441,9.4,6,0,25,0.4,83,0.3,1103,1.2
זכר,10-19,שנה,288102,8.6,3,0.1,11,0.5,29,0.3,468,1.1
זכר,10-19,3 חודשים,2940,3,0,0,0,0,2,0.2,24,0.5
זכר,10-19,6 חודשים,10948,3.1,0,0,1,0.2,5,0.2,115,0.8
נקבה,10-19,6 חודשים,13138,3.7,0,0,1,0.2,6,0.2,91,0.6
נקבה,10-19,שנה,288634,8.7,2,0.1,10,0.5,21,0.2,506,1.2
נקבה,10-19,חודש אחרון,1648,4.1,0,0,1,0.6,1,0.2,14,0.5
נקבה,10-19,מתחילת קורונה,434826,9.2,7,0.1,24,0.4,83,0.3,1247,1.3
נקבה,10-19,3 חודשים,4172,4.2,0,0,1,0.4,3,0.3,28,0.5
זכר,20-29,מתחילת קורונה,273341,5.8,26,0.2,61,0.9,254,0.8,1711,1.8
זכר,20-29,חודש אחרון,1906,4.8,0,0,1,0.6,3,0.5,21,0.8
זכר,20-29,שנה,170794,5.1,4,0.1,17,0.8,50,0.5,537,1.3
זכר,20-29,6 חודשים,15175,4.3,2,0.2,6,0.9,10,0.3,134,1
זכר,20-29,3 חודשים,4103,4.1,1,0.3,4,1.4,4,0.4,37,0.7
נקבה,20-29,חודש אחרון,2688,6.8,0,0,2,1.3,2,0.3,57,2.1
נקבה,20-29,מתחילת קורונה,388427,8.2,22,0.2,64,0.9,286,0.9,5520,5.9
נקבה,20-29,שנה,262454,7.9,5,0.1,17,0.8,37,0.3,2258,5.5
נקבה,20-29,3 חודשים,6495,6.5,0,0,2,0.7,2,0.2,105,2
