name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,0
אל מקאסד,,,0
שמיר,,75.53311157226562,7
וולפסון,,79.06295776367188,17
זיו צפת,,89.33717346191406,9
הלל יפה,,94.75727844238281,4
נהריה,,,0
ברזילי,,,0
בני ציון,,,0
רבין ק. בילינסון,,87.54490661621094,13
סורוקה,,84.53518676757812,14
מאיר,,89.33161926269531,29
קפלן,,93.14079284667969,17
המרכזי בעמק,,83.27586364746094,9
הדסה עין כרם,,103.7037048339844,11
"רמב""ם",,,0
אוגוסטה ויקטוריה,,,0
אסותא אשדוד,,,0
סוראסקי,,,0
הכרמל,,89.36605072021484,2
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,61.82572555541992,6
יוספטל,,,0
מעייני הישועה,,,0
סנט וינסנט,,,0
פוריה,,,0
שערי צדק,,111.6646423339844,6
סנט ג'וזף,,,0
לניאדו,,96.65737915039062,6
