averageInfected,begin_date,end_date,isCurrentWeek
16083,2022-01-02T00:00:00.000Z,2022-01-08T00:00:00.000Z,False
43976,2022-01-09T00:00:00.000Z,2022-01-15T00:00:00.000Z,False
70524,2022-01-16T00:00:00.000Z,2022-01-22T00:00:00.000Z,False
74071,2022-01-23T00:00:00.000Z,2022-01-28T00:00:00.000Z,True
