name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,543
יוספטל,,69.23076629638672,28
שמיר,,75.4208755493164,221
וולפסון,,75.5490493774414,170
זיו צפת,,80.97982788085938,126
הלל יפה,,,65
נהריה,,,0
ברזילי,,79.6357650756836,161
פוריה,,76.05633544921875,77
סוראסקי,,118.7019653320313,356
בני ציון,,,0
רבין ק. בילינסון,,90.34564971923828,260
סורוקה,,75.44757080078125,348
מאיר,,87.01799774169922,274
קפלן,,86.04240417480469,95
המרכזי בעמק,,76.54723358154297,248
"רמב""ם",,92.93032836914062,275
רבין ק. השרון,,75.93360900878906,60
הדסה עין כרם,,99.0740737915039,749
הדסה הר הצופים,,91.66666412353516,175
הסקוטי,,,71
סנט וינסנט,,,0
המשפחה הקדושה,,,0
סנט ג'וזף,,,14
שערי צדק,,100.8505477905273,138
אל מקאסד,,,0
לניאדו,,93.87186431884766,50
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,74
שניידר,,,0
הכרמל,,80.98159790039062,195
