gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,3 חודשים,136299,10.1,2,0.4,5,0.9,18,0.7
זכר,0-9,שנה,230528,11.2,4,0.1,12,0.5,58,0.4
זכר,0-9,מתחילת קורונה,273862,10.3,5,0.1,17,0.3,78,0.3
זכר,0-9,6 חודשים,201736,11.2,3,0.1,9,0.7,45,0.6
זכר,0-9,חודש אחרון,130308,9.9,2,0.6,4,1,18,0.8
נקבה,0-9,שנה,184720,9,3,0.1,9,0.3,36,0.3
נקבה,0-9,6 חודשים,160170,8.9,1,0,3,0.2,23,0.3
נקבה,0-9,חודש אחרון,94864,7.2,1,0.3,3,0.8,9,0.4
נקבה,0-9,3 חודשים,101028,7.5,1,0.2,3,0.5,11,0.4
נקבה,0-9,מתחילת קורונה,221524,8.3,4,0,11,0.2,43,0.2
זכר,10-19,מתחילת קורונה,298620,11.2,3,0,17,0.3,58,0.2
זכר,10-19,6 חודשים,197994,11,1,0,8,0.6,26,0.4
זכר,10-19,3 חודשים,150684,11.1,0,0,1,0.2,13,0.5
זכר,10-19,חודש אחרון,145529,11.1,0,0,1,0.3,10,0.5
זכר,10-19,שנה,225819,11,1,0,9,0.3,37,0.3
נקבה,10-19,6 חודשים,192945,10.7,1,0,10,0.7,24,0.3
נקבה,10-19,מתחילת קורונה,280828,10.5,4,0,18,0.4,60,0.2
נקבה,10-19,3 חודשים,144861,10.7,0,0,6,1.1,9,0.4
נקבה,10-19,שנה,220311,10.7,1,0,13,0.5,40,0.3
נקבה,10-19,חודש אחרון,138614,10.6,0,0,5,1.3,7,0.3
זכר,20-29,3 חודשים,80131,5.9,1,0.2,7,1.3,21,0.8
זכר,20-29,שנה,125774,6.1,17,0.4,38,1.5,139,1.1
זכר,20-29,מתחילת קורונה,180561,6.8,23,0.3,46,0.9,198,0.8
זכר,20-29,6 חודשים,107242,6,4,0.2,17,1.2,64,0.9
זכר,20-29,חודש אחרון,78491,6,0,0,4,1,18,0.8
נקבה,20-29,מתחילת קורונה,242026,9.1,16,0.2,52,1,241,1
נקבה,20-29,שנה,181221,8.8,7,0.2,28,1.1,159,1.2
נקבה,20-29,3 חודשים,121636,9,0,0,8,1.5,19,0.8
נקבה,20-29,חודש אחרון,118766,9.1,0,0,5,1.3,12,0.5
נקבה,20-29,6 חודשים,157033,8.7,3,0.1,13,0.9,80,1.1
זכר,30-39,חודש אחרון,74755,5.7,3,0.9,8,2.1,17,0.8
זכר,30-39,3 חודשים,76720,5.7,6,1.3,12,2.2,28,1.1
זכר,30-39,6 חודשים,102994,5.7,15,0.7,26,1.9,171,2.3
זכר,30-39,מתחילת קורונה,158236,5.9,46,0.5,81,1.6,546,2.2
זכר,30-39,שנה,118284,5.8,32,0.8,50,1.9,351,2.7
נקבה,30-39,6 חודשים,156415,8.7,9,0.4,25,1.8,176,2.4
נקבה,30-39,מתחילת קורונה,220673,8.3,31,0.4,85,1.7,521,2.1
נקבה,30-39,שנה,175340,8.6,21,0.5,60,2.3,356,2.8
נקבה,30-39,3 חודשים,119027,8.8,0,0,8,1.5,38,1.5
נקבה,30-39,חודש אחרון,115575,8.8,0,0,3,0.8,23,1.1
זכר,40-49,3 חודשים,71226,5.3,9,1.9,34,6.2,72,2.8
זכר,40-49,6 חודשים,92107,5.1,36,1.7,71,5.2,357,4.8
זכר,40-49,מתחילת קורונה,138745,5.2,106,1.2,226,4.4,1256,5.1
זכר,40-49,שנה,103961,5.1,72,1.8,146,5.6,720,5.6
זכר,40-49,חודש אחרון,69356,5.3,3,0.9,19,4.9,47,2.1
נקבה,40-49,6 חודשים,132502,7.4,13,0.6,40,2.9,268,3.6
נקבה,40-49,3 חודשים,105769,7.8,7,1.5,19,3.5,46,1.8
נקבה,40-49,מתחילת קורונה,188436,7.1,69,0.8,130,2.5,853,3.5
נקבה,40-49,חודש אחרון,103056,7.9,3,0.9,10,2.6,31,1.4
נקבה,40-49,שנה,147177,7.2,39,1,82,3.1,538,4.2
זכר,50-59,מתחילת קורונה,93293,3.5,331,3.9,473,9.2,2022,8.2
זכר,50-59,שנה,66422,3.2,170,4.3,259,9.9,1035,8
זכר,50-59,חודש אחרון,46313,3.5,10,2.9,31,8,98,4.5
זכר,50-59,6 חודשים,58773,3.3,80,3.8,122,8.9,514,6.9
זכר,50-59,3 חודשים,47336,3.5,23,4.8,52,9.5,122,4.8
נקבה,50-59,חודש אחרון,64956,5,6,1.8,26,6.7,73,3.3
נקבה,50-59,3 חודשים,66279,4.9,11,2.3,36,6.6,96,3.8
נקבה,50-59,מתחילת קורונה,120779,4.5,167,1.9,227,4.4,1390,5.7
נקבה,50-59,6 חודשים,80920,4.5,42,2,78,5.7,388,5.2
נקבה,50-59,שנה,90250,4.4,91,2.3,146,5.6,781,6.1
זכר,60-69,6 חודשים,39668,2.2,201,9.6,177,12.9,754,10.2
זכר,60-69,מתחילת קורונה,63472,2.4,846,9.8,808,15.8,2862,11.7
זכר,60-69,חודש אחרון,32163,2.5,23,6.8,41,10.6,196,9
זכר,60-69,שנה,44274,2.2,395,10,359,13.7,1300,10.1
זכר,60-69,3 חודשים,32796,2.4,45,9.4,66,12,230,9.1
נקבה,60-69,מתחילת קורונה,76483,2.9,466,5.4,429,8.4,1915,7.8
נקבה,60-69,3 חודשים,42903,3.2,28,5.8,52,9.5,151,6
נקבה,60-69,שנה,57079,2.8,270,6.8,257,9.8,1006,7.8
נקבה,60-69,6 חודשים,51430,2.9,160,7.6,145,10.6,548,7.4
נקבה,60-69,חודש אחרון,42008,3.2,14,4.1,33,8.5,121,5.5
זכר,70-79,3 חודשים,17777,1.3,55,11.5,71,12.9,335,13.2
זכר,70-79,שנה,23838,1.2,567,14.3,365,14,1466,11.4
זכר,70-79,מתחילת קורונה,33482,1.3,1339,15.6,887,17.3,3155,12.9
זכר,70-79,6 חודשים,21406,1.2,298,14.2,198,14.4,894,12.1
זכר,70-79,חודש אחרון,17445,1.3,41,12.1,59,15.3,304,13.9
נקבה,70-79,3 חודשים,20721,1.5,59,12.3,55,10,264,10.4
נקבה,70-79,מתחילת קורונה,37865,1.4,829,9.6,489,9.5,2302,9.4
נקבה,70-79,6 חודשים,25142,1.4,223,10.6,138,10.1,704,9.5
נקבה,70-79,חודש אחרון,20283,1.5,35,10.3,36,9.3,222,10.1
נקבה,70-79,שנה,28140,1.4,437,11.1,263,10.1,1213,9.4
זכר,80-89,חודש אחרון,5982,0.5,55,16.2,40,10.4,334,15.3
זכר,80-89,3 חודשים,6100,0.5,64,13.3,48,8.7,355,14
זכר,80-89,מתחילת קורונה,13178,0.5,1463,17,524,10.2,2471,10.1
זכר,80-89,6 חודשים,7812,0.4,334,15.9,124,9,824,11.1
זכר,80-89,שנה,8942,0.4,602,15.2,229,8.8,1257,9.7
נקבה,80-89,חודש אחרון,8391,0.6,71,20.9,35,9.1,354,16.2
נקבה,80-89,שנה,12520,0.6,627,15.9,199,7.6,1392,10.8
נקבה,80-89,3 חודשים,8550,0.6,81,16.9,40,7.3,381,15.1
נקבה,80-89,מתחילת קורונה,18362,0.7,1344,15.6,389,7.6,2550,10.4
