actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3301,ירושלים,35,17577,"נדרשים הסברה, בדיקות ואכיפת בידוד",17571,1429
941,בני ברק,47,9598,"נדרשים הסברה, בדיקות ואכיפת בידוד",4895,488
386,טירה,145,645,"נדרשים הסברה, בדיקות ואכיפת בידוד",1690,292
271,כפר קאסם,113,634,"נדרשים הסברה, בדיקות ואכיפת בידוד",811,181
176,ג'דיידה-מכר,85,225,"נדרשים הסברה, בדיקות ואכיפת בידוד",1040,121
126,בית ג'ן,106,174,"נדרשים הסברה, בדיקות ואכיפת בידוד",744,93
104,דאלית אל-כרמל,60,123,"נדרשים הסברה, בדיקות ואכיפת בידוד",960,90
70,כפר ברא,185,109,"נדרשים הסברה, בדיקות ואכיפת בידוד",107,28
63,חריש,44,147,"נדרשים הסברה, בדיקות ואכיפת בידוד",288,43
57,לקיה,37,102,"נדרשים הסברה, בדיקות ואכיפת בידוד",264,48
46,עספיא,37,72,"נדרשים הסברה, בדיקות ואכיפת בידוד",442,40
41,עוזייר,125,41,"נדרשים הסברה, בדיקות ואכיפת בידוד",203,32
41,כוכב יעקב,46,177,"נדרשים הסברה, בדיקות ואכיפת בידוד",119,25
36,תפרח,166,70,"נדרשים הסברה, בדיקות ואכיפת בידוד",110,34
33,אעבלין,25,60,"נדרשים הסברה, בדיקות ואכיפת בידוד",182,23
28,עמנואל,67,95,"נדרשים הסברה, בדיקות ואכיפת בידוד",55,18
20,שייח' דנון,69,23,"נדרשים הסברה, בדיקות ואכיפת בידוד",85,11-14
19,יקיר,81,26,"נדרשים הסברה, בדיקות ואכיפת בידוד",56,17
18,כעביה-טבאש-חג'אג'רה,31,22,"נדרשים הסברה, בדיקות ואכיפת בידוד",93,11-14
 קטן מ-15 ,משהד,13, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",83,6-10
 קטן מ-15 ,גבעת ברנר,60,21,"נדרשים הסברה, בדיקות ואכיפת בידוד",28,6-10
 קטן מ-15 ,אלקנה,32,48,"נדרשים הסברה, בדיקות ואכיפת בידוד",58,6-10
 קטן מ-15 ,נאעורה,50,18,"נדרשים הסברה, בדיקות ואכיפת בידוד",48,6-10
810,תל אביב - יפו,18,4735,נדרשת הגדלה של מספר הבדיקות,6307,240
673,אשדוד,30,3610,נדרשת הגדלה של מספר הבדיקות,5387,399
634,מודיעין עילית,82,3412,נדרשת הגדלה של מספר הבדיקות,6369,300
467,נתניה,22,1905,נדרשת הגדלה של מספר הבדיקות,3627,218
363,רהט,54,940,נדרשת הגדלה של מספר הבדיקות,1702,163
259,אום אל-פחם,46,681,נדרשת הגדלה של מספר הבדיקות,1390,171
256,רמלה,34,1190,נדרשת הגדלה של מספר הבדיקות,1178,142
194,נתיבות,50,732,נדרשת הגדלה של מספר הבדיקות,927,115
193,סח'נין,59,326,נדרשת הגדלה של מספר הבדיקות,1261,118
124,עילוט,147,225,נדרשת הגדלה של מספר הבדיקות,253,38
99,עין מאהל,73,282,נדרשת הגדלה של מספר הבדיקות,175,39
98,קרית מלאכי,40,645,נדרשת הגדלה של מספר הבדיקות,282,44
66,ג'ת,54,224,נדרשת הגדלה של מספר הבדיקות,297,37
49,זמר,69,122,נדרשת הגדלה של מספר הבדיקות,132,22
28,קרני שומרון,33,74,נדרשת הגדלה של מספר הבדיקות,133,18
19,סאג'ור,46,44,נדרשת הגדלה של מספר הבדיקות,129,11-14
15,"כפר חב""ד",22,165,נדרשת הגדלה של מספר הבדיקות,117,11-14
 קטן מ-15 ,יד בנימין,26,57,נדרשת הגדלה של מספר הבדיקות,48,6-10
 קטן מ-15 ,מסעדה,27,22,נדרשת הגדלה של מספר הבדיקות,25,1-5
403,פתח תקווה,16,2522,"נדרשת הידברות, הסברה ואכיפה",3909,195
386,באר שבע,20,1745,"נדרשת הידברות, הסברה ואכיפה",3377,155
358,חיפה,13,1621,"נדרשת הידברות, הסברה ואכיפה",4448,198
310,חולון,17,1818,"נדרשת הידברות, הסברה ואכיפה",2358,125
261,נצרת,33,604,"נדרשת הידברות, הסברה ואכיפה",811,69
260,אשקלון,18,1317,"נדרשת הידברות, הסברה ואכיפה",2379,61
