averageInfected,begin_date,end_date,isCurrentWeek
2113,2022-05-15T00:00:00.000Z,2022-05-21T00:00:00.000Z,False
1892,2022-05-22T00:00:00.000Z,2022-05-28T00:00:00.000Z,False
2313,2022-05-29T00:00:00.000Z,2022-06-04T00:00:00.000Z,False
1801,2022-06-05T00:00:00.000Z,2022-06-06T00:00:00.000Z,True
