section,female,male,period
0-9,"{'amount': 73, 'percentage': 0.3}","{'amount': 112, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
0-9,"{'amount': 54, 'percentage': 0.4}","{'amount': 81, 'percentage': 0.7}",שנה
0-9,"{'amount': 36, 'percentage': 0.5}","{'amount': 55, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 5, 'percentage': 0.3}","{'amount': 17, 'percentage': 1.1}",3 חודשים
10-19,"{'amount': 35, 'percentage': 0.3}","{'amount': 41, 'percentage': 0.3}",שנה
10-19,"{'amount': 1, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.4}",חודש אחרון
10-19,"{'amount': 17, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 78, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 5, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 2, 'percentage': 0.1}","{'amount': 8, 'percentage': 0.5}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
20-29,"{'amount': 97, 'percentage': 0.8}","{'amount': 93, 'percentage': 0.8}",שנה
20-29,"{'amount': 25, 'percentage': 0.4}","{'amount': 40, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 270, 'percentage': 0.9}","{'amount': 244, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 2, 'percentage': 0.7}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 222, 'percentage': 1.8}","{'amount': 215, 'percentage': 1.8}",שנה
30-39,"{'amount': 595, 'percentage': 2.1}","{'amount': 625, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 68, 'percentage': 1}","{'amount': 60, 'percentage': 0.9}",6 חודשים
30-39,"{'amount': 15, 'percentage': 1}","{'amount': 15, 'percentage': 1}",3 חודשים
40-49,"{'amount': 334, 'percentage': 2.7}","{'amount': 463, 'percentage': 3.8}",שנה
40-49,"{'amount': 3, 'percentage': 1.1}","{'amount': 3, 'percentage': 1.1}",חודש אחרון
40-49,"{'amount': 966, 'percentage': 3.3}","{'amount': 1401, 'percentage': 4.8}",מתחילת קורונה
40-49,"{'amount': 86, 'percentage': 1.3}","{'amount': 141, 'percentage': 2.1}",6 חודשים
40-49,"{'amount': 14, 'percentage': 0.9}","{'amount': 23, 'percentage': 1.5}",3 חודשים
50-59,"{'amount': 6, 'percentage': 2.2}","{'amount': 9, 'percentage': 3.2}",חודש אחרון
50-59,"{'amount': 1570, 'percentage': 5.4}","{'amount': 2227, 'percentage': 7.7}",מתחילת קורונה
50-59,"{'amount': 204, 'percentage': 3}","{'amount': 301, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 524, 'percentage': 4.3}","{'amount': 712, 'percentage': 5.8}",שנה
50-59,"{'amount': 33, 'percentage': 2.2}","{'amount': 52, 'percentage': 3.5}",3 חודשים
60-69,"{'amount': 883, 'percentage': 7.2}","{'amount': 1179, 'percentage': 9.7}",שנה
60-69,"{'amount': 15, 'percentage': 5.4}","{'amount': 30, 'percentage': 10.8}",חודש אחרון
60-69,"{'amount': 80, 'percentage': 5.4}","{'amount': 122, 'percentage': 8.2}",3 חודשים
60-69,"{'amount': 2217, 'percentage': 7.7}","{'amount': 3277, 'percentage': 11.3}",מתחילת קורונה
60-69,"{'amount': 427, 'percentage': 6.3}","{'amount': 600, 'percentage': 8.8}",6 חודשים
70-79,"{'amount': 1218, 'percentage': 10}","{'amount': 1562, 'percentage': 12.8}",שנה
70-79,"{'amount': 31, 'percentage': 11.1}","{'amount': 49, 'percentage': 17.6}",חודש אחרון
70-79,"{'amount': 2786, 'percentage': 9.6}","{'amount': 3677, 'percentage': 12.7}",מתחילת קורונה
70-79,"{'amount': 714, 'percentage': 10.5}","{'amount': 966, 'percentage': 14.1}",6 חודשים
70-79,"{'amount': 155, 'percentage': 10.4}","{'amount': 226, 'percentage': 15.2}",3 חודשים
80-89,"{'amount': 44, 'percentage': 15.8}","{'amount': 43, 'percentage': 15.4}",חודש אחרון
80-89,"{'amount': 3165, 'percentage': 10.9}","{'amount': 3050, 'percentage': 10.5}",מתחילת קורונה
80-89,"{'amount': 1588, 'percentage': 13}","{'amount': 1534, 'percentage': 12.6}",שנה
80-89,"{'amount': 1058, 'percentage': 15.5}","{'amount': 1019, 'percentage': 14.9}",6 חודשים
80-89,"{'amount': 232, 'percentage': 15.6}","{'amount': 235, 'percentage': 15.8}",3 חודשים
90+,"{'amount': 22, 'percentage': 7.9}","{'amount': 16, 'percentage': 5.7}",חודש אחרון
90+,"{'amount': 804, 'percentage': 6.6}","{'amount': 558, 'percentage': 4.6}",שנה
90+,"{'amount': 556, 'percentage': 8.1}","{'amount': 435, 'percentage': 6.4}",6 חודשים
90+,"{'amount': 1526, 'percentage': 5.3}","{'amount': 1033, 'percentage': 3.6}",מתחילת קורונה
90+,"{'amount': 133, 'percentage': 8.9}","{'amount': 118, 'percentage': 7.9}",3 חודשים
