period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,70413,5897,8.37
3_Month,0-9,254693,58081,22.8
6_Month,0-9,1210516,502906,41.54
1_Year,0-9,1489897,626918,42.08
All,0-9,1699876,734915,43.23
1_Month,10-19,72362,6929,9.58
3_Month,10-19,275469,56655,20.57
6_Month,10-19,1133581,540458,47.68
1_Year,10-19,1390159,631732,45.44
All,10-19,1619718,777392,48
1_Month,20-29,109970,6488,5.9
3_Month,20-29,377608,62260,16.49
6_Month,20-29,975768,376094,38.54
1_Year,20-29,1224197,438864,35.85
All,20-29,1453682,560690,38.57
1_Month,30-39,111724,8464,7.58
3_Month,30-39,364357,73101,20.06
6_Month,30-39,948825,408082,43.01
1_Year,30-39,1166400,472310,40.49
All,30-39,1353882,558677,41.26
1_Month,40-49,104722,8972,8.57
3_Month,40-49,348532,70654,20.27
6_Month,40-49,866533,376400,43.44
1_Year,40-49,1044868,425917,40.76
All,40-49,1201202,500239,41.64
1_Month,50-59,96164,8146,8.47
3_Month,50-59,309259,57236,18.51
6_Month,50-59,669033,254066,37.98
1_Year,50-59,808796,282051,34.87
All,50-59,935031,339282,36.29
1_Month,60-69,87029,8777,10.09
3_Month,60-69,274605,50197,18.28
6_Month,60-69,551798,179270,32.49
1_Year,60-69,665057,196999,29.62
All,60-69,765113,235434,30.77
1_Month,70-79,59672,7593,12.72
3_Month,70-79,184848,35645,19.28
6_Month,70-79,347390,101495,29.22
1_Year,70-79,420054,111198,26.47
All,70-79,484713,131636,27.16
1_Month,80-89,26229,2608,9.94
3_Month,80-89,69781,12966,18.58
6_Month,80-89,129465,38646,29.85
1_Year,80-89,160991,43266,26.87
All,80-89,203022,54268,26.73
1_Month,90+,7771,577,7.43
3_Month,90+,17200,2961,17.22
6_Month,90+,30231,9761,32.29
1_Year,90+,38062,10968,28.82
All,90+,52392,14630,27.92
