date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,10,10,0,0,10,0,0,1810,0.005524861878453038,5632,-314,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1810,0.005524861878453038,7857,-312,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1810,0.006629834254143647,7012,-314,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1810,0.007182320441988951,7012,-314,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1810,0.008839779005524863,5177,-313,0
2020-03-07T00:00:00.000Z,1,21,21,3,0,18,2,0,1810,0.01160220994475138,4861,-314,0
2020-03-08T00:00:00.000Z,2,27,27,5,0,22,4,0,1810,0.0149171270718232,7330,-312,0
2020-03-09T00:00:00.000Z,7,41,41,6,0,35,5,0,1810,0.02265193370165746,6205,-322,0
2020-03-10T00:00:00.000Z,2,61,61,6,0,55,5,0,1810,0.03370165745856354,6021,-309,0
2020-03-11T00:00:00.000Z,10,84,83,7,1,76,6,0,1810,0.04640883977900553,5981,-312,0
2020-03-12T00:00:00.000Z,6,106,104,7,1,98,6,0,1810,0.05856353591160221,5983,-311,0
2020-03-13T00:00:00.000Z,10,126,125,7,5,114,6,0,1810,0.06961325966850829,4121,-298,0
2020-03-14T00:00:00.000Z,20,166,164,6,5,155,4,0,1810,0.09171270718232044,3692,-308,0
2020-03-15T00:00:00.000Z,37,205,203,9,7,189,6,0,1810,0.1132596685082873,5489,-308,0
2020-03-16T00:00:00.000Z,27,225,219,11,6,208,7,0,1810,0.1243093922651934,4757,-251,0
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,1810,0.143646408839779,4336,-202,0
2020-03-18T00:00:00.000Z,54,313,274,17,12,284,7,1,1810,0.1729281767955801,3920,-105,0
2020-03-19T00:00:00.000Z,31,300,269,21,12,267,12,0,1810,0.1657458563535912,4053,27,0
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,1810,0.161878453038674,3207,203,0
2020-03-21T00:00:00.000Z,35,283,280,27,22,234,15,0,1810,0.156353591160221,2905,384,0
2020-03-22T00:00:00.000Z,54,331,312,38,33,260,22,0,1810,0.1828729281767956,4523,598,0
2020-03-23T00:00:00.000Z,58,363,330,44,37,282,24,0,1810,0.2005524861878453,4053,919,0
2020-03-24T00:00:00.000Z,82,406,354,48,49,309,26,3,1810,0.2243093922651934,3963,1306,0
2020-03-25T00:00:00.000Z,81,427,410,52,54,321,28,1,1810,0.2359116022099448,3666,1661,0
2020-03-26T00:00:00.000Z,82,483,430,56,67,360,31,5,1810,0.2668508287292818,3925,2140,0
2020-03-27T00:00:00.000Z,110,531,482,66,71,394,37,2,1810,0.2933701657458563,3267,2507,0
2020-03-28T00:00:00.000Z,53,527,496,70,83,374,41,1,1810,0.2911602209944751,2834,2948,0
2020-03-29T00:00:00.000Z,70,555,528,80,89,386,50,3,1810,0.3066298342541436,4289,3411,0
2020-03-30T00:00:00.000Z,121,633,584,89,106,438,54,1,1810,0.3497237569060773,3886,3861,0
2020-03-31T00:00:00.000Z,111,683,640,99,115,469,64,4,1810,0.3773480662983426,4005,4469,0
2020-04-01T00:00:00.000Z,147,773,731,111,143,519,72,8,1810,0.4270718232044199,4088,4316,689
2020-04-02T00:00:00.000Z,115,814,729,113,145,556,79,9,1810,0.4497237569060774,4284,4901,720
2020-04-03T00:00:00.000Z,97,812,723,131,159,522,93,5,1810,0.4486187845303867,3494,5410,717
2020-04-04T00:00:00.000Z,73,789,751,140,170,479,107,6,1810,0.4359116022099447,3155,5740,718
2020-04-05T00:00:00.000Z,100,825,739,135,193,497,107,7,1810,0.4558011049723757,4495,6239,693
2020-04-06T00:00:00.000Z,94,807,694,147,208,452,110,8,1810,0.4458563535911602,4088,6520,796
2020-04-07T00:00:00.000Z,72,747,651,160,204,383,106,7,1810,0.412707182320442,4313,6763,819
2020-04-08T00:00:00.000Z,57,693,615,166,196,331,115,9,1810,0.3828729281767956,3511,6937,859
2020-04-09T00:00:00.000Z,65,666,632,166,189,311,117,9,1810,0.3679558011049724,3363,7040,944
2020-04-10T00:00:00.000Z,55,672,598,170,173,329,128,8,1810,0.3712707182320442,4086,7163,1002
2020-04-11T00:00:00.000Z,40,625,593,182,163,280,130,6,1810,0.3453038674033149,3172,7272,1061
2020-04-12T00:00:00.000Z,90,668,619,177,175,316,130,7,1810,0.369060773480663,4965,7414,1074
2020-04-13T00:00:00.000Z,91,695,629,192,169,334,137,8,1810,0.3839779005524862,4653,7393,1181
2020-04-14T00:00:00.000Z,75,682,634,178,173,331,134,8,1810,0.3767955801104972,4376,7355,1229
2020-04-15T00:00:00.000Z,69,689,663,179,175,335,132,13,1810,0.3806629834254144,3492,7297,1238
2020-04-16T00:00:00.000Z,51,699,637,182,162,355,137,7,1810,0.3861878453038674,5388,7121,1366
2020-04-17T00:00:00.000Z,48,665,611,165,163,337,124,9,1810,0.3674033149171271,4188,7076,1348
2020-04-18T00:00:00.000Z,42,635,609,174,141,320,118,11,1810,0.350828729281768,3825,6650,1661
2020-04-19T00:00:00.000Z,40,622,572,157,148,317,118,8,1810,0.343646408839779,5788,6583,1707
2020-04-20T00:00:00.000Z,49,599,546,154,135,310,123,6,1810,0.330939226519337,5097,6341,1723
2020-04-21T00:00:00.000Z,27,545,507,145,146,254,119,9,1810,0.3011049723756906,4921,6178,1738
2020-04-22T00:00:00.000Z,36,524,488,149,122,253,110,3,1810,0.2895027624309393,4822,6048,1739
2020-04-23T00:00:00.000Z,32,496,447,146,106,244,114,4,1810,0.2740331491712707,5353,6096,1605
2020-04-24T00:00:00.000Z,26,464,440,144,109,211,108,3,1810,0.256353591160221,4411,5695,1751
2020-04-25T00:00:00.000Z,8,438,424,136,105,197,107,3,1810,0.2419889502762431,3643,5449,1762
2020-04-26T00:00:00.000Z,33,435,407,142,91,202,111,2,1810,0.2403314917127072,5757,5313,1737
2020-04-27T00:00:00.000Z,21,411,377,132,89,190,101,4,1810,0.2270718232044199,5298,4853,1775
2020-04-28T00:00:00.000Z,28,390,365,127,85,178,100,5,1810,0.2154696132596685,4854,4585,1726
2020-04-29T00:00:00.000Z,23,381,366,122,86,173,96,6,1810,0.2104972375690608,4207,4237,1726
2020-04-30T00:00:00.000Z,19,375,342,112,87,176,90,6,1810,0.207182320441989,5673,3992,1721
2020-05-01T00:00:00.000Z,20,343,324,109,81,153,89,4,1810,0.1895027624309392,4551,3459,1746
2020-05-02T00:00:00.000Z,14,336,329,111,66,159,90,3,1810,0.1856353591160221,3973,3400,1610
2020-05-03T00:00:00.000Z,14,323,297,101,71,151,84,3,1810,0.1784530386740331,5982,3304,1591
2020-05-04T00:00:00.000Z,19,306,274,97,71,138,78,3,1810,0.169060773480663,5531,3067,1545
2020-05-05T00:00:00.000Z,9,269,255,91,61,117,72,2,1810,0.1486187845303867,5408,2831,1488
2020-05-06T00:00:00.000Z,15,266,247,88,61,117,70,1,1810,0.1469613259668508,5362,2739,1439
2020-05-07T00:00:00.000Z,13,252,241,84,59,109,70,1,1810,0.1392265193370166,5634,2551,1423
2020-05-08T00:00:00.000Z,13,241,237,78,53,110,64,6,1810,0.1331491712707182,4819,2348,1365
2020-05-09T00:00:00.000Z,10,244,242,78,50,116,64,2,1810,0.1348066298342542,3270,2419,1204
2020-05-10T00:00:00.000Z,14,244,227,74,52,118,66,5,1810,0.1348066298342542,6334,2326,1202
2020-05-11T00:00:00.000Z,9,227,211,69,54,104,60,5,1810,0.125414364640884,5506,1945,1208
2020-05-12T00:00:00.000Z,10,218,201,65,52,101,56,3,1810,0.1204419889502763,5597,1931,1054
2020-05-13T00:00:00.000Z,10,200,197,61,48,91,53,3,1810,0.1104972375690608,5581,1882,968
2020-05-14T00:00:00.000Z,6,195,186,61,43,91,52,2,1810,0.1077348066298343,5986,1724,917
2020-05-15T00:00:00.000Z,1,186,182,61,43,82,52,0,1810,0.1027624309392265,5174,1617,814
2020-05-16T00:00:00.000Z,4,181,181,60,40,81,51,3,1810,0.1,4525,1590,780
2020-05-17T00:00:00.000Z,10,185,173,55,38,92,45,4,1810,0.1022099447513812,6784,1495,756
2020-05-18T00:00:00.000Z,3,171,160,52,42,77,43,3,1810,0.09447513812154697,6222,1278,725
2020-05-19T00:00:00.000Z,7,165,159,51,43,71,40,2,1810,0.09116022099447514,6324,1248,603
2020-05-20T00:00:00.000Z,4,158,145,46,40,72,41,1,1810,0.08729281767955802,6272,1185,570
2020-05-21T00:00:00.000Z,8,149,139,47,31,71,37,0,1810,0.08232044198895028,6558,1053,514
2020-05-22T00:00:00.000Z,5,141,138,46,32,63,37,0,1810,0.07790055248618785,5410,972,455
2020-05-23T00:00:00.000Z,3,141,140,46,33,62,37,0,1810,0.07790055248618785,4774,994,400
2020-05-24T00:00:00.000Z,0,139,124,43,36,60,34,1,1810,0.07679558011049724,7117,924,390
2020-05-25T00:00:00.000Z,8,131,123,41,32,58,29,2,1810,0.07237569060773481,6531,814,345
2020-05-26T00:00:00.000Z,4,122,117,36,37,49,32,0,1810,0.06740331491712707,6475,829,283
2020-05-27T00:00:00.000Z,4,120,113,40,37,43,36,2,1810,0.06629834254143646,6563,783,276
2020-05-28T00:00:00.000Z,7,120,113,36,37,47,34,1,1810,0.06629834254143646,5574,734,273
2020-05-29T00:00:00.000Z,5,117,117,39,36,42,37,0,1810,0.06464088397790055,4730,835,241
2020-05-30T00:00:00.000Z,5,123,122,35,43,45,33,0,1810,0.06795580110497237,4953,828,241
2020-05-31T00:00:00.000Z,5,125,117,35,47,43,31,0,1810,0.06906077348066299,7351,859,245
2020-06-01T00:00:00.000Z,12,128,111,33,45,50,29,3,1810,0.0707182320441989,6487,876,224
2020-06-02T00:00:00.000Z,12,117,110,29,44,44,29,2,1810,0.06464088397790055,6490,973,202
2020-06-03T00:00:00.000Z,8,118,114,28,42,48,25,1,1810,0.06519337016574586,6485,1006,225
2020-06-04T00:00:00.000Z,11,125,113,30,37,58,23,0,1810,0.06906077348066299,6894,1092,227
2020-06-05T00:00:00.000Z,8,119,109,29,41,49,23,1,1810,0.06574585635359116,5707,1184,228
2020-06-06T00:00:00.000Z,9,114,112,29,42,43,21,4,1810,0.06298342541436464,5138,1206,239
2020-06-07T00:00:00.000Z,13,122,118,29,42,51,23,2,1810,0.06740331491712707,7776,1281,247
2020-06-08T00:00:00.000Z,17,133,119,30,46,57,23,0,1810,0.07348066298342541,6604,1405,262
2020-06-09T00:00:00.000Z,10,129,116,31,42,56,24,1,1810,0.0712707182320442,6808,1535,259
2020-06-10T00:00:00.000Z,24,138,121,32,45,61,24,1,1810,0.07624309392265194,6897,1679,283
2020-06-11T00:00:00.000Z,13,134,123,35,38,61,24,0,1810,0.07403314917127071,6901,1755,321
2020-06-12T00:00:00.000Z,13,136,124,35,43,58,25,0,1810,0.07513812154696133,5730,1852,338
2020-06-13T00:00:00.000Z,11,133,130,35,45,53,26,1,1810,0.07348066298342541,5104,1923,359
2020-06-14T00:00:00.000Z,15,143,132,31,48,64,23,2,1810,0.07900552486187845,7664,2012,360
2020-06-15T00:00:00.000Z,23,155,133,36,47,72,25,0,1810,0.0856353591160221,6800,2110,393
2020-06-16T00:00:00.000Z,22,154,135,38,43,73,26,1,1810,0.08508287292817679,6956,2359,401
2020-06-17T00:00:00.000Z,22,158,149,36,49,73,29,0,1810,0.08729281767955802,6583,2538,428
2020-06-18T00:00:00.000Z,40,186,160,40,43,103,28,0,1810,0.1027624309392265,6854,2711,471
2020-06-19T00:00:00.000Z,30,191,181,39,47,105,29,1,1810,0.105524861878453,5792,2907,491
2020-06-20T00:00:00.000Z,34,214,210,41,50,123,28,1,1810,0.118232044198895,5060,2962,508
2020-06-21T00:00:00.000Z,38,247,213,45,59,143,29,0,1810,0.1364640883977901,7820,3069,520
2020-06-22T00:00:00.000Z,23,232,198,43,56,133,29,1,1810,0.1281767955801105,6967,3323,537
2020-06-23T00:00:00.000Z,21,217,191,40,52,125,26,2,1810,0.1198895027624309,6627,3651,561
2020-06-24T00:00:00.000Z,34,222,195,45,45,132,27,3,1810,0.1226519337016575,6666,4026,606
2020-06-25T00:00:00.000Z,26,217,194,44,56,117,28,4,1810,0.1198895027624309,6736,4388,633
2020-06-26T00:00:00.000Z,47,237,218,45,57,135,26,3,1810,0.130939226519337,5554,4665,673
2020-06-27T00:00:00.000Z,27,240,223,40,56,144,22,3,1810,0.1325966850828729,5035,4952,691
2020-06-28T00:00:00.000Z,47,267,227,39,67,161,22,2,1810,0.1475138121546961,7625,5220,689
2020-06-29T00:00:00.000Z,46,272,239,44,68,160,24,0,1810,0.1502762430939227,6912,5747,713
2020-06-30T00:00:00.000Z,53,292,254,56,68,168,24,1,1810,0.1613259668508287,6582,6360,751
2020-07-01T00:00:00.000Z,82,329,280,59,73,197,24,3,1810,0.181767955801105,6381,7167,771
2020-07-02T00:00:00.000Z,65,341,305,72,72,197,28,1,1810,0.1883977900552486,6741,8129,793
2020-07-03T00:00:00.000Z,57,356,311,83,75,198,29,2,1810,0.1966850828729282,5669,8838,879
2020-07-04T00:00:00.000Z,63,366,343,85,84,197,33,6,1810,0.2022099447513812,3900,9406,962
2020-07-05T00:00:00.000Z,82,424,373,94,82,248,32,2,1810,0.2342541436464088,7580,10055,952
2020-07-06T00:00:00.000Z,81,446,366,90,96,260,34,8,1810,0.2464088397790055,6675,10967,1022
2020-07-07T00:00:00.000Z,106,465,407,93,95,277,35,5,1810,0.2569060773480663,6440,11966,1202
2020-07-08T00:00:00.000Z,90,490,430,113,89,288,38,5,1810,0.2707182320441989,6483,12962,1357
2020-07-09T00:00:00.000Z,120,548,477,126,100,322,41,5,1810,0.3027624309392265,6617,13941,1643
2020-07-10T00:00:00.000Z,89,559,473,131,105,323,41,4,1810,0.3088397790055248,5620,14977,1806
2020-07-11T00:00:00.000Z,91,562,521,136,120,306,46,5,1810,0.3104972375690608,4855,15782,1916
2020-07-12T00:00:00.000Z,124,639,536,151,125,363,47,7,1810,0.3530386740331492,7556,16589,2017
2020-07-13T00:00:00.000Z,119,653,537,184,121,348,53,4,1810,0.3607734806629834,6781,17726,2251
2020-07-14T00:00:00.000Z,109,638,570,189,140,309,55,7,1810,0.3524861878453039,6685,18759,2483
2020-07-15T00:00:00.000Z,108,677,560,209,121,347,58,6,1810,0.3740331491712707,6558,20004,2733
2020-07-16T00:00:00.000Z,134,687,573,209,132,346,59,9,1810,0.3795580110497238,6787,21215,2938
2020-07-17T00:00:00.000Z,139,701,615,219,150,332,58,12,1810,0.387292817679558,5563,22039,3163
2020-07-18T00:00:00.000Z,103,708,674,234,150,324,57,8,1810,0.3911602209944751,4978,22649,3431
2020-07-19T00:00:00.000Z,154,823,694,271,144,408,74,10,1810,0.4546961325966851,7555,23130,3479
2020-07-20T00:00:00.000Z,143,819,685,265,148,406,79,12,1810,0.4524861878453039,6654,24053,3819
2020-07-21T00:00:00.000Z,126,806,674,257,142,407,81,9,1810,0.4453038674033149,6578,24975,4263
2020-07-22T00:00:00.000Z,134,800,705,285,138,377,80,6,1810,0.4419889502762431,6523,23130,4390
2020-07-23T00:00:00.000Z,127,817,715,311,152,354,84,16,1810,0.4513812154696132,6825,18114,4185
2020-07-24T00:00:00.000Z,106,812,731,330,152,330,87,8,1810,0.4486187845303867,5745,19260,2958
2020-07-25T00:00:00.000Z,90,814,779,322,178,314,99,7,1810,0.4497237569060774,4973,19352,3252
2020-07-26T00:00:00.000Z,124,889,777,312,197,380,100,10,1810,0.4911602209944752,7461,17400,3258
2020-07-27T00:00:00.000Z,138,915,787,317,182,416,95,7,1810,0.505524861878453,6758,17513,3198
2020-07-28T00:00:00.000Z,122,899,786,323,185,391,95,8,1810,0.4966850828729282,6596,17796,3289
2020-07-29T00:00:00.000Z,117,891,780,336,173,382,97,15,1810,0.4922651933701657,6307,18243,3263
2020-07-30T00:00:00.000Z,95,859,751,319,172,368,102,14,1810,0.474585635359116,5985,18122,3349
2020-07-31T00:00:00.000Z,116,857,771,318,171,368,94,15,1810,0.4734806629834254,5804,18055,3347
2020-08-01T00:00:00.000Z,108,865,811,338,165,362,94,14,1810,0.4779005524861879,4970,17992,3416
2020-08-02T00:00:00.000Z,140,941,824,350,171,420,100,11,1810,0.519889502762431,7335,15821,3597
2020-08-03T00:00:00.000Z,108,915,780,328,147,440,94,15,1810,0.505524861878453,6687,15930,3360
2020-08-04T00:00:00.000Z,109,879,763,342,164,373,98,11,1810,0.4856353591160221,6778,15936,3261
2020-08-05T00:00:00.000Z,141,894,774,355,164,375,105,10,1810,0.4939226519337017,6411,16079,3184
2020-08-06T00:00:00.000Z,110,876,763,357,150,369,97,9,1810,0.4839779005524862,6494,15667,3333
2020-08-07T00:00:00.000Z,117,879,806,367,159,353,104,11,1810,0.4856353591160221,5478,15820,3535
2020-08-08T00:00:00.000Z,100,893,855,388,177,328,101,14,1810,0.4933701657458564,4694,16047,3346
2020-08-09T00:00:00.000Z,142,996,839,388,199,409,110,7,1810,0.5502762430939226,7408,14464,3441
2020-08-10T00:00:00.000Z,105,931,800,391,183,357,109,15,1810,0.5143646408839779,6492,15022,3230
2020-08-11T00:00:00.000Z,99,896,775,374,191,331,110,11,1810,0.4950276243093923,6830,15877,3206
2020-08-12T00:00:00.000Z,105,871,746,373,171,327,107,15,1810,0.4812154696132597,6287,16217,3343
2020-08-13T00:00:00.000Z,137,881,774,372,177,332,108,16,1810,0.4867403314917127,6016,16425,3387
2020-08-14T00:00:00.000Z,105,880,795,369,178,333,103,12,1810,0.4861878453038674,5015,16777,3350
2020-08-15T00:00:00.000Z,112,912,864,384,179,349,111,10,1810,0.5038674033149171,4367,16720,3491
2020-08-16T00:00:00.000Z,124,977,832,374,196,407,107,17,1810,0.5397790055248619,6835,15655,3435
2020-08-17T00:00:00.000Z,82,938,702,392,182,364,109,6,1810,0.518232044198895,5724,16463,3179
2020-08-18T00:00:00.000Z,128,945,693,398,185,362,112,14,1810,0.5220994475138122,5872,16866,3115
2020-08-19T00:00:00.000Z,102,913,697,383,178,352,112,12,1810,0.5044198895027624,5657,16987,3100
2020-08-20T00:00:00.000Z,102,917,676,397,177,343,111,12,1810,0.5066298342541437,5895,17212,2979
2020-08-21T00:00:00.000Z,113,909,720,401,170,338,111,13,1810,0.5022099447513813,5024,17093,2935
2020-08-22T00:00:00.000Z,78,921,768,402,179,340,113,11,1810,0.5088397790055249,4402,17153,2835
2020-08-23T00:00:00.000Z,108,1002,773,406,210,386,113,13,1810,0.5535911602209945,6581,16019,2762
2020-08-24T00:00:00.000Z,111,1011,757,425,201,385,117,15,1810,0.5585635359116022,5785,16970,2372
2020-08-25T00:00:00.000Z,99,974,725,427,181,366,116,19,1810,0.538121546961326,5845,16528,2202
2020-08-26T00:00:00.000Z,127,1000,746,417,190,393,116,10,1810,0.5524861878453039,5757,15967,2248
2020-08-27T00:00:00.000Z,110,999,739,425,191,383,115,12,1810,0.5519337016574586,5745,16587,2184
2020-08-28T00:00:00.000Z,69,955,742,418,201,336,109,11,1810,0.5276243093922652,4938,16457,2216
2020-08-29T00:00:00.000Z,75,951,782,440,196,315,115,5,1810,0.525414364640884,4432,16543,2267
2020-08-30T00:00:00.000Z,126,1061,791,455,214,392,124,15,1810,0.5861878453038674,6672,15307,2241
2020-08-31T00:00:00.000Z,107,1062,778,437,208,417,119,22,1810,0.5867403314917127,5999,16424,2012
2020-09-01T00:00:00.000Z,85,1003,754,419,201,383,115,16,1810,0.5541436464088397,6662,17650,1948
2020-09-02T00:00:00.000Z,84,981,730,415,172,394,120,14,1810,0.541988950276243,6168,19283,1999
2020-09-03T00:00:00.000Z,108,969,725,403,157,409,115,15,1810,0.5353591160220994,6137,20071,2006
2020-09-04T00:00:00.000Z,84,962,756,416,145,401,119,12,1810,0.5314917127071823,5040,21325,2070
2020-09-05T00:00:00.000Z,78,978,810,438,147,393,124,15,1810,0.5403314917127072,4572,21767,2257
2020-09-06T00:00:00.000Z,116,1095,808,457,181,457,131,13,1810,0.6049723756906077,6856,21628,2180
