period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1129289,352411,31.21
1_Year,0-9,1506763,508273,33.73
All,0-9,1651528,589594,35.7
6_Month,0-9,1391328,467641,33.61
1_Month,0-9,1013271,332323,32.8
All,10-19,1559052,643270,41.26
1_Year,10-19,1382184,519709,37.6
1_Month,10-19,860743,372288,43.25
6_Month,10-19,1258856,483633,38.42
3_Month,10-19,1021075,399170,39.09
1_Month,20-29,603810,246439,40.81
3_Month,20-29,774994,262589,33.88
6_Month,20-29,1022358,320789,31.38
1_Year,20-29,1166120,349248,29.95
All,20-29,1344793,454292,33.78
1_Month,30-39,604979,253546,41.91
1_Year,30-39,1090017,351146,32.21
6_Month,30-39,965917,327166,33.87
All,30-39,1237372,425945,34.42
3_Month,30-39,755509,267924,35.46
All,40-49,1092420,372444,34.09
1_Year,40-49,961737,305803,31.8
6_Month,40-49,861999,286784,33.27
3_Month,40-49,692637,242572,35.02
1_Month,40-49,556083,229244,41.22
1_Year,50-59,712663,192468,27.01
6_Month,50-59,633803,179820,28.37
3_Month,50-59,499974,155673,31.14
1_Month,50-59,385429,148073,38.42
All,50-59,824216,244921,29.72
1_Month,60-69,306559,96861,31.6
All,60-69,659780,160077,24.26
1_Year,60-69,567531,124382,21.92
6_Month,60-69,503921,115822,22.98
3_Month,60-69,395802,101765,25.71
1_Month,70-79,177236,48507,27.37
All,70-79,405095,81973,20.24
1_Year,70-79,345340,63238,18.31
6_Month,70-79,301944,58432,19.35
3_Month,70-79,232688,51106,21.96
3_Month,80-89,90746,19676,21.68
All,80-89,175313,35632,20.32
1_Year,80-89,139748,25699,18.39
6_Month,80-89,117695,23303,19.8
1_Month,80-89,72546,18856,25.99
All,90+,46631,10290,22.07
1_Year,90+,35282,6922,19.62
6_Month,90+,29051,6239,21.48
3_Month,90+,23059,5283,22.91
1_Month,90+,19168,5091,26.56
