age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,98253,12416,1505185,6.5,0.8
20-29,269951,85548,1277634,21.1,6.7
30-39,308267,114445,1186386,26,9.6
40-49,521817,178860,1080768,48.3,16.5
50-59,521789,244165,832687,62.7,29.3
60-69,548779,431507,735380,74.6,58.7
70-79,423845,357745,462148,91.7,77.4
80-89,188649,156798,222547,84.8,70.5
90+,44257,36545,50589,87.5,72.2
