city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,103951,13278,7686,60267,140
בני ברק,41068,4526,2800,16677,221
מודיעין עילית,20920,2882,1779,9952,363
בית שמש,16250,2315,1501,9695,173
פתח תקווה,15772,2286,1445,18458,92
תל אביב - יפו,18732,2036,1174,25262,44
אשדוד,19821,1835,1176,15064,81
חיפה,12774,1298,716,15460,48
ראשון לציון,9946,1220,771,14259,50
ביתר עילית,11278,1216,785,3728,191
חולון,10175,1147,735,11312,61
נתניה,11611,1130,638,12434,52
אלעד,9819,1071,656,3856,223
באר שבע,10160,1020,590,12761,51
רחובות,8088,994,678,8530,70
רמלה,6309,956,610,6073,125
לוד,5997,906,585,5787,114
אשקלון,7448,878,570,9011,61
קרית גת,4867,803,540,4983,136
רמת גן,5755,789,466,9281,53
בת ים,6410,778,436,7474,61
נצרת,7091,773,353,2876,98
צפת,3122,647,367,2759,178
נתיבות,4526,609,419,2909,151
קרית אתא,3256,562,423,4414,97
גבעת זאב,3027,544,346,1959,275
אור יהודה,3114,482,335,3107,140
חדרה,4709,475,276,5172,49
ראש העין,3865,457,304,4937,70
אופקים,2753,455,364,3253,136
מעלה אדומים,2834,408,268,3586,110
מודיעין-מכבים-רעות,3735,380,231,5625,43
קרית מלאכי,2583,369,262,2209,148
יבנה,3046,359,218,3203,74
רכסים,2544,329,197,1123,255
הרצליה,3124,326,177,5481,35
רעננה,3033,304,144,4726,40
שפרעם,3393,294,145,1802,71
טבריה,3268,293,179,2989,64
כפר סבא,3069,289,150,5653,29
סח'נין,3793,284,167,1481,85
עכו,2895,272,172,2759,53
נהריה,2476,264,132,3028,44
עפולה,2745,243,127,3057,43
הוד השרון,1984,234,159,3427,38
כוכב יעקב,1542,232,118,911,251
נס ציונה,1747,231,154,3151,50
כרמיאל,1958,224,158,2785,48
דאלית אל-כרמל,1916,217,123,978,124
קרית מוצקין,1754,214,128,2732,47
נוף הגליל,2078,214,119,2149,48
אום אל-פחם,4566,213,133,1258,37
יהוד,1491,203,125,2172,70
קרית אונו,1306,201,112,2531,53
שדרות,1770,201,141,1582,71
טמרה,3332,198,121,1178,57
קרית ים,1695,195,97,2488,50
דימונה,1562,187,111,2228,52
בית ג'ן,1432,185,127,1009,153
זכרון יעקב,992,185,127,1496,82
טייבה,3226,184,94,1416,41
גבעתיים,1548,184,106,3068,33
מגדל העמק,1546,173,106,1634,66
באר יעקב,1601,170,122,1813,63
מבשרת ציון,1457,166,86,1724,71
גבעת שמואל,1350,164,103,1765,64
חצור הגלילית,1049,163,104,817,162
קרית יערים,1223,163,93,802,254
עין מאהל,1357,162,94,539,118
אילת,1449,160,103,2499,28
טירת כרמל,979,157,103,1451,65
"כפר חב""ד",947,155,121,865,222
רמת השרון,1481,153,96,2752,34
פרדס חנה-כרכור,1599,151,103,2461,36
גדרה,1216,146,102,1837,58
כפר יונה,972,145,105,1454,60
ירכא,1697,145,81,745,92
עראבה,1645,144,111,950,54
דייר חנא,1094,144,96,706,134
קרית ביאליק,1672,138,75,2088,34
אור עקיבא,1202,132,88,1018,66
יפיע,1634,132,86,609,68
באקה אל-גרביה,2084,129,68,726,43
טירה,2217,128,59,948,47
עמנואל,472,126,98,313,283
כפר קאסם,2604,124,68,760,51
חריש,838,120,82,864,58
כפר כנא,1917,118,87,673,51
גן יבנה,1219,115,63,1330,51
בית שאן,1222,115,72,1293,58
מעלות-תרשיחא,1062,114,72,1198,50
ג'דיידה-מכר,1496,113,69,809,54
ירוחם,755,108,63,1027,100
כפר מנדא,1470,108,42,455,52
יקנעם עילית,801,105,67,1227,45
מגאר,1430,105,67,944,46
מג'ד אל-כרום,1880,105,76,537,67
גני תקווה,931,104,59,1236,50
אבו גוש,895,103,73,745,127
קרית עקרון,548,101,71,736,95
קרית ארבע,516,100,69,816,136
שוהם,862,99,75,1519,50
קדימה-צורן,618,99,60,938,47
גבע בנימין,460,99,72,514,180
טורעאן,1074,94,55,506,64
אלון שבות,276,93,45,700,287
עספיא,1113,92,49,635,74
מעלה עירון,1493,91,60,412,59
אריאל,699,90,50,1180,49
פקיעין (בוקייעה),741,89,56,477,149
ריינה,1180,86,57,494,51
יד בנימין,473,86,56,483,201
ערד,1927,85,46,1323,31
נשר,778,84,51,1084,38
אפרת,774,82,50,1183,68
יאנוח-ג'ת,736,78,63,528,117
רהט,2757,77,53,1087,11
דייר אל-אסד,1212,77,50,291,60
אכסאל,1184,75,56,558,50
קרית שמונה,1081,74,51,900,34
טובא-זנגריה,256,73,49,295,106
דבוריה,931,72,40,570,67
תפרח,518,72,47,256,322
אזור,783,70,47,741,57
קלנסווה,2208,70,27,674,30
כאבול,1111,69,41,383,55
חורפיש,693,67,54,505,104
צור הדסה,506,66,44,698,68
מג'דל שמס,1646,66,33,261,58
פוריידיס,1077,66,37,470,49
