gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,3 חודשים,258657,10.9,4,0.2,16,1.4,48,0.8
זכר,0-9,שנה,335133,11.6,5,0.1,22,0.9,78,0.6
זכר,0-9,6 חודשים,279750,11.2,4,0.1,19,1.1,58,0.8
זכר,0-9,חודש אחרון,25246,9.9,0,0,7,1.4,13,0.8
זכר,0-9,מתחילת קורונה,403151,10.8,7,0.1,30,0.5,104,0.4
נקבה,0-9,3 חודשים,191513,8.1,1,0,8,0.7,32,0.6
נקבה,0-9,6 חודשים,210459,8.4,1,0,8,0.5,42,0.5
נקבה,0-9,מתחילת קורונה,314316,8.4,4,0,15,0.3,69,0.2
נקבה,0-9,חודש אחרון,18109,7.1,0,0,4,0.8,11,0.7
נקבה,0-9,שנה,258710,8.9,2,0,10,0.4,55,0.5
זכר,10-19,מתחילת קורונה,406736,10.9,7,0.1,22,0.4,70,0.3
זכר,10-19,6 חודשים,268886,10.8,5,0.2,12,0.7,29,0.4
זכר,10-19,שנה,311095,10.7,5,0.1,14,0.6,39,0.3
זכר,10-19,חודש אחרון,22815,9,1,0.2,3,0.6,6,0.4
זכר,10-19,3 חודשים,254370,10.7,4,0.2,8,0.7,21,0.4
נקבה,10-19,חודש אחרון,20555,8.1,0,0,2,0.4,6,0.4
נקבה,10-19,שנה,295890,10.2,4,0.1,14,0.6,31,0.3
נקבה,10-19,מתחילת קורונה,378296,10.2,7,0.1,20,0.3,61,0.2
נקבה,10-19,3 חודשים,239541,10.1,2,0.1,8,0.7,13,0.2
נקבה,10-19,6 חודשים,254752,10.2,3,0.1,12,0.7,21,0.3
זכר,20-29,מתחילת קורונה,229187,6.2,23,0.2,51,0.9,212,0.8
זכר,20-29,3 חודשים,127696,5.4,1,0,10,0.9,38,0.7
זכר,20-29,חודש אחרון,12892,5.1,0,0,4,0.8,10,0.7
זכר,20-29,6 חודשים,132918,5.3,3,0.1,20,1.2,56,0.7
זכר,20-29,שנה,158443,5.5,7,0.2,30,1.2,100,0.8
נקבה,20-29,3 חודשים,196368,8.3,5,0.2,10,0.9,23,0.4
נקבה,20-29,6 חודשים,204867,8.2,7,0.2,16,1,57,0.7
נקבה,20-29,מתחילת קורונה,318143,8.6,22,0.2,55,0.9,246,0.9
נקבה,20-29,חודש אחרון,19293,7.6,0,0,1,0.2,3,0.2
נקבה,20-29,שנה,236075,8.1,9,0.2,22,0.9,102,0.8
זכר,30-39,6 חודשים,141825,5.7,12,0.4,33,2,113,1.5
זכר,30-39,3 חודשים,135935,5.7,8,0.4,25,2.2,48,0.8
זכר,30-39,מתחילת קורונה,218670,5.9,50,0.5,95,1.6,567,2
זכר,30-39,חודש אחרון,15928,6.3,1,0.2,17,3.5,10,0.7
זכר,30-39,שנה,166165,5.7,24,0.6,48,1.9,225,1.9
נקבה,30-39,3 חודשים,210639,8.9,4,0.2,9,0.8,50,0.9
נקבה,30-39,שנה,253370,8.7,16,0.4,49,1.9,241,2
נקבה,30-39,6 חודשים,220923,8.8,8,0.3,22,1.3,116,1.5
נקבה,30-39,חודש אחרון,22730,9,1,0.2,6,1.2,10,0.7
נקבה,30-39,מתחילת קורונה,314330,8.4,36,0.3,92,1.6,549,2
זכר,40-49,מתחילת קורונה,195945,5.3,117,1.1,241,4.1,1310,4.7
זכר,40-49,3 חודשים,127275,5.4,14,0.6,42,3.6,128,2.2
זכר,40-49,חודש אחרון,15071,5.9,3,0.6,14,2.9,35,2.3
זכר,40-49,6 חודשים,132089,5.3,36,1.3,75,4.5,263,3.4
זכר,40-49,שנה,151997,5.2,54,1.2,115,4.6,497,4.1
נקבה,40-49,חודש אחרון,21820,8.6,1,0.2,9,1.8,18,1.2
נקבה,40-49,3 חודשים,190279,8,9,0.4,18,1.6,70,1.2
נקבה,40-49,שנה,221552,7.6,27,0.6,62,2.5,365,3
נקבה,40-49,6 חודשים,196928,7.9,19,0.7,38,2.3,187,2.4
נקבה,40-49,מתחילת קורונה,274419,7.4,74,0.7,139,2.4,895,3.2
זכר,50-59,שנה,97184,3.4,149,3.4,234,9.3,766,6.3
זכר,50-59,חודש אחרון,10221,4,12,2.4,44,9,78,5.1
זכר,50-59,3 חודשים,83475,3.5,49,2.3,88,7.6,269,4.7
זכר,50-59,6 חודשים,85795,3.4,91,3.2,150,9,428,5.6
זכר,50-59,מתחילת קורונה,129919,3.5,371,3.6,529,9,2159,7.7
נקבה,50-59,שנה,139408,4.8,83,1.9,130,5.1,580,4.8
נקבה,50-59,חודש אחרון,15742,6.2,5,1,15,3.1,42,2.7
נקבה,50-59,3 חודשים,122228,5.1,34,1.6,49,4.2,184,3.2
נקבה,50-59,מתחילת קורונה,177394,4.8,193,1.9,247,4.2,1501,5.4
נקבה,50-59,6 חודשים,125336,5,53,1.9,80,4.8,321,4.2
זכר,60-69,מתחילת קורונה,87907,2.4,973,9.3,901,15.4,3187,11.4
זכר,60-69,3 חודשים,56805,2.4,150,6.9,135,11.7,512,8.9
זכר,60-69,חודש אחרון,7299,2.9,46,9.3,74,15.1,139,9
זכר,60-69,6 חודשים,58131,2.3,230,8.2,208,12.5,721,9.4
זכר,60-69,שנה,65608,2.3,374,8.6,321,12.7,1183,9.8
נקבה,60-69,שנה,89264,3.1,266,6.1,229,9.1,900,7.4
נקבה,60-69,חודש אחרון,10803,4.3,29,5.8,41,8.4,109,7.1
נקבה,60-69,3 חודשים,78664,3.3,84,3.9,79,6.9,361,6.3
נקבה,60-69,6 חודשים,80585,3.2,148,5.3,139,8.4,526,6.9
נקבה,60-69,מתחילת קורונה,112547,3,535,5.1,474,8.1,2123,7.6
זכר,70-79,חודש אחרון,4683,1.8,62,12.5,77,15.7,222,14.5
זכר,70-79,שנה,36364,1.3,583,13.4,360,14.3,1517,12.5
זכר,70-79,מתחילת קורונה,47468,1.3,1576,15.1,1006,17.2,3656,13.1
זכר,70-79,3 חודשים,31574,1.3,281,12.9,181,15.7,809,14
זכר,70-79,6 חודשים,32273,1.3,361,12.8,234,14.1,974,12.7
נקבה,70-79,3 חודשים,38344,1.6,203,9.3,118,10.2,611,10.6
נקבה,70-79,שנה,44012,1.5,446,10.3,264,10.5,1217,10.1
נקבה,70-79,6 חודשים,39262,1.6,284,10.1,174,10.5,800,10.4
נקבה,70-79,חודש אחרון,5903,2.3,54,10.9,46,9.4,170,11.1
נקבה,70-79,מתחילת קורונה,55702,1.5,995,9.6,573,9.8,2679,9.6
זכר,80-89,3 חודשים,11239,0.5,421,19.4,146,12.7,870,15.1
זכר,80-89,6 חודשים,11566,0.5,496,17.6,173,10.4,1000,13
זכר,80-89,מתחילת קורונה,18440,0.5,1830,17.6,627,10.7,2995,10.7
זכר,80-89,חודש אחרון,1626,0.6,92,18.5,54,11,244,15.9
זכר,80-89,שנה,13446,0.5,760,17.5,258,10.2,1466,12.1
נקבה,80-89,חודש אחרון,2242,0.9,91,18.3,51,10.4,199,13
נקבה,80-89,שנה,18668,0.6,737,17,223,8.8,1487,12.3
נקבה,80-89,מתחילת קורונה,25691,0.7,1683,16.2,473,8.1,3057,10.9
נקבה,80-89,3 חודשים,15827,0.7,415,19.1,126,10.9,875,15.2
נקבה,80-89,6 חודשים,16265,0.7,494,17.6,154,9.3,1029,13.4
זכר,90+,מתחילת קורונה,4246,0.1,822,7.9,135,2.3,1014,3.6
זכר,90+,6 חודשים,2558,0.1,255,9.1,45,2.7,387,5.1
זכר,90+,שנה,2960,0.1,352,8.1,59,2.3,503,4.2
זכר,90+,חודש אחרון,329,0.1,53,10.7,11,2.2,103,6.7
זכר,90+,3 חודשים,2487,0.1,230,10.6,39,3.4,349,6.1
נקבה,90+,3 חודשים,4654,0.2,253,11.6,38,3.3,456,7.9
נקבה,90+,6 חודשים,4786,0.2,303,10.8,46,2.8,535,7
נקבה,90+,מתחילת קורונה,8253,0.2,1088,10.4,131,2.2,1511,5.4
נקבה,90+,חודש אחרון,596,0.2,46,9.3,11,2.2,108,7
נקבה,90+,שנה,5540,0.2,438,10.1,61,2.4,756,6.2
