name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
מתן,9.9,כתום,165.3,0.2229965156794,0.4634146341462999,54,אדום,2022-03-19T00:00:00.000Z,84.82,82.01,66.45,148.8
אעבלין,4.1,ירוק,11.8,0.0481012658227,0.6000000000000001,24,ירוק,2022-03-19T00:00:00.000Z,67.17,58.79,36.56,17.8
כפר קרע,5.4,צהוב,20.2,0.0570388349514,-0.23529411764709995,48,צהוב,2022-03-19T00:00:00.000Z,68.77,61.09,38.17,24.8
אבו רוקייק (שבט),3.8,אפור,3.9,0.0310559006211,0, קטן מ-15 ,ירוק,2022-03-19T00:00:00.000Z,13.97,11.94,3.88,
רומת הייב,4.2,ירוק,9.5,0.0204081632653,0, קטן מ-15 ,ירוק,2022-03-19T00:00:00.000Z,58.64,51.81,26.91,
מזכרת בתיה,8.3,אדום,105.3,0.1814389989572,0.13571428571419997,134,אדום,2022-03-19T00:00:00.000Z,מעל 90%,86.11,65.99,88.8
משהד,3.5,ירוק,4.7,0.0103734439834,0, קטן מ-15 ,ירוק,2022-03-19T00:00:00.000Z,64.50,55.19,29.52,
כפר ורדים,9.1,אדום,136.5,0.215,0.3888888888888,56,אדום,2022-03-19T00:00:00.000Z,88.63,85.68,71.57,101.9
תל שבע,2.7,ירוק,6.0,0.0257648953301,-0.23529411764709995,24,ירוק,2022-03-19T00:00:00.000Z,32.29,27.66,12.22,11.1
הר אדר,8.3,אדום,92.8,0.1293375394321,-0.050000000000000044,32,אדום,2022-03-19T00:00:00.000Z,מעל 90%,89.60,72.15,78.1
חספין,4.5,צהוב,14.6,0.1818181818181,0, קטן מ-15 ,ירוק,2022-03-19T00:00:00.000Z,51.73,46.56,32.67,
תל מונד,8.2,אדום,113.7,0.1362530413625,0.0625,137,אדום,2022-03-19T00:00:00.000Z,מעל 90%,87.42,69.35,101.8
אבו גוש,5.1,ירוק,20.4,0.0219244823386,0,28,צהוב,2022-03-19T00:00:00.000Z,מעל 90%,מעל 90%,80.32,35.6
נחף,4.9,צהוב,10.5,0.0464396284829,0.2727272727272001,17,צהוב,2022-03-19T00:00:00.000Z,65.73,56.20,32.05,12.7
ג'לג'וליה,3.9,צהוב,9.7,0.0173661360347,-0.5238095238096,17,ירוק,2022-03-19T00:00:00.000Z,60.94,52.42,29.51,16.5
אבטין,3.1,צהוב,0.0,0,0, 0 ,ירוק,2022-03-19T00:00:00.000Z,63.39,56.63,31.87,0.0
שתולים,7.6,כתום,52.6,0.1864406779661,-0.3125, קטן מ-15 ,אדום,2022-03-19T00:00:00.000Z,72.48,67.75,51.46,
אעצם (שבט),3.5,אפור,3.7,0.0180995475113,0, קטן מ-15 ,ירוק,2022-03-19T00:00:00.000Z,11.01,9.12,2.63,
אור עקיבא,7.1,כתום,42.7,0.1127633209417,-0.20192307692309996,82,כתום,2022-03-19T00:00:00.000Z,75.56,70.18,51.63,42.2
מעלות-תרשיחא,7,כתום,38.8,0.1253298153034,0.10256410256409998,74,כתום,2022-03-19T00:00:00.000Z,73.98,69.51,51.74,33.4
