actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
2407,ירושלים,6453,נדרשת הגדלה של מספר הבדיקות,131532,1183
1455,תל אביב - יפו,2250,נדרשת הגדלה של מספר הבדיקות,69192,572
1231,בני ברק,4325,נדרשת הגדלה של מספר הבדיקות,46903,505
900,אשדוד,1257,נדרשת הגדלה של מספר הבדיקות,32557,321
419,ביתר עילית,735,נדרשת הגדלה של מספר הבדיקות,6533,260
187,רעננה,336,נדרשת הגדלה של מספר הבדיקות,11813,134
186,קרית מלאכי,248,נדרשת הגדלה של מספר הבדיקות,3669,148
72,כסיפה,85,נדרשת הגדלה של מספר הבדיקות,1282,48
39,קרית שמונה,55,נדרשת הגדלה של מספר הבדיקות,1740,35
27,יבנאל,45,נדרשת הגדלה של מספר הבדיקות,491,18
20,קלנסווה,34,נדרשת הגדלה של מספר הבדיקות,2009,16
15,חריש,28,נדרשת הגדלה של מספר הבדיקות,1240, קטן מ-15 
15,בית אריה,28,נדרשת הגדלה של מספר הבדיקות,637, קטן מ-15 
 קטן מ-15 ,חצור הגלילית,16,נדרשת הגדלה של מספר הבדיקות,792, קטן מ-15 
 קטן מ-15 ,"כפר חב""ד",57,נדרשת הגדלה של מספר הבדיקות,1163, קטן מ-15 
464,בת ים,715,"נדרשת הידברות, הסברה ואכיפה",21176,115
449,פתח תקווה,823,"נדרשת הידברות, הסברה ואכיפה",33919,218
357,ראשון לציון,647,"נדרשת הידברות, הסברה ואכיפה",30675,180
324,בית שמש,885,"נדרשת הידברות, הסברה ואכיפה",12841,163
316,חולון,560,"נדרשת הידברות, הסברה ואכיפה",25585,123
290,לוד,396,"נדרשת הידברות, הסברה ואכיפה",9253,171
278,נתניה,523,"נדרשת הידברות, הסברה ואכיפה",22544,135
270,מודיעין עילית,717,"נדרשת הידברות, הסברה ואכיפה",10502,126
264,באר שבע,540,"נדרשת הידברות, הסברה ואכיפה",32381,82
246,רמת גן,457,"נדרשת הידברות, הסברה ואכיפה",21711,115
240,רמלה,328,"נדרשת הידברות, הסברה ואכיפה",9635,108
239,רהט,374,"נדרשת הידברות, הסברה ואכיפה",7831,47
227,רחובות,379,"נדרשת הידברות, הסברה ואכיפה",19428,121
212,קרית גת,283,"נדרשת הידברות, הסברה ואכיפה",7455,80
207,דימונה,238,"נדרשת הידברות, הסברה ואכיפה",8153,79
196,טבריה,393,"נדרשת הידברות, הסברה ואכיפה",8778,63
193,חיפה,434,"נדרשת הידברות, הסברה ואכיפה",29212,104
187,ערערה-בנגב,289,"נדרשת הידברות, הסברה ואכיפה",3861, קטן מ-15 
172,אלעד,592,"נדרשת הידברות, הסברה ואכיפה",7809,56
165,הרצליה,300,"נדרשת הידברות, הסברה ואכיפה",12762,98
148,באקה אל-גרביה,189,"נדרשת הידברות, הסברה ואכיפה",4342,58
147,מודיעין-מכבים-רעות,271,"נדרשת הידברות, הסברה ואכיפה",10967,81
139,אור יהודה,294,"נדרשת הידברות, הסברה ואכיפה",6031,57
128,כפר קאסם,147,"נדרשת הידברות, הסברה ואכיפה",3391,39
115,אשקלון,401,"נדרשת הידברות, הסברה ואכיפה",17326,69
114,חדרה,187,"נדרשת הידברות, הסברה ואכיפה",16028,65
110,כפר סבא,187,"נדרשת הידברות, הסברה ואכיפה",12688,51
99,ראש העין,159,"נדרשת הידברות, הסברה ואכיפה",7224,52
90,יבנה,145,"נדרשת הידברות, הסברה ואכיפה",6028,41
87,בית שאן,92,"נדרשת הידברות, הסברה ואכיפה",2598,41
86,גבעתיים,138,"נדרשת הידברות, הסברה ואכיפה",7351,46
81,נהריה,127,"נדרשת הידברות, הסברה ואכיפה",9034,24
77,אילת,110,"נדרשת הידברות, הסברה ואכיפה",4567,31
70,קרית אונו,124,"נדרשת הידברות, הסברה ואכיפה",4735,36
69,כפר קרע,91,"נדרשת הידברות, הסברה ואכיפה",2264,45
68,הוד השרון,119,"נדרשת הידברות, הסברה ואכיפה",6902,32
66,קרית אתא,93,"נדרשת הידברות, הסברה ואכיפה",6106,48
65,אום אל-פחם,153,"נדרשת הידברות, הסברה ואכיפה",4826,17
65,נתיבות,175,"נדרשת הידברות, הסברה ואכיפה",4420,28
63,רמת השרון,109,"נדרשת הידברות, הסברה ואכיפה",5295,37
61,טייבה,111,"נדרשת הידברות, הסברה ואכיפה",4204,36
57,רכסים,108,"נדרשת הידברות, הסברה ואכיפה",1912,32
56,טירה,67,"נדרשת הידברות, הסברה ואכיפה",3184,21
53,אופקים,105,"נדרשת הידברות, הסברה ואכיפה",4250,25
50,מעלה אדומים,105,"נדרשת הידברות, הסברה ואכיפה",6134,34
48,נס ציונה,76,"נדרשת הידברות, הסברה ואכיפה",4537,30
45,פרדס חנה-כרכור,71,"נדרשת הידברות, הסברה ואכיפה",6524,26
45,נצרת,70,"נדרשת הידברות, הסברה ואכיפה",3348,34
44,באר יעקב,79,"נדרשת הידברות, הסברה ואכיפה",2914,22
44,ערד,66,"נדרשת הידברות, הסברה ואכיפה",2530,24
43,גדרה,100,"נדרשת הידברות, הסברה ואכיפה",4919,31
43,חורה,241,"נדרשת הידברות, הסברה ואכיפה",2321, קטן מ-15 
42,יהוד,125,"נדרשת הידברות, הסברה ואכיפה",3417,28
41,עפולה,108,"נדרשת הידברות, הסברה ואכיפה",5216, קטן מ-15 
41,שוהם,77,"נדרשת הידברות, הסברה ואכיפה",3020,22
38,גבעת זאב,96,"נדרשת הידברות, הסברה ואכיפה",2711,21
37,גני תקווה,87,"נדרשת הידברות, הסברה ואכיפה",2851,23
36,גן יבנה,62,"נדרשת הידברות, הסברה ואכיפה",2318,15
36,שדרות,96,"נדרשת הידברות, הסברה ואכיפה",4607, קטן מ-15 
35,צפת,141,"נדרשת הידברות, הסברה ואכיפה",4074, קטן מ-15 
34,ערערה,46,"נדרשת הידברות, הסברה ואכיפה",2210,19
32,עכו,63,"נדרשת הידברות, הסברה ואכיפה",5454, קטן מ-15 
32,מזכרת בתיה,47,"נדרשת הידברות, הסברה ואכיפה",2292,16
31,ג'ת,61,"נדרשת הידברות, הסברה ואכיפה",1896, קטן מ-15 
29,גבעת שמואל,76,"נדרשת הידברות, הסברה ואכיפה",3036,17
27,ג'לג'וליה,40,"נדרשת הידברות, הסברה ואכיפה",1239,15
27,טמרה,50,"נדרשת הידברות, הסברה ואכיפה",2545,16
24,אור עקיבא,32,"נדרשת הידברות, הסברה ואכיפה",2065, קטן מ-15 
23,קרית יערים,66,"נדרשת הידברות, הסברה ואכיפה",1150, קטן מ-15 
23,מבשרת ציון,43,"נדרשת הידברות, הסברה ואכיפה",4167, קטן מ-15 
22,קדימה-צורן,38,"נדרשת הידברות, הסברה ואכיפה",1710, קטן מ-15 
22,נחף,33,"נדרשת הידברות, הסברה ואכיפה",1083, קטן מ-15 
20,אלפי מנשה,25,"נדרשת הידברות, הסברה ואכיפה",1082, קטן מ-15 
20,כוכב יעקב,80,"נדרשת הידברות, הסברה ואכיפה",893, קטן מ-15 
20,תפרח,24,"נדרשת הידברות, הסברה ואכיפה",267, קטן מ-15 
19,ג'סר א-זרקא,61,"נדרשת הידברות, הסברה ואכיפה",3330, קטן מ-15 
19,אריאל,35,"נדרשת הידברות, הסברה ואכיפה",2038, קטן מ-15 
18,אזור,53,"נדרשת הידברות, הסברה ואכיפה",1569, קטן מ-15 
18,סביון,21,"נדרשת הידברות, הסברה ואכיפה",755, קטן מ-15 
17,שפרעם,29,"נדרשת הידברות, הסברה ואכיפה",3057, קטן מ-15 
17,קרית ביאליק,34,"נדרשת הידברות, הסברה ואכיפה",3498, קטן מ-15 
16,לקיה,30,"נדרשת הידברות, הסברה ואכיפה",1212, קטן מ-15 
16,יד בנימין,21,"נדרשת הידברות, הסברה ואכיפה",800, קטן מ-15 
15,סאג'ור,16,"נדרשת הידברות, הסברה ואכיפה",688,0
15,מעלה עירון,26,"נדרשת הידברות, הסברה ואכיפה",1232,0
 קטן מ-15 ,כפר יונה,26,"נדרשת הידברות, הסברה ואכיפה",1864, קטן מ-15 
 קטן מ-15 ,כפר יאסיף,16,"נדרשת הידברות, הסברה ואכיפה",1307, קטן מ-15 
 קטן מ-15 ,תל שבע,17,"נדרשת הידברות, הסברה ואכיפה",946, קטן מ-15 
 קטן מ-15 ,כפר ברא,16,"נדרשת הידברות, הסברה ואכיפה",567, קטן מ-15 
 קטן מ-15 ,יפיע,18,"נדרשת הידברות, הסברה ואכיפה",940, קטן מ-15 
 קטן מ-15 ,אבן יהודה,48,"נדרשת הידברות, הסברה ואכיפה",1663, קטן מ-15 
 קטן מ-15 ,מגדל העמק,110,"נדרשת הידברות, הסברה ואכיפה",2736, קטן מ-15 
 קטן מ-15 ,מיתר,29,"נדרשת הידברות, הסברה ואכיפה",2006, קטן מ-15 
 קטן מ-15 ,קרית מוצקין,34,"נדרשת הידברות, הסברה ואכיפה",5223, קטן מ-15 
 קטן מ-15 ,קרית ים,41,"נדרשת הידברות, הסברה ואכיפה",3572, קטן מ-15 
 קטן מ-15 ,להבים,28,"נדרשת הידברות, הסברה ואכיפה",1720, קטן מ-15 
 קטן מ-15 ,טירת כרמל,31,"נדרשת הידברות, הסברה ואכיפה",1737, קטן מ-15 
 קטן מ-15 ,מג'ד אל-כרום,34,"נדרשת הידברות, הסברה ואכיפה",2451, קטן מ-15 
 קטן מ-15 ,בית דגן,21,"נדרשת הידברות, הסברה ואכיפה",744, קטן מ-15 
 קטן מ-15 ,הוואשלה (שבט), קטן מ-15 ,,27,0
 קטן מ-15 ,נוף הגליל,39,,4227, קטן מ-15 
 קטן מ-15 ,הר אדר,20,,917, קטן מ-15 
 קטן מ-15 ,מייסר, קטן מ-15 ,,199,0
 קטן מ-15 ,זכרון יעקב,44,,1767, קטן מ-15 
 קטן מ-15 ,עתלית, קטן מ-15 ,,624, קטן מ-15 
 קטן מ-15 ,בית אל,20,,489, קטן מ-15 
 קטן מ-15 ,נוף איילון, קטן מ-15 ,,374,0
