section,female,male,period
0-9,"{'amount': 13335, 'percentage': 3.4}","{'amount': 14910, 'percentage': 3.8}",6 חודשים
0-9,"{'amount': 1376, 'percentage': 1.4}","{'amount': 1310, 'percentage': 1.3}",3 חודשים
0-9,"{'amount': 483, 'percentage': 1.1}","{'amount': 566, 'percentage': 1.3}",חודש אחרון
0-9,"{'amount': 365053, 'percentage': 7.7}","{'amount': 442986, 'percentage': 9.4}",מתחילת קורונה
0-9,"{'amount': 237957, 'percentage': 7.1}","{'amount': 299372, 'percentage': 8.9}",שנה
10-19,"{'amount': 291138, 'percentage': 8.7}","{'amount': 290010, 'percentage': 8.7}",שנה
10-19,"{'amount': 4091, 'percentage': 4.1}","{'amount': 2890, 'percentage': 2.9}",3 חודשים
10-19,"{'amount': 14920, 'percentage': 3.8}","{'amount': 12755, 'percentage': 3.2}",6 חודשים
10-19,"{'amount': 1738, 'percentage': 4}","{'amount': 1340, 'percentage': 3.1}",חודש אחרון
10-19,"{'amount': 434647, 'percentage': 9.2}","{'amount': 442335, 'percentage': 9.4}",מתחילת קורונה
20-29,"{'amount': 6437, 'percentage': 6.5}","{'amount': 3981, 'percentage': 4}",3 חודשים
20-29,"{'amount': 264016, 'percentage': 7.9}","{'amount': 171718, 'percentage': 5.1}",שנה
20-29,"{'amount': 24462, 'percentage': 6.2}","{'amount': 17086, 'percentage': 4.4}",6 חודשים
20-29,"{'amount': 2857, 'percentage': 6.7}","{'amount': 1943, 'percentage': 4.5}",חודש אחרון
20-29,"{'amount': 388192, 'percentage': 8.2}","{'amount': 273105, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 29117, 'percentage': 7.4}","{'amount': 21063, 'percentage': 5.4}",6 חודשים
30-39,"{'amount': 6779, 'percentage': 6.8}","{'amount': 4703, 'percentage': 4.7}",3 חודשים
30-39,"{'amount': 3043, 'percentage': 7.1}","{'amount': 2242, 'percentage': 5.2}",חודש אחרון
30-39,"{'amount': 395802, 'percentage': 8.4}","{'amount': 274255, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 289987, 'percentage': 8.7}","{'amount': 191339, 'percentage': 5.7}",שנה
40-49,"{'amount': 358360, 'percentage': 7.6}","{'amount': 248891, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 30778, 'percentage': 7.8}","{'amount': 20304, 'percentage': 5.2}",6 חודשים
40-49,"{'amount': 8112, 'percentage': 8.2}","{'amount': 4760, 'percentage': 4.8}",3 חודשים
40-49,"{'amount': 3535, 'percentage': 8.2}","{'amount': 2209, 'percentage': 5.1}",חודש אחרון
40-49,"{'amount': 272232, 'percentage': 8.1}","{'amount': 180045, 'percentage': 5.4}",שנה
50-59,"{'amount': 198699, 'percentage': 5.9}","{'amount': 129981, 'percentage': 3.9}",שנה
50-59,"{'amount': 255027, 'percentage': 5.4}","{'amount': 176575, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 8612, 'percentage': 8.7}","{'amount': 4899, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 31169, 'percentage': 7.9}","{'amount': 19153, 'percentage': 4.9}",6 חודשים
50-59,"{'amount': 3667, 'percentage': 8.5}","{'amount': 2213, 'percentage': 5.2}",חודש אחרון
60-69,"{'amount': 188791, 'percentage': 4}","{'amount': 139675, 'percentage': 3}",מתחילת קורונה
60-69,"{'amount': 33470, 'percentage': 8.5}","{'amount': 23243, 'percentage': 5.9}",6 חודשים
60-69,"{'amount': 9058, 'percentage': 9.1}","{'amount': 6302, 'percentage': 6.3}",3 חודשים
60-69,"{'amount': 154211, 'percentage': 4.6}","{'amount': 108372, 'percentage': 3.2}",שנה
60-69,"{'amount': 3697, 'percentage': 8.6}","{'amount': 2663, 'percentage': 6.2}",חודש אחרון
70-79,"{'amount': 99351, 'percentage': 3}","{'amount': 80145, 'percentage': 2.4}",שנה
70-79,"{'amount': 30115, 'percentage': 7.7}","{'amount': 23618, 'percentage': 6}",6 חודשים
70-79,"{'amount': 8612, 'percentage': 8.7}","{'amount': 6903, 'percentage': 7}",3 חודשים
70-79,"{'amount': 3365, 'percentage': 7.8}","{'amount': 2789, 'percentage': 6.5}",חודש אחרון
70-79,"{'amount': 117037, 'percentage': 2.5}","{'amount': 96135, 'percentage': 2}",מתחילת קורונה
80-89,"{'amount': 15338, 'percentage': 3.9}","{'amount': 10828, 'percentage': 2.8}",6 חודשים
80-89,"{'amount': 4753, 'percentage': 4.8}","{'amount': 3369, 'percentage': 3.4}",3 חודשים
80-89,"{'amount': 2021, 'percentage': 4.7}","{'amount': 1469, 'percentage': 3.4}",חודש אחרון
80-89,"{'amount': 52955, 'percentage': 1.1}","{'amount': 38596, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 42938, 'percentage': 1.3}","{'amount': 31400, 'percentage': 0.9}",שנה
90+,"{'amount': 1498, 'percentage': 1.5}","{'amount': 848, 'percentage': 0.9}",3 חודשים
90+,"{'amount': 12293, 'percentage': 0.4}","{'amount': 6636, 'percentage': 0.2}",שנה
90+,"{'amount': 4617, 'percentage': 1.2}","{'amount': 2428, 'percentage': 0.6}",6 חודשים
90+,"{'amount': 691, 'percentage': 1.6}","{'amount': 395, 'percentage': 0.9}",חודש אחרון
90+,"{'amount': 15917, 'percentage': 0.3}","{'amount': 8403, 'percentage': 0.2}",מתחילת קורונה
