section,male,female,period
0-9,"{'amount': 34130, 'percentage': 4.9}","{'amount': 28860, 'percentage': 4.2}",6 חודשים
0-9,"{'amount': 441888, 'percentage': 9.6}","{'amount': 363495, 'percentage': 7.9}",מתחילת קורונה
0-9,"{'amount': 12533, 'percentage': 4.5}","{'amount': 10959, 'percentage': 4}",3 חודשים
0-9,"{'amount': 311003, 'percentage': 9.3}","{'amount': 249209, 'percentage': 7.5}",שנה
0-9,"{'amount': 792, 'percentage': 2.7}","{'amount': 1054, 'percentage': 3.6}",חודש אחרון
10-19,"{'amount': 28904, 'percentage': 4.2}","{'amount': 30415, 'percentage': 4.4}",6 חודשים
10-19,"{'amount': 8959, 'percentage': 3.2}","{'amount': 9955, 'percentage': 3.6}",3 חודשים
10-19,"{'amount': 297117, 'percentage': 8.9}","{'amount': 298431, 'percentage': 8.9}",שנה
10-19,"{'amount': 1020, 'percentage': 3.5}","{'amount': 1598, 'percentage': 5.5}",חודש אחרון
10-19,"{'amount': 439709, 'percentage': 9.5}","{'amount': 430383, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 30057, 'percentage': 4.3}","{'amount': 42617, 'percentage': 6.2}",6 חודשים
20-29,"{'amount': 12185, 'percentage': 4.4}","{'amount': 16882, 'percentage': 6.1}",3 חודשים
20-29,"{'amount': 171089, 'percentage': 5.1}","{'amount': 263433, 'percentage': 7.9}",שנה
20-29,"{'amount': 853, 'percentage': 2.9}","{'amount': 1495, 'percentage': 5.1}",חודש אחרון
20-29,"{'amount': 269163, 'percentage': 5.8}","{'amount': 381870, 'percentage': 8.3}",מתחילת קורונה
30-39,"{'amount': 39310, 'percentage': 5.7}","{'amount': 54512, 'percentage': 7.9}",6 חודשים
30-39,"{'amount': 269514, 'percentage': 5.8}","{'amount': 389265, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 15319, 'percentage': 5.5}","{'amount': 21022, 'percentage': 7.6}",3 חודשים
30-39,"{'amount': 190435, 'percentage': 5.7}","{'amount': 290085, 'percentage': 8.7}",שנה
30-39,"{'amount': 1183, 'percentage': 4}","{'amount': 1969, 'percentage': 6.7}",חודש אחרון
40-49,"{'amount': 38185, 'percentage': 5.5}","{'amount': 55935, 'percentage': 8.1}",6 חודשים
40-49,"{'amount': 14624, 'percentage': 5.3}","{'amount': 21271, 'percentage': 7.7}",3 חודשים
40-49,"{'amount': 178574, 'percentage': 5.4}","{'amount': 269155, 'percentage': 8.1}",שנה
40-49,"{'amount': 1229, 'percentage': 4.2}","{'amount': 2303, 'percentage': 7.9}",חודש אחרון
40-49,"{'amount': 244068, 'percentage': 5.3}","{'amount': 350510, 'percentage': 7.6}",מתחילת קורונה
50-59,"{'amount': 33879, 'percentage': 4.9}","{'amount': 53712, 'percentage': 7.8}",6 חודשים
50-59,"{'amount': 171600, 'percentage': 3.7}","{'amount': 246754, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 13452, 'percentage': 4.9}","{'amount': 21381, 'percentage': 7.7}",3 חודשים
50-59,"{'amount': 126768, 'percentage': 3.8}","{'amount': 192761, 'percentage': 5.8}",שנה
50-59,"{'amount': 1239, 'percentage': 4.2}","{'amount': 2394, 'percentage': 8.2}",חודש אחרון
60-69,"{'amount': 38247, 'percentage': 5.5}","{'amount': 56246, 'percentage': 8.1}",6 חודשים
60-69,"{'amount': 16127, 'percentage': 5.8}","{'amount': 23306, 'percentage': 8.4}",3 חודשים
60-69,"{'amount': 103089, 'percentage': 3.1}","{'amount': 147088, 'percentage': 4.4}",שנה
60-69,"{'amount': 1689, 'percentage': 5.8}","{'amount': 2756, 'percentage': 9.4}",חודש אחרון
60-69,"{'amount': 133311, 'percentage': 2.9}","{'amount': 180174, 'percentage': 3.9}",מתחילת קורונה
70-79,"{'amount': 36599, 'percentage': 5.3}","{'amount': 46608, 'percentage': 6.7}",6 חודשים
70-79,"{'amount': 89202, 'percentage': 1.9}","{'amount': 108925, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 15980, 'percentage': 5.8}","{'amount': 20772, 'percentage': 7.5}",3 חודשים
70-79,"{'amount': 73800, 'percentage': 2.2}","{'amount': 91953, 'percentage': 2.8}",שנה
70-79,"{'amount': 2077, 'percentage': 7.1}","{'amount': 2954, 'percentage': 10.1}",חודש אחרון
80-89,"{'amount': 15054, 'percentage': 2.2}","{'amount': 20402, 'percentage': 2.9}",6 חודשים
80-89,"{'amount': 35180, 'percentage': 0.8}","{'amount': 48450, 'percentage': 1}",מתחילת קורונה
80-89,"{'amount': 7137, 'percentage': 2.6}","{'amount': 10364, 'percentage': 3.7}",3 חודשים
80-89,"{'amount': 28223, 'percentage': 0.8}","{'amount': 38733, 'percentage': 1.2}",שנה
80-89,"{'amount': 889, 'percentage': 3}","{'amount': 1263, 'percentage': 4.3}",חודש אחרון
90+,"{'amount': 2997, 'percentage': 0.4}","{'amount': 5735, 'percentage': 0.8}",6 חודשים
90+,"{'amount': 1521, 'percentage': 0.5}","{'amount': 3082, 'percentage': 1.1}",3 חודשים
90+,"{'amount': 5809, 'percentage': 0.2}","{'amount': 10964, 'percentage': 0.3}",שנה
90+,"{'amount': 185, 'percentage': 0.6}","{'amount': 341, 'percentage': 1.2}",חודש אחרון
90+,"{'amount': 7517, 'percentage': 0.2}","{'amount': 14516, 'percentage': 0.3}",מתחילת קורונה
