name,coronaOccupancy,normalOccupancy,isolatedTeam
סורוקה,34,,0
סוראסקי,30,,0
שיבא,28.999999999999996,,0
הכרמל,26,,0
המשפחה הקדושה,23,,0
הלל יפה,21,,0
וולפסון,18,,0
קפלן,18,,0
הסקוטי,17,,0
זיו צפת,16,,0
נהריה,15,,0
אסותא אשדוד,15,,0
המרכזי בעמק,14.000000000000002,,0
"רמב""ם",13,,0
שמיר,13,,0
רבין ק. בילינסון,12,,0
פוריה,11,,0
בני ציון,11,,0
מאיר,10,,0
שערי צדק,10,,0
הדסה עין כרם,7.000000000000001,,0
הדסה הר הצופים,7.000000000000001,,0
לניאדו,7.000000000000001,,0
שניידר,7.000000000000001,,0
ברזילי,6,,0
רבין ק. השרון,3,,0
יוספטל,0,,0
סנט וינסנט,0,,0
סנט ג'וזף,0,,0
אל מקאסד,0,,0
אוגוסטה ויקטוריה,0,,0
מעייני הישועה,0,,0
