period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
All,0-9,1668796,683552,40.96
1_Year,0-9,1497128,582246,38.89
6_Month,0-9,1325495,512048,38.63
3_Month,0-9,1141073,448009,39.26
1_Month,0-9,238938,96416,40.35
1_Month,10-19,216903,88145,40.64
1_Year,10-19,1375149,587735,42.74
6_Month,10-19,1201460,531854,44.27
3_Month,10-19,1041579,487205,46.78
All,10-19,1578664,728112,46.12
3_Month,20-29,802219,316061,39.4
6_Month,20-29,989285,340799,34.45
1_Year,20-29,1170196,384580,32.86
All,20-29,1374062,504689,36.73
1_Month,20-29,204619,52528,25.67
3_Month,30-39,784855,337384,42.99
1_Month,30-39,215875,68393,31.68
All,30-39,1267725,492301,38.83
1_Year,30-39,1101957,407209,36.95
6_Month,30-39,946853,364935,38.54
All,40-49,1122957,435438,38.78
1_Month,40-49,211403,64274,30.4
3_Month,40-49,721401,308047,42.7
6_Month,40-49,851818,326873,38.37
1_Year,40-49,979789,361910,36.94
All,50-59,853909,286017,33.5
1_Year,50-59,734187,228982,31.19
6_Month,50-59,633334,207250,32.72
3_Month,50-59,524589,198437,37.83
1_Month,50-59,165337,41535,25.12
All,60-69,687154,187714,27.32
1_Year,60-69,591491,149608,25.29
6_Month,60-69,508578,135217,26.59
3_Month,60-69,419429,130155,31.03
1_Month,60-69,139848,27452,19.63
3_Month,70-79,253196,66558,26.29
1_Month,70-79,91652,14974,16.34
6_Month,70-79,309277,69026,22.32
1_Year,70-79,364811,77163,21.15
All,70-79,426738,97242,22.79
1_Month,80-89,41165,6052,14.7
3_Month,80-89,98927,25926,26.21
6_Month,80-89,118894,27172,22.85
1_Year,80-89,145561,31042,21.33
All,80-89,183580,41777,22.76
All,90+,48339,11845,24.5
1_Year,90+,35941,8249,22.95
6_Month,90+,28888,7217,24.98
3_Month,90+,24426,6876,28.15
1_Month,90+,11144,1552,13.93
