age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,126118,16066,1505185,8.4,1.1
20-29,316059,100682,1277634,24.7,7.9
30-39,376015,139150,1186386,31.7,11.7
40-49,575236,223629,1080768,53.2,20.7
50-59,545877,288744,832687,65.6,34.7
60-69,557905,467295,735380,75.9,63.5
70-79,428472,380587,462148,92.7,82.4
80-89,190769,167529,222547,85.7,75.3
90+,44763,38860,50589,88.5,76.8
