dates,averages
"[{'begin_date': '10.1.21', 'end_date': '16.1.21'}, {'begin_date': '17.1.21', 'end_date': '23.1.21'}, {'begin_date': '24.1.21', 'end_date': '30.1.21'}, {'begin_date': '31.1.21', 'end_date': '1.2.21'}]","[8318, 7122, 6520, 5914]"
