section,female,male,period
0-9,"{'amount': 78, 'percentage': 0.3}","{'amount': 115, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 9, 'percentage': 0.5}","{'amount': 9, 'percentage': 0.5}",3 חודשים
0-9,"{'amount': 59, 'percentage': 0.5}","{'amount': 84, 'percentage': 0.6}",שנה
0-9,"{'amount': 39, 'percentage': 0.5}","{'amount': 57, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 6, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
10-19,"{'amount': 4, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים
10-19,"{'amount': 36, 'percentage': 0.3}","{'amount': 42, 'percentage': 0.3}",שנה
10-19,"{'amount': 17, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.3}",6 חודשים
10-19,"{'amount': 2, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
10-19,"{'amount': 80, 'percentage': 0.3}","{'amount': 78, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 7, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.3}",3 חודשים
20-29,"{'amount': 103, 'percentage': 0.8}","{'amount': 93, 'percentage': 0.7}",שנה
20-29,"{'amount': 27, 'percentage': 0.4}","{'amount': 40, 'percentage': 0.5}",6 חודשים
20-29,"{'amount': 6, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
20-29,"{'amount': 277, 'percentage': 0.9}","{'amount': 244, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 13, 'percentage': 0.7}","{'amount': 13, 'percentage': 0.7}",3 חודשים
30-39,"{'amount': 597, 'percentage': 2}","{'amount': 631, 'percentage': 2.1}",מתחילת קורונה
30-39,"{'amount': 223, 'percentage': 1.7}","{'amount': 222, 'percentage': 1.7}",שנה
30-39,"{'amount': 64, 'percentage': 0.8}","{'amount': 63, 'percentage': 0.8}",6 חודשים
30-39,"{'amount': 3, 'percentage': 0.3}","{'amount': 6, 'percentage': 0.6}",חודש אחרון
40-49,"{'amount': 13, 'percentage': 0.7}","{'amount': 21, 'percentage': 1.2}",3 חודשים
40-49,"{'amount': 970, 'percentage': 3.2}","{'amount': 1411, 'percentage': 4.7}",מתחילת קורונה
40-49,"{'amount': 337, 'percentage': 2.6}","{'amount': 472, 'percentage': 3.6}",שנה
40-49,"{'amount': 86, 'percentage': 1.1}","{'amount': 140, 'percentage': 1.8}",6 חודשים
40-49,"{'amount': 6, 'percentage': 0.6}","{'amount': 11, 'percentage': 1.1}",חודש אחרון
50-59,"{'amount': 34, 'percentage': 1.9}","{'amount': 48, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 539, 'percentage': 4.1}","{'amount': 732, 'percentage': 5.6}",שנה
50-59,"{'amount': 212, 'percentage': 2.8}","{'amount': 311, 'percentage': 4.1}",6 חודשים
50-59,"{'amount': 19, 'percentage': 1.9}","{'amount': 21, 'percentage': 2.1}",חודש אחרון
50-59,"{'amount': 1583, 'percentage': 5.3}","{'amount': 2250, 'percentage': 7.5}",מתחילת קורונה
60-69,"{'amount': 96, 'percentage': 5.4}","{'amount': 140, 'percentage': 7.9}",3 חודשים
60-69,"{'amount': 923, 'percentage': 7.1}","{'amount': 1249, 'percentage': 9.5}",שנה
60-69,"{'amount': 457, 'percentage': 6}","{'amount': 659, 'percentage': 8.7}",6 חודשים
60-69,"{'amount': 53, 'percentage': 5.4}","{'amount': 76, 'percentage': 7.7}",חודש אחרון
60-69,"{'amount': 2264, 'percentage': 7.6}","{'amount': 3343, 'percentage': 11.2}",מתחילת קורונה
70-79,"{'amount': 176, 'percentage': 9.9}","{'amount': 268, 'percentage': 15.1}",3 חודשים
70-79,"{'amount': 1307, 'percentage': 10}","{'amount': 1697, 'percentage': 13}",שנה
70-79,"{'amount': 794, 'percentage': 10.4}","{'amount': 1082, 'percentage': 14.2}",6 חודשים
70-79,"{'amount': 98, 'percentage': 9.9}","{'amount': 149, 'percentage': 15.1}",חודש אחרון
70-79,"{'amount': 2872, 'percentage': 9.6}","{'amount': 3816, 'percentage': 12.8}",מתחילת קורונה
80-89,"{'amount': 281, 'percentage': 15.8}","{'amount': 281, 'percentage': 15.8}",3 חודשים
80-89,"{'amount': 1727, 'percentage': 13.2}","{'amount': 1694, 'percentage': 12.9}",שנה
80-89,"{'amount': 1187, 'percentage': 15.6}","{'amount': 1170, 'percentage': 15.4}",6 חודשים
80-89,"{'amount': 154, 'percentage': 15.6}","{'amount': 174, 'percentage': 17.6}",חודש אחרון
80-89,"{'amount': 3300, 'percentage': 11}","{'amount': 3216, 'percentage': 10.8}",מתחילת קורונה
90+,"{'amount': 200, 'percentage': 11.2}","{'amount': 158, 'percentage': 8.9}",3 חודשים
90+,"{'amount': 913, 'percentage': 7}","{'amount': 635, 'percentage': 4.9}",שנה
90+,"{'amount': 659, 'percentage': 8.7}","{'amount': 511, 'percentage': 6.7}",6 חודשים
90+,"{'amount': 118, 'percentage': 11.9}","{'amount': 82, 'percentage': 8.3}",חודש אחרון
90+,"{'amount': 1634, 'percentage': 5.5}","{'amount': 1113, 'percentage': 3.7}",מתחילת קורונה
