gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,6 חודשים,283103,9.6,4,0.1,16,1.1,57,0.7,1546,5.4
זכר,0-9,מתחילת קורונה,429937,9.9,7,0.1,30,0.5,115,0.4,2955,3.7
זכר,0-9,שנה,361273,10.3,5,0.1,22,0.9,83,0.6,2064,5
זכר,0-9,3 חודשים,22331,5.2,0,0,1,0.3,9,0.5,288,3.6
זכר,0-9,חודש אחרון,10953,4.5,0,0,1,0.7,2,0.2,168,3.6
נקבה,0-9,6 חודשים,222343,7.6,2,0.1,10,0.7,38,0.5,1262,4.4
נקבה,0-9,שנה,294753,8.4,2,0,10,0.4,58,0.4,1693,4.1
נקבה,0-9,מתחילת קורונה,353049,8.1,5,0,17,0.3,77,0.3,2412,3
נקבה,0-9,3 חודשים,18436,4.3,0,0,1,0.3,8,0.4,228,2.9
נקבה,0-9,חודש אחרון,9729,4,0,0,1,0.7,5,0.5,138,3
זכר,10-19,6 חודשים,273951,9.3,4,0.1,10,0.7,24,0.3,363,1.3
זכר,10-19,שנה,334435,9.5,5,0.1,15,0.6,42,0.3,544,1.3
זכר,10-19,חודש אחרון,11744,4.8,0,0,0,0,1,0.1,28,0.6
זכר,10-19,מתחילת קורונה,431448,9.9,7,0.1,24,0.4,78,0.3,998,1.2
זכר,10-19,3 חודשים,20516,4.8,0,0,0,0,2,0.1,56,0.7
נקבה,10-19,6 חודשים,270433,9.2,3,0.1,9,0.6,17,0.2,416,1.5
נקבה,10-19,מתחילת קורונה,420671,9.7,8,0.1,23,0.4,80,0.3,1163,1.4
נקבה,10-19,שנה,334924,9.5,4,0.1,15,0.6,36,0.3,645,1.6
נקבה,10-19,חודש אחרון,12347,5.1,0,0,0,0,2,0.2,63,1.3
נקבה,10-19,3 חודשים,20988,4.9,1,0.3,2,0.6,4,0.2,97,1.2
זכר,20-29,6 חודשים,152686,5.2,2,0.1,11,0.8,41,0.5,401,1.4
זכר,20-29,שנה,186372,5.3,5,0.1,22,0.9,94,0.7,641,1.6
זכר,20-29,מתחילת קורונה,257181,5.9,24,0.2,55,0.9,245,0.8,1579,2
זכר,20-29,חודש אחרון,10847,4.5,0,0,1,0.7,3,0.3,53,1.1
זכר,20-29,3 חודשים,18504,4.3,0,0,2,0.6,7,0.4,93,1.2
נקבה,20-29,6 חודשים,236919,8.1,5,0.2,10,0.7,27,0.4,1809,6.4
נקבה,20-29,שנה,282086,8,9,0.2,20,0.8,104,0.8,2653,6.5
נקבה,20-29,מתחילת קורונה,366024,8.4,22,0.2,57,0.9,278,0.9,5101,6.3
נקבה,20-29,חודש אחרון,15193,6.2,0,0,1,0.7,8,0.8,194,4.2
נקבה,20-29,3 חודשים,26505,6.2,0,0,1,0.3,9,0.5,327,4.1
זכר,30-39,6 חודשים,169170,5.8,10,0.4,30,2.1,63,0.8,523,1.8
זכר,30-39,שנה,201883,5.7,24,0.5,50,2,222,1.7,952,2.3
זכר,30-39,מתחילת קורונה,254656,5.9,53,0.5,106,1.7,631,2.1,2255,2.8
זכר,30-39,חודש אחרון,13592,5.6,0,0,3,2.1,6,0.6,81,1.7
זכר,30-39,3 חודשים,24855,5.8,1,0.3,10,2.8,13,0.7,139,1.7
נקבה,30-39,6 חודשים,259497,8.8,7,0.3,16,1.1,64,0.8,1832,6.5
נקבה,30-39,מתחילת קורונה,369447,8.5,39,0.4,107,1.7,597,2,5170,6.4
נקבה,30-39,שנה,306878,8.7,17,0.4,37,1.5,223,1.7,2811,6.9
נקבה,30-39,3 חודשים,34479,8,3,0.8,8,2.3,13,0.7,383,4.8
נקבה,30-39,חודש אחרון,18753,7.7,1,1,4,2.8,3,0.3,200,4.3
זכר,40-49,6 חודשים,158491,5.4,18,0.7,47,3.3,141,1.8,654,2.3
זכר,40-49,שנה,185624,5.3,53,1.2,106,4.3,472,3.6,1303,3.2
זכר,40-49,מתחילת קורונה,229866,5.3,122,1.1,264,4.3,1411,4.7,3582,4.4
זכר,40-49,חודש אחרון,13321,5.5,2,2,6,4.2,11,1,98,2.1
זכר,40-49,3 חודשים,24316,5.7,3,0.8,10,2.8,22,1.2,164,2.1
נקבה,40-49,6 חודשים,240268,8.2,11,0.4,18,1.2,89,1.2,797,2.8
נקבה,40-49,מתחילת קורונה,330456,7.6,76,0.7,141,2.3,973,3.2,3577,4.4
נקבה,40-49,שנה,276051,7.9,21,0.5,52,2.1,340,2.6,1482,3.6
נקבה,40-49,3 חודשים,35718,8.3,1,0.3,6,1.7,16,0.9,186,2.3
נקבה,40-49,חודש אחרון,20160,8.3,0,0,2,1.4,9,0.8,108,2.3
זכר,50-59,6 חודשים,110484,3.8,68,2.5,101,7,314,4.1,1136,4
זכר,50-59,מתחילת קורונה,158668,3.6,391,3.6,550,8.9,2252,7.5,4933,6.1
זכר,50-59,שנה,125759,3.6,138,3,189,7.6,733,5.6,1871,4.6
זכר,50-59,חודש אחרון,12137,5,2,2,4,2.8,25,2.4,170,3.6
זכר,50-59,3 חודשים,21181,4.9,12,3.3,22,6.2,50,2.7,307,3.8
נקבה,50-59,6 חודשים,167909,5.7,36,1.3,54,3.7,213,2.8,875,3.1
נקבה,50-59,מתחילת קורונה,226502,5.2,199,1.8,256,4.2,1586,5.3,3918,4.9
נקבה,50-59,שנה,187578,5.3,74,1.6,108,4.4,543,4.1,1522,3.7
נקבה,50-59,חודש אחרון,19088,7.8,0,0,5,3.5,20,1.9,109,2.3
נקבה,50-59,3 חודשים,33336,7.8,3,0.8,8,2.3,35,1.9,197,2.5
זכר,60-69,6 חודשים,85401,2.9,178,6.6,170,11.8,667,8.7,2012,7.1
זכר,60-69,שנה,95188,2.7,361,8,311,12.6,1256,9.5,2970,7.3
זכר,60-69,מתחילת קורונה,117746,2.7,1005,9.2,943,15.3,3349,11.2,6742,8.4
זכר,60-69,חודש אחרון,13406,5.5,6,5.9,22,15.3,84,7.9,359,7.7
זכר,60-69,3 חודשים,22904,5.3,17,4.6,49,13.9,146,8,623,7.8
נקבה,60-69,6 חודשים,122072,4.1,108,4,99,6.9,458,6,1484,5.2
נקבה,60-69,מתחילת קורונה,158057,3.6,559,5.1,513,8.3,2267,7.6,4978,6.2
נקבה,60-69,שנה,134142,3.8,256,5.6,215,8.7,925,7,2279,5.6
נקבה,60-69,חודש אחרון,19521,8,1,1,9,6.3,54,5.1,275,5.9
נקבה,60-69,3 חודשים,34008,7.9,15,4.1,27,7.6,95,5.2,477,6
זכר,70-79,6 חודשים,57090,1.9,365,13.5,246,17,1092,14.2,2859,10.1
זכר,70-79,מתחילת קורונה,73736,1.7,1662,15.1,1049,17,3826,12.8,7404,9.2
זכר,70-79,שנה,62462,1.8,633,13.9,393,15.9,1707,13,3848,9.4
זכר,70-79,חודש אחרון,12875,5.3,18,17.8,26,18.1,157,14.8,563,12.1
זכר,70-79,3 חודשים,21255,5,50,13.6,67,19,276,15,977,12.2
נקבה,70-79,6 חודשים,70687,2.4,252,9.3,150,10.4,800,10.4,2306,8.1
נקבה,70-79,מתחילת קורונה,89081,2,1049,9.6,594,9.6,2883,9.6,6004,7.5
נקבה,70-79,שנה,77024,2.2,449,9.9,258,10.4,1317,10,3172,7.8
נקבה,70-79,3 חודשים,26720,6.2,33,9,34,9.6,182,9.9,755,9.5
נקבה,70-79,חודש אחרון,16105,6.6,5,5,16,11.1,108,10.2,450,9.6
זכר,80-89,6 חודשים,20882,0.7,517,19.1,189,13.1,1176,15.3,2779,9.8
זכר,80-89,שנה,23177,0.7,809,17.8,276,11.2,1702,12.9,3633,8.9
זכר,80-89,מתחילת קורונה,28259,0.6,1927,17.6,653,10.6,3223,10.8,6121,7.6
זכר,80-89,3 חודשים,8136,1.9,59,16,44,12.5,286,15.6,918,11.5
זכר,80-89,חודש אחרון,5004,2.1,16,15.8,17,11.8,182,17.1,581,12.4
נקבה,80-89,6 חודשים,28344,1,492,18.2,147,10.2,1201,15.7,2896,10.2
נקבה,80-89,מתחילת קורונה,38578,0.9,1769,16.1,485,7.9,3316,11.1,6586,8.2
נקבה,80-89,שנה,31351,0.9,776,17.1,229,9.3,1741,13.2,3801,9.3
נקבה,80-89,חודש אחרון,6393,2.6,20,19.8,8,5.6,169,15.9,542,11.6
נקבה,80-89,3 חודשים,10532,2.5,64,17.4,25,7.1,293,16,925,11.6
זכר,90+,6 חודשים,4236,0.1,296,10.9,55,3.8,516,6.7,1028,3.6
