period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,41743,20442,48.97
3_Month,0-9,203617,42109,20.68
6_Month,0-9,1170187,507776,43.39
1_Year,0-9,1489549,641894,43.09
All,0-9,1704190,749813,44
1_Month,10-19,47088,23744,50.42
3_Month,10-19,222168,42459,19.11
6_Month,10-19,1080813,544242,50.35
1_Year,10-19,1387686,649142,46.78
All,10-19,1623551,794889,48.96
1_Month,20-29,59756,25547,42.75
3_Month,20-29,293186,46021,15.7
6_Month,20-29,936688,390249,41.66
1_Year,20-29,1223150,460677,37.66
All,20-29,1460337,581223,39.8
1_Month,30-39,69487,31660,45.56
3_Month,30-39,292043,60544,20.73
6_Month,30-39,919767,428037,46.54
1_Year,30-39,1166176,499346,42.82
All,30-39,1360392,584383,42.96
1_Month,40-49,71353,32836,46.02
3_Month,40-49,283007,61149,21.61
6_Month,40-49,843064,398268,47.24
1_Year,40-49,1045904,454296,43.44
All,40-49,1207825,527442,43.67
1_Month,50-59,65499,30620,46.75
3_Month,50-59,253136,55539,21.94
6_Month,50-59,655608,278418,42.47
1_Year,50-59,812499,310162,38.17
All,50-59,942464,366244,38.86
1_Month,60-69,68799,32237,46.86
3_Month,60-69,233246,57665,24.72
6_Month,60-69,547052,207282,37.89
1_Year,60-69,671744,227377,33.85
All,60-69,773906,265071,34.25
1_Month,70-79,62595,28452,45.45
3_Month,70-79,168596,48441,28.73
6_Month,70-79,351207,127510,36.31
1_Year,70-79,430399,138405,32.16
All,70-79,495464,158536,32
1_Month,80-89,35493,11145,31.4
3_Month,80-89,69119,18781,27.17
6_Month,80-89,132281,48935,36.99
1_Year,80-89,166430,53896,32.38
All,80-89,208401,64740,31.07
1_Month,90+,11222,2477,22.07
3_Month,90+,18034,4335,24.04
6_Month,90+,30889,12019,38.91
1_Year,90+,39458,13312,33.74
All,90+,53875,16921,31.41
