priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,גרמניה,כתום,2,9821,353,3.59,2022-02-10T00:00:00.000Z,321,32
LastMonth,דנמרק,כתום,2,355,15,4.23,2022-02-10T00:00:00.000Z,13,2
LastMonth,פורטו ריקו,כתום,2,75,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,דרום סודאן,כתום,2,8,1,12.5,2022-02-10T00:00:00.000Z,1,0
LastMonth,אלגיריה,כתום,2,2,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,רומניה,כתום,2,4147,345,8.32,2022-02-10T00:00:00.000Z,333,12
LastMonth,ניו זילנד,כתום,2,16,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,סנגל,כתום,2,24,1,4.17,2022-02-10T00:00:00.000Z,1,0
LastMonth,עומן,כתום,2,10,3,30,2022-02-10T00:00:00.000Z,3,0
LastMonth,צכיה,כתום,2,2743,242,8.82,2022-02-10T00:00:00.000Z,239,3
LastMonth,סרביה,כתום,2,205,19,9.27,2022-02-10T00:00:00.000Z,19,0
LastMonth,סין,כתום,2,126,1,0.79,2022-02-10T00:00:00.000Z,1,0
LastMonth,אקואדור,כתום,2,104,5,4.81,2022-02-10T00:00:00.000Z,5,0
LastMonth,האנטילים ההולנדים,כתום,2,12,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,מונטנגרו,כתום,2,35,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,תוניסיה,כתום,2,23,2,8.7,2022-02-10T00:00:00.000Z,0,2
LastMonth,ויטנאם,כתום,2,29,3,10.34,2022-02-10T00:00:00.000Z,3,0
LastMonth,גיברלטר,כתום,2,3,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,מאלי,כתום,2,5,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,בחריין,כתום,2,84,5,5.95,2022-02-10T00:00:00.000Z,4,1
LastMonth,פרו,כתום,2,183,23,12.57,2022-02-10T00:00:00.000Z,16,7
LastMonth,מלטה,כתום,2,36,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,בנגלדש,כתום,2,2,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,טיוואן,כתום,2,22,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,פאפואה,כתום,2,2,1,50,2022-02-10T00:00:00.000Z,1,0
LastMonth,שוויץ,כתום,2,5731,529,9.23,2022-02-10T00:00:00.000Z,499,30
LastMonth,אוגנדה,כתום,2,128,5,3.91,2022-02-10T00:00:00.000Z,4,1
LastMonth,קמרון,כתום,2,37,2,5.41,2022-02-10T00:00:00.000Z,2,0
LastMonth,בוליביה,כתום,2,23,1,4.35,2022-02-10T00:00:00.000Z,1,0
LastMonth,אנגולה,כתום,2,40,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,לבנון,כתום,2,4,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,הרפ הדומיניקנית,כתום,2,78,13,16.67,2022-02-10T00:00:00.000Z,13,0
LastMonth,רוסיה,כתום,2,7570,637,8.41,2022-02-10T00:00:00.000Z,535,102
LastMonth,מרוקו,כתום,2,53,7,13.21,2022-02-10T00:00:00.000Z,7,0
LastMonth,גווטאמלה,כתום,2,49,2,4.08,2022-02-10T00:00:00.000Z,2,0
LastMonth,מרטיניק,כתום,2,9,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,בולגריה,כתום,2,5103,934,18.3,2022-02-10T00:00:00.000Z,926,8
LastMonth,קולומביה,כתום,2,431,33,7.66,2022-02-10T00:00:00.000Z,20,13
LastMonth,לוכסמבורג,כתום,2,42,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,בוסניה הרצגובינה,כתום,2,32,5,15.63,2022-02-10T00:00:00.000Z,5,0
LastMonth,רואנדה,כתום,2,60,3,5,2022-02-10T00:00:00.000Z,3,0
LastMonth,סיירה ליאונה,כתום,2,4,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,איטליה,כתום,2,9491,801,8.44,2022-02-10T00:00:00.000Z,760,41
LastMonth,תורכיה,כתום,2,23575,3353,14.22,2022-02-10T00:00:00.000Z,3238,115
LastMonth,בלגיה,כתום,2,2541,146,5.75,2022-02-10T00:00:00.000Z,114,32
LastMonth,חוף השנהב,כתום,2,59,4,6.78,2022-02-10T00:00:00.000Z,4,0
LastMonth,קובה,כתום,2,60,6,10,2022-02-10T00:00:00.000Z,6,0
LastMonth,יפן,כתום,2,67,3,4.48,2022-02-10T00:00:00.000Z,1,2
LastMonth,טנזניה,כתום,2,194,3,1.55,2022-02-10T00:00:00.000Z,1,2
LastMonth,גויאנה הצרפתית,כתום,2,6,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,גינאה,כתום,2,3,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,קזחסטאן,כתום,2,94,18,19.15,2022-02-10T00:00:00.000Z,12,6
LastMonth,גינאה המשוונית,כתום,2,5,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,ניקרגואה,כתום,2,2,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,פיליפינים,כתום,2,725,22,3.03,2022-02-10T00:00:00.000Z,5,17
LastMonth,ונצואלה,כתום,2,92,8,8.7,2022-02-10T00:00:00.000Z,0,8
LastMonth,אנדורה,כתום,2,12,1,8.33,2022-02-10T00:00:00.000Z,1,0
LastMonth,מונקו,כתום,2,4,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,מיאנמר (בורמה),כתום,2,1,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,הודו,כתום,2,2001,283,14.14,2022-02-10T00:00:00.000Z,54,229
LastMonth,סינגפור,כתום,2,114,8,7.02,2022-02-10T00:00:00.000Z,7,1
LastMonth,טוגו,כתום,2,17,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,גרנדה,כתום,2,5,1,20,2022-02-10T00:00:00.000Z,1,0
LastMonth,מלאווי,כתום,2,13,1,7.69,2022-02-10T00:00:00.000Z,1,0
LastMonth,בורקינה פאסו,כתום,2,6,1,16.67,2022-02-10T00:00:00.000Z,1,0
LastMonth,קפריסין,כתום,2,3518,214,6.08,2022-02-10T00:00:00.000Z,207,7
LastMonth,קירג'זסטאן,כתום,2,26,3,11.54,2022-02-10T00:00:00.000Z,2,1
LastMonth,נמיביה,כתום,2,3,0,0,2022-02-10T00:00:00.000Z,0,0
LastMonth,"קונגו, רפ. דמוק.",כתום,2,19,1,5.26,2022-02-10T00:00:00.000Z,1,0
LastMonth,סווזילנד,כתום,2,3,0,0,2022-02-10T00:00:00.000Z,0,0
