name,value
פראמדיקים,4
פסיכולוגיה,5
קלינאות תקשורת,10
ריפוי בעיסוק,15
פיזיותרפיה,15
שירות סוציאלי,18
רוקחות,25
מעבדה,26
חובשי רפואת חירום,71
מערך לוגיסטי,72
כוח עזר,83
מינהל ומשק,386
סקטורים אחרים,690
