city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,118218,6456,3192,35174,68
תל אביב - יפו,22795,2233,1102,25083,49
בני ברק,46219,1966,919,9227,96
פתח תקווה,19314,1633,805,14483,66
אשדוד,23090,1437,782,12931,64
ראשון לציון,12615,1352,748,14047,55
נתניה,13963,1305,758,11599,60
חולון,12710,1273,728,11373,68
מודיעין עילית,24223,1084,541,5343,137
בית שמש,18960,1043,591,5770,78
באר שבע,12194,1031,574,12622,52
אשקלון,9378,1021,533,9075,71
בת ים,8203,1000,546,8137,78
רמלה,8256,930,524,6081,122
חיפה,14548,891,439,12980,33
רחובות,9827,798,459,7521,56
קרית גת,6375,759,368,4559,129
נתיבות,6145,691,331,3457,171
לוד,7443,690,388,4414,86
רמת גן,7060,645,328,8278,43
צפת,4302,544,220,2335,150
חדרה,5628,510,275,5534,53
אלעד,11050,482,275,2244,100
קרית מלאכי,3498,434,272,2114,174
ראש העין,4759,431,232,4277,66
קרית אתא,4181,416,225,3820,72
נצרת,7820,393,198,1883,50
ביתר עילית,12449,387,196,1705,61
אור יהודה,3824,371,200,2262,107
יבנה,3790,353,196,3483,73
טייבה,3830,350,213,2031,78
עפולה,3308,332,155,3666,59
הרצליה,3684,305,193,5238,32
אילת,1977,301,127,3886,53
אופקים,3611,300,178,2420,89
טבריה,3832,282,148,2008,61
עכו,3509,271,179,2543,53
אום אל-פחם,4995,266,176,1452,47
כפר סבא,3575,264,152,4793,27
רהט,3070,255,198,1567,37
מודיעין-מכבים-רעות,4428,254,127,4673,29
מעלה אדומים,3390,247,137,2454,66
שדרות,2256,240,146,2035,85
הוד השרון,2431,238,88,2760,39
רעננה,3468,215,98,3595,28
גבעת זאב,3505,192,108,1028,97
נהריה,2934,191,90,2965,31
באר יעקב,1960,186,119,1500,69
מגאר,1773,183,130,1193,79
קרית מוצקין,2100,181,107,2329,39
דימונה,1893,178,86,2204,49
נס ציונה,2111,174,89,2715,38
עראבה,1994,173,113,721,65
פרדס חנה-כרכור,1973,158,85,2366,38
קרית ים,1988,156,82,2140,40
אבו גוש,1125,156,102,594,192
כפר קאסם,2930,150,101,908,61
קרית ביאליק,1977,149,96,2065,37
יהוד,1768,149,82,1704,51
גבעתיים,1840,148,82,3096,27
גדרה,1609,145,82,1953,57
יאנוח-ג'ת,994,142,106,706,213
כפר יונה,1235,140,75,1404,58
יפיע,1868,137,80,471,71
ריינה,1417,137,78,615,81
חריש,1107,136,95,1078,66
קרית עקרון,762,132,94,902,124
