name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,93.417724609375,50
יוספטל,,43.07692337036133,1
שמיר,,53.98428726196289,44
וולפסון,,60.61493301391602,18
זיו צפת,,59.36599349975586,61
הלל יפה,,72.03883361816406,21
נהריה,,69.29460906982422,48
ברזילי,,65,40
פוריה,,55.49295806884766,26
סוראסקי,,87.53202056884766,62
בני ציון,,72.05542755126953,40
רבין ק. בילינסון,,75.6886215209961,72
סורוקה,,62.38053894042969,81
מאיר,,71.59383392333984,45
קפלן,,85.92057800292969,16
"רמב""ם",,87.93814086914062,125
הכרמל,,62.98568344116211,45
השרון ק. גולדה,,48.96265411376953,20
הדסה עין כרם,,94.84127044677734,140
הסקוטי,,98.4962387084961,15
המשפחה הקדושה,,,0
סנט ג'וזף,,,11
שערי צדק,,,86
אל מקאסד,,,0
לניאדו,,79.3871841430664,17
אוגוסטה ויקטוריה,,,10
מעייני הישועה,,86.0759506225586,12
אסותא אשדוד,,,15
שניידר,,,0
סנט וינסנט,,52.98507308959961,4
המרכזי בעמק,,68.27586364746094,76
