cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,47,32.85,6.13,כתום,14306
Afula,קטן מ-15,אין מידע,157,27.62,5.54,צהוב,56844
Akko,קטן מ-15,אין מידע,141,28.48,4.5,צהוב,49517
Alfe Menashe,קטן מ-15,אין מידע,21,26.21,8.38,אדום,8011
Ar'ara,קטן מ-15,אין מידע,32,12.54,3.15,ירוק,25525
Arad,קטן מ-15,אין מידע,59,21.72,5.97,צהוב,27170
Ari'el,קטן מ-15,אין מידע,41,20.01,5.67,צהוב,20488
Arrabe,קטן מ-15,אין מידע,33,12.56,4.06,ירוק,26274
Ashdod,32,6.91,463,20.46,6.24,כתום,226329
Ashqelon,47,8.99,523,35.71,6.32,כתום,146442
Azor,קטן מ-15,אין מידע,44,33.26,4.36,ירוק,13228
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,34,11.17,4.29,ירוק,30448
Bat Yam,29,7.07,410,32.09,7.04,כתום,127772
Be'er Sheva,54,8.19,659,31.29,5.42,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,39,13.53,5.33,צהוב,28818
Beit Jann,קטן מ-15,אין מידע,19,15.61,8.24,אדום,12169
Bene Beraq,קטן מ-15,אין מידע,129,6.20,2.65,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,68,35.83,7.14,כתום,18980
Bet Shemesh,קטן מ-15,אין מידע,75,5.67,5.54,צהוב,132210
Bi'ne,קטן מ-15,אין מידע,17,20.19,6.3,כתום,8421
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,47,29.43,6.57,כתום,15971
Daburiyya,0,0,17,15.91,3.56,ירוק,10682
Daliyat Al-Karmel,קטן מ-15,אין מידע,17,9.52,5.91,צהוב,17862
Deir Al-Asad,קטן מ-15,אין מידע,19,14.95,4.88,צהוב,12710
Deir Hanna,קטן מ-15,אין מידע,32,30.60,5.27,צהוב,10459
Dimona,קטן מ-15,אין מידע,72,20.60,5.52,צהוב,34954
Eilabun,קטן מ-15,אין מידע,21,36.33,6.57,כתום,5781
Elat,קטן מ-15,אין מידע,78,14.86,6.58,כתום,52507
Even Yehuda,קטן מ-15,אין מידע,45,32.06,7.58,אדום,14036
Gan Yavne,קטן מ-15,אין מידע,33,13.82,5.03,צהוב,23887
