period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,126147,26121,20.71
3_Month,0-9,589156,275910,46.83
6_Month,0-9,1226007,501734,40.92
1_Year,0-9,1485550,619807,41.72
All,0-9,1688274,727820,43.11
1_Month,10-19,135456,21759,16.06
3_Month,10-19,554882,254712,45.9
6_Month,10-19,1142929,537618,47.04
1_Year,10-19,1381477,624438,45.2
All,10-19,1604982,769969,47.97
1_Month,20-29,158695,25419,16.02
3_Month,20-29,535351,176931,33.05
6_Month,20-29,970338,369745,38.1
1_Year,20-29,1196186,431072,36.04
All,20-29,1420438,553176,38.94
1_Month,30-39,164003,33472,20.41
3_Month,30-39,549870,214211,38.96
6_Month,30-39,946072,399647,42.24
1_Year,30-39,1139787,462045,40.54
All,30-39,1321516,548707,41.52
1_Month,40-49,165565,31403,18.97
3_Month,40-49,522253,199406,38.18
6_Month,40-49,864464,367025,42.46
1_Year,40-49,1020238,415119,40.69
All,40-49,1173203,489693,41.74
1_Month,50-59,147668,26233,17.76
3_Month,50-59,414673,137479,33.15
6_Month,50-59,660425,244463,37.02
1_Year,50-59,780512,271897,34.84
All,50-59,904825,329373,36.4
1_Month,60-69,131343,24201,18.43
3_Month,60-69,346193,97016,28.02
6_Month,60-69,539131,168681,31.29
1_Year,60-69,636842,186026,29.21
All,60-69,735423,224609,30.54
1_Month,70-79,90735,16794,18.51
3_Month,70-79,222464,55476,24.94
6_Month,70-79,336087,92211,27.44
1_Year,70-79,399510,101700,25.46
All,70-79,463697,122204,26.35
1_Month,80-89,39231,6432,16.4
3_Month,80-89,85907,21515,25.04
6_Month,80-89,126814,35386,27.9
1_Year,80-89,155348,39930,25.7
All,80-89,196685,50945,25.9
1_Month,90+,10898,1583,14.53
3_Month,90+,21006,5406,25.74
6_Month,90+,30055,9058,30.14
1_Year,90+,37260,10256,27.53
All,90+,51153,13932,27.24
