actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
964,בני ברק,48,9684,"נדרשים הסברה, בדיקות ואכיפת בידוד",4890,466
408,טירה,154,695,"נדרשים הסברה, בדיקות ואכיפת בידוד",1957,322
299,כפר קאסם,124,673,"נדרשים הסברה, בדיקות ואכיפת בידוד",855,188
145,דאלית אל-כרמל,84,164,"נדרשים הסברה, בדיקות ואכיפת בידוד",1557,120
130,בית ג'ן,109,182,"נדרשים הסברה, בדיקות ואכיפת בידוד",756,93
82,לקיה,53,129,"נדרשים הסברה, בדיקות ואכיפת בידוד",328,75
75,כפר ברא,198,119,"נדרשים הסברה, בדיקות ואכיפת בידוד",134,31
44,עוזייר,134,44,"נדרשים הסברה, בדיקות ואכיפת בידוד",214,33
36,תפרח,166,70,"נדרשים הסברה, בדיקות ואכיפת בידוד",120,30
32,אעבלין,24,62,"נדרשים הסברה, בדיקות ואכיפת בידוד",196,25
30,יקיר,127,37,"נדרשים הסברה, בדיקות ואכיפת בידוד",80,27
24,כעביה-טבאש-חג'אג'רה,41,28,"נדרשים הסברה, בדיקות ואכיפת בידוד",126,18
 קטן מ-15 ,משהד,15,15,"נדרשים הסברה, בדיקות ואכיפת בידוד",89,11-14
 קטן מ-15 ,אלקנה,29,49,"נדרשים הסברה, בדיקות ואכיפת בידוד",53,6-10
 קטן מ-15 ,נאעורה,50,18,"נדרשים הסברה, בדיקות ואכיפת בידוד",46,6-10
2986,ירושלים,32,17793,נדרשת הגדלה של מספר הבדיקות,18548,1408
801,תל אביב - יפו,18,4812,נדרשת הגדלה של מספר הבדיקות,6914,278
720,אשדוד,32,3698,נדרשת הגדלה של מספר הבדיקות,5723,405
614,מודיעין עילית,80,3468,נדרשת הגדלה של מספר הבדיקות,6767,294
475,נתניה,22,1942,נדרשת הגדלה של מספר הבדיקות,3760,209
357,רהט,53,985,נדרשת הגדלה של מספר הבדיקות,1779,183
271,אום אל-פחם,48,714,נדרשת הגדלה של מספר הבדיקות,1420,167
170,ג'דיידה-מכר,82,231,נדרשת הגדלה של מספר הבדיקות,1029,111
97,עין מאהל,71,293,נדרשת הגדלה של מספר הבדיקות,201,49
90,עילוט,107,232,נדרשת הגדלה של מספר הבדיקות,264,42
66,כפר כנא,29,142,נדרשת הגדלה של מספר הבדיקות,354,40
59,עספיא,48,85,נדרשת הגדלה של מספר הבדיקות,641,48
45,זמר,64,122,נדרשת הגדלה של מספר הבדיקות,118,19
40,כוכב יעקב,45,180,נדרשת הגדלה של מספר הבדיקות,137,27
31,עמנואל,74,98,נדרשת הגדלה של מספר הבדיקות,64,17
27,קרני שומרון,32,74,נדרשת הגדלה של מספר הבדיקות,122,17
27,טורעאן,19,59,נדרשת הגדלה של מספר הבדיקות,197,20
22,כסרא-סמיע,25,37,נדרשת הגדלה של מספר הבדיקות,162,15
18,שייח' דנון,62,25,נדרשת הגדלה של מספר הבדיקות,93,11-14
 קטן מ-15 ,יד בנימין,23,57,נדרשת הגדלה של מספר הבדיקות,52,6-10
392,פתח תקווה,16,2560,"נדרשת הידברות, הסברה ואכיפה",4137,206
350,באר שבע,18,1773,"נדרשת הידברות, הסברה ואכיפה",3562,152
343,חיפה,13,1652,"נדרשת הידברות, הסברה ואכיפה",4562,201
307,חולון,16,1851,"נדרשת הידברות, הסברה ואכיפה",2479,139
264,ראשון לציון,11,1713,"נדרשת הידברות, הסברה ואכיפה",3658,117
254,רמלה,34,1207,"נדרשת הידברות, הסברה ואכיפה",1262,134
234,נצרת,30,616,"נדרשת הידברות, הסברה ואכיפה",872,76
229,בית שמש,18,2748,"נדרשת הידברות, הסברה ואכיפה",1758,107
220,אשקלון,16,1350,"נדרשת הידברות, הסברה ואכיפה",2557,87
